Start (HH:MM:SS),End (HH:MM:SS),Segment
0:02:02,0:02:06,"O, sviđa mi se Lifestyle of Our Dreams."
0:02:06,0:02:11,"Da, na početku je trebalo biti Your, ali sam htio uključiti sve nas."
0:02:12,0:02:13,"Da, da, da, da, da, da."
0:02:14,0:02:14,Fora.
0:02:15,0:02:18,Jer mi moramo na V ili možemo na Ti?
0:02:18,0:02:18,Na Ti.
0:02:19,0:02:19,Ok.
0:02:21,0:02:25,"LUD, da bar živim Lifestyle of My Dreams."
0:02:26,0:02:27,"Kad si pored, ako uživate, ne možeš."
0:02:28,0:02:28,"Da, nisam."
0:02:30,0:02:30,Srećom.
0:02:31,0:02:35,Ali da znaš da dobaci miris i do mog kvarteta.
0:02:35,0:02:36,Ko je to sad kvartet?
0:02:36,0:02:38,"Kod Martičeve, u Laganinu."
0:02:42,0:02:44,Kako ti se čini ime potkesta?
0:02:45,0:02:46,Jako mi se sviđa.
0:02:46,0:02:54,"Sad kad znam značenje, dok ga nisam znala, isto mi je bilo privlačno zapamtiš odmah riječi zato što je neobična, nisi ju nikad čuo."
0:02:55,0:02:58,Tako da mislim da si dobro pogodio.
0:02:58,0:03:01,Jer ti kad znaš značenje na engleskom?
0:03:01,0:03:04,jeziku zvuči otrcanje nego što ti je zvučalo prije?
0:03:05,0:03:06,Otrcanje?
0:03:07,0:03:07,"Ne, zašto?"
0:03:09,0:03:10,Pa to je neka moja predrasuda.
0:03:11,0:03:13,"Ne me biti nesiguran, dobro je ime."
0:03:14,0:03:14,Misliš?
0:03:14,0:03:20,"Aha, originalno, neobično, lako zapamtljivo, a ima neko značenje."
0:03:20,0:03:20,Da.
0:03:21,0:03:37,"Oćeš da ti kažem, kad odem u neku firmu i razgovaram s ljudima tamo, recimo u marketinškom odjelu, prije nego što uđem u firmu, stanem na portu i pitam me osoba na portu, dobrodan tko ste, iz koje firme."
0:03:37,0:03:38,i gdje ide sa?
0:03:38,0:03:40,"Ja kažem, Vinko Mihaljević, lud."
0:03:42,0:03:44,Ja onda skužim šta sam rekao.
0:03:45,0:03:48,"I onda kažem osobi, ali lud se piše sa dva o."
0:03:50,0:03:50,Aha.
0:03:50,0:03:53,I onda vidim da osobi isto nije i dalje jasno.
0:03:54,0:03:57,"I onda joj pitam kakvom se sviđa ime posla, pukne joj smijeh."
0:03:58,0:04:05,"Pa eto, vidiš, pa mislim, pa kad izazoveš nečiji smijeh, to je, kako bi rekla, obostrana pobjeda."
0:04:05,0:04:05,To je dobro.
0:04:05,0:04:06,Pa je.
0:04:07,0:04:08,"Dobar icebreaker, aha."
0:04:08,0:04:09,Apsolutno.
0:04:09,0:04:09,Pa da.
0:04:10,0:04:11,Tako da.
0:04:11,0:04:12,Mogu te postaviti jedno pitanje.
0:04:13,0:04:14,Nemojte mijenjati ime.
0:04:17,0:04:50,"Ovo pitanje bez onako da dam neki kontekst bi zvučalo dosta direktno ali došlo je nakon što sam ja pogledao jedan tvoj intervju gdje sam shvatio kontekst u kojem si to govorila rekla si zapravo da je jako bitna ugradnja autorske posebnosti u film a ti si redatelj, ti si autor tvojeg nedavnog djela Sedmo nebo."
0:04:52,0:04:59,Pa zapravo te hoću onda pitati to direktno pitanje tko si ti i što ti hoćeš?
0:05:02,0:05:02,To je.
0:05:03,0:05:11,Ali čak bi te to pitao izvan konteksta filma Sedmo nebo nego čak sa širim kontekstom tko si ti i što ti hoćeš?
0:05:13,0:05:22,Zanimljivo je da počinješ s tim pitanjem jer s istim pitanjem zapravo počinjem proces nastajanja filma.
0:05:23,0:05:25,Što sam ja naučila na jednoj radionici.
0:05:27,0:05:30,vani gdje mi je mentor bio Razvan Radulesku.
0:05:32,0:05:39,"On je jedan od najcjenjenijih, najuspješnijih evropskih filmskih scenarista."
0:05:40,0:05:58,"I uglavnom, tamo nam je nama, polaznicima te radionice, bilo rečeno da zapravo je to prva stvar koju se moramo zapitati: tko smo i što hoćemo."
0:05:59,0:06:01,Iz tih odgovora.
0:06:02,0:06:06,"proizlazi sljedeće pitanje, a to je šta želimo reći."
0:06:06,0:06:12,"Jer u principu, da bi ti znao šta hoćeš reći, moraš znati tko si i što hoćeš."
0:06:12,0:06:16,"A bez da znaš što hoćeš reći, naravno, nemaš film."
0:06:17,0:06:21,"Tako da je moj odgovor na pitanje, tko sam ja i šta ja hoću."
0:06:22,0:06:36,Ja sam jedna neovisna žena i majka jedne 16-godišnje djevojke i želim.
0:06:36,0:06:38,I želim napraviti dobar film.
0:06:44,0:06:47,"Ostala sam te bez riječi, pretpostavljam da je to pozitivno."
0:06:47,0:06:50,"Ne, nego namjerno želim stvoriti dužu suspenziju u toj situaciji."
0:06:50,0:06:51,"Nema suspenzije, okej."
0:06:52,0:06:53,Oprosti.
0:06:54,0:06:55,Jel možeš elaborirati svoj odgovor?
0:06:56,0:06:57,Elaborirati?
0:06:57,0:06:57,Da.
0:06:57,0:06:59,"Ajde, daj malo ga proširiti."
0:07:00,0:07:00,Ovako.
0:07:01,0:07:05,Pitao sam Krešimira Mišaka.
0:07:06,0:07:08,"A učio sam da nije Miška, nego Mišaka."
0:07:08,0:07:09,On bi ispravio.
0:07:10,0:07:10,Mislio da je.
0:07:11,0:07:11,Miška.
0:07:12,0:07:15,"Aha, Miška, odkud ti taj dadež neobičan?"
0:07:16,0:07:18,To vi ekonomisti sve pomiješate.
0:07:18,0:07:20,"Dobro, reci, morate zezat malo."
0:07:22,0:07:25,Ja sam njega pitao šta on misli o radu na sebi.
0:07:28,0:07:32,I on je zapravo meni rekao da on smatra da je to promašen koncept.
0:07:33,0:07:38,"Jer kako ćeš raditi na nečemu, a da ni ne znaš na čemu radiš?"
0:07:39,0:07:42,Da li si ti onaj koji radi ili na kome se radi?
0:07:43,0:07:48,I on je zapravo rekao da je pametnije pitanje tko sam ja.
0:07:49,0:07:50,Pa je.
0:07:51,0:07:56,"Pa naravno, poznavati sebe početak je svih mudrosti."
0:07:56,0:07:57,Apsolutno.
0:07:58,0:08:04,"Tek kad znaš tko si, ti možeš početi na sebi kvalitetno raditi."
0:08:05,0:08:22,"Ti je recimo kreniš na psihoanalizu i sad ćeš ti, ovisno koliko si u nedosluhu sa samim sobom, pa ćeš ti nakon pustih mjeseci, možda i godina, u jednom trenutku shvatiti tko si."
0:08:24,0:08:27,I onda je pitanje šta ćeš sa tim saznanjem?
0:08:28,0:08:39,Hoćeš li ga iskoristiti na način da pokušaš postati bolja osoba ili ćeš naprosto nastaviti živjeti takav kakav si?
0:08:43,0:08:51,"Ako sam te dobro razumio, tvoj odgovor na prvo pitanje je bio da si ti osoba koja želi raditi film."
0:08:53,0:08:54,"Da, dobar film, pazi."
0:08:54,0:08:55,Dobar film.
0:08:57,0:08:59,Da malo zagrebem dublje.
0:09:02,0:09:04,Koju poruku želiš poslati s tim filmom?
0:09:04,0:09:16,"Znači, ne govorim sad o filmu Sedmo nebo, nego govorim o filmu, tojest govorim o poruci koju želiš prenijeti generalno."
0:09:16,0:09:24,"Da li postoji jedna poruka koju, ili jedna informacija koju želiš kao umjetnik prenijeti ljudima koji prate i konzumiraju tvoj sadržaj?"
0:09:26,0:09:36,"To je jako zanimljivo pitanje zato što moj odgovor na prvu bi bio ne, naravno, zato što sa svakim filmom."
0:09:37,0:09:45,"Ok, nešto poručuješ, ali baš da cijelo vrijeme poručuješ istu stvar bi bilo malo, kako bih rekla, repetitivno."
0:09:47,0:09:58,"Ali, opet, s druge strane, postoji onaj moment u kojem se ja sve više uvjeravam, a to je kad kažu da u principu čovjek cijelo vrijeme snima jedan te isti film."
0:09:59,0:10:00,Često to kažu za režisere.
0:10:01,0:10:14,"I kad sam počela pisati scenarij za svoj drugi film, i onda u jednom trenutku sam se pobojala da se opet bavim istimtim stvarima."
0:10:14,0:10:17,I onda mi je neko rekao: Pa ne me s tim opterećivati.
0:10:17,0:10:23,"Pa svi mi, kolega režiser, mi je to rekao, pa svi mi cijelo vrijeme, cijeli život snimamo jedan i isti film."
0:10:24,0:10:32,"S te strane, bi moralo biti moguće pronaći tu neki zajednički nazivnik, a to je vjerojatno ono što mene najviše muči."
0:10:33,0:10:48,"Mislim da je to zapravo izvučeno iz, ima jedan citat od Kazanove koji kaže da je ljubav majka svih tema."
0:10:49,0:10:54,"To je tema o kojoj najviše mislimo, iako se to nikad ne bismo usudili priznati."
0:10:55,0:10:57,Jer kao možda je banalno.
0:11:00,0:11:11,"Mislim da sam ja podvijećnik opterećenjem činjenice da većina nas, ljudi su socijalna bića."
0:11:11,0:11:14,Osnovna psihološka potreba čovjeka je voljeti i biti voljen.
0:11:14,0:11:26,"Međutim, čini mi se da većina nas, i to preko 90%, ako pitamo Vilija Nelstona, 99% nas ne nađe svoj svoju savršenu polovicu."
0:11:26,0:11:31,"I kako pjeva Willy Nelson, i zbog toga se Džubov si dalje vrti."
0:11:32,0:11:34,To je nešto što me ne prestaje intrigirati.
0:11:36,0:11:46,"Ono što mi je zanimljivo je zapravo zašto, kako je to moguće, zašto je to tako teško?"
0:11:46,0:12:01,"Zašto smo mi, muškarci i žene, toliko različiti kao da smo bića s drugih planeta, zašto nam je tako teško ostvariti savršenu simbiozu u kojoj će obje."
0:12:01,0:12:38,"strane biti zadovoljne, nego se mnogi od nas gube, ponovo pronalaze, muče zapravo na tom igralištu, ako ćemo tako nazvati, na igralištu gdje nema pravila, to je to ljubavno igralište gdje se mi privlačimo, upoznajemo, započinjemo od veze, brakove, pa to puca, pa smo frustrirani, suočavamo se s neuspjehom, pokušavamo opet, ali već smo u nekim godinama i tek tad je to postalo neopisivo, komplicirano jer znamo točno što hoćemo., ali to kao da više ne postoji."
0:12:41,0:12:45,Zapravo mi se čini da se ja sa svakim filmom vratim tome.
0:12:52,0:12:59,"Znači, ako hoćeš reći zapravo da i tvoja, kako bi se provela engleska riječ, underlying."
0:13:00,0:13:04,"Programozno, što bi bilo lako."
0:13:04,0:13:14,Da je tvoja pozadinska priča svih tvojih dijela i informacije koje želiš iskomunicirati ili zapravo emocija ljubav.
0:13:18,0:13:18,To si upravo rekla.
0:13:19,0:13:20,Zapravo ljubav.
0:13:24,0:13:36,Da li ljubav u kojoj je bitan objekat ili ljubav kao koncept općenito koji ne mora biti vezan uz ništa?
0:13:37,0:13:38,Kako misliš objekt?
0:13:40,0:13:48,"Pa ti si više spominjala ljubav u kontekstu recimo odnosa između muškaraca i žene, to je ono što si napomenula."
0:13:50,0:13:59,"Ljubav može se vidjeti kroz odnos između roditelja i djeteta, između prijatelja na razne načine."
0:14:03,0:14:12,"Ali spomenula si isto nešto što mi je dosta zanimljivo, spomenula si i tu ljubav prema samome sebi i tu potrebu za ljubavlju."
0:14:12,0:14:14,Rekla si potrebu dati i primiti ljubav.
0:14:16,0:14:19,"Ljubav prema samom sebi nisam spomenula, to je nešto drugo."
0:14:20,0:14:21,Rekla si dati i primiti ljubav.
0:14:22,0:14:24,"Tako je, osnovna psihološka potreba je to."
0:14:24,0:14:25,"Da, da."
0:14:25,0:14:30,"A ljubav prema samom sebi je naravno isto strašno važna jer ti ovaj, oprosti što te prekidam."
0:14:30,0:14:32,"Ne, ne, ne, rekao sam što sam htio."
0:14:34,0:14:39,U principu čovjek koji ne voli sebe ne može voliti ni druge.
0:14:39,0:14:44,"A ti da bi sebe volio, moraš se prihvatiti."
0:14:45,0:14:48,"Da bi se prihvatio, moraš se poznavati."
0:14:49,0:15:01,"I tu zapravo dolazimo do filma kao medija, nije jedini, meni svakako najdraži, koji ti u tome može pomoći."
0:15:02,0:15:14,Bila sam nedavno u Haagu na nekom filmskom festivalu i gledala sam film Lost Country od vlade Perišića koji je bio ove godine u Kanu.
0:15:15,0:15:17,I bilo mi je fascinantno.
0:15:18,0:15:22,Taj film se događa 90.
0:15:22,0:15:23,u Beogradu.
0:15:24,0:15:32,"Dakle, kad sam ja bila u svojim ranim 20."
0:15:32,0:15:33,možda malo mlađa.
0:15:35,0:15:37,I gledajući taj film sjetila sam.
0:15:37,0:15:54,"se sebe u tom vrijeme nečega što sam radila na određeni način, jednog mog dijela ponašanja koje je bilo neobično i gledajući taj film, kroz taj film, ja sam shvatila zašto sam se tako ponašala."
0:15:55,0:16:05,"Ja o tome nisam od onda nikad razmišljala, ali to mi je bilo beskrajno zanimljivo kako je meni taj film otkrio nešto o meni."
0:16:06,0:16:18,"Jer ti kad skužiš nešto o sebi, dakle zašto si nešto radio na određeni način, zašto si se ponašao na određeni način, to je prvenstveno olakšavajuće osjećaj."
0:16:18,0:16:42,"Zato što čim, kako bi rekla, kad sebe u nekom kontekstu shvatiš, a dotaciji nisi bio jasan, puno ćeš lakše sam sebe prihvatiti, puno ćeš lakše živjeti u svojoj koži i puno lakše biti, postati sretan čovjek."
0:16:47,0:16:49,Jako da sjedim preko puta političkiara.
0:16:50,0:16:52,"Čekaj, ti mene zezaš."
0:16:52,0:16:53,Zašto političara?
0:16:55,0:16:56,"Čekaj, zezaš se."
0:16:59,0:17:00,"To je kritika, to nije kompliment."
0:17:02,0:17:02,Misliš?
0:17:04,0:17:05,Da li je to kritički problem?
0:17:05,0:17:07,Ja sam prije bila žela kritiku.
0:17:08,0:17:20,"Pa imamo osjećaj da imaš sposobnost, htio sam reći riječ brutalno, ali iskoristit ću riječ."
0:17:21,0:17:24,Imaš brutalnu sposobnost dotaknuti osobu.
0:17:24,0:17:32,"Osobu koja ovo prati, ali da se bojiš otići samo stepenicu niže."
0:17:33,0:17:33,Niže.
0:17:34,0:17:34,Dublje.
0:17:35,0:17:35,Dublje.
0:17:36,0:17:36,Da.
0:17:36,0:17:38,"Pa, ok, govorim općenito da li."
0:17:38,0:17:49,"Mislim sad da ja s tobom podijelim to iskustvo iz moje mladosti kada sam se ja u određenoj situaciji ponašala na određeni način, mislim da nema potrebe jer nije toliko zanimljivo."
0:17:50,0:17:53,Možeš više pitati konkretnije da dobiješ konkretnu informaciju.
0:17:57,0:18:10,"Kad usporediš, recimo, holivud.sku produkciju sa produkcijom u Hrvatskoj i da zanemariš činjenicu recimo da je tamo da su budžeti puno veći."
0:18:11,0:18:12,Ajmo ovako reći.
0:18:14,0:18:19,Dobije Jasna Nanut i Woody Allen.
0:18:20,0:18:22,Dobiju oboj milijun dolara za film.
0:18:26,0:18:27,I koriste iste glumce.
0:18:28,0:18:28,Ne.
0:18:29,0:18:31,"A, ne mogu ovako postaviti."
0:18:33,0:18:42,"Ono što sam ti htio reći, ajmo zapravo uzeti u obzir da su budžeti jednaki, ti koristiš talente koji su ti dostupni, ovdje on koristi talente koji su dostupni tamo."
0:18:43,0:18:44,Budžet je jednak.
0:18:45,0:18:56,Da li misliš da će u velikom broju ponavljanja proizvod biti kvalitetniji u Americi nego u Hrvatskoj u smislu filma?
0:18:57,0:18:59,Kako misliš u velikom broju ponavljanja?
0:19:00,0:19:06,Znači da deset puta pokušavate raditi film različiti sa istim budžetima svaki put.
0:19:08,0:19:17,"Čak evo ne moramo koristiti niti ali istu celebritu ili glumaca tamo u Amer u Americi, a ti možeš koristiti koga hoćeš s naših prostora."
0:19:18,0:19:23,"Da, Ludi, ali ne snimio koliko filmova, ja ne znam, ali pretpostavljam nekih 50."
0:19:24,0:19:28,"Dakle, to iskustvo je teško, ja bih čak rekla, a ja jedan."
0:19:30,0:19:32,Mislim da je to iskustvo nemoguće nadmašiti.
0:19:32,0:19:34,Ajde da ti zapravo preciziram pitanje.
0:19:34,0:19:48,"Da imate jednake budžete i da ti imaš jednaki budžet, radići sa talentom iz Amerike ili talentom iz Hrvatske, da li bi proizvod bio jednak?"
0:19:49,0:19:51,"A ne moraš koristiti amater, ali su celebrity."
0:19:52,0:19:55,Ti mene zapravo pitaš da li su američki gumci bolji od hrvatskih?
0:19:57,0:19:58,Je li to pitanje?
0:19:59,0:19:59,Ne.
0:20:00,0:20:00,Nego?
0:20:01,0:20:03,"Možeš uzeti, ajmo uzeti amateri."
0:20:04,0:20:07,Amateri u Hrvatskoj i amateri u Americi.
0:20:11,0:20:15,"Kakva bi bila razlika u proizvodu, recimo da radiš sa amaterima ili hrvatskim amaterima?"
0:20:16,0:20:20,"A čuo, to bi vjerojatno ovisilo o tome tko je opušteniji na kamerama."
0:20:21,0:20:23,Mislim da su to po defaultu Amerikanci.
0:20:24,0:20:24,Oni su nekako.
0:20:24,0:20:28,"Nekako, kako bi rekla, veći prijatelj s kamerom od Hrvata."
0:20:29,0:20:29,Zašto je to tako?
0:20:31,0:20:39,Pretpostavljam zato što je Hrvatima važnije tuđe mišljenje o njima samima nego što je Amerikancima.
0:20:40,0:20:44,"Ali, ili mogla dokučiti zašto je to tako?"
0:20:45,0:20:48,"Pičala sam nedavno s jednim taksistom o tome, vidiš."
0:20:48,0:20:54,"Zašto je nama, Hrvatima, toliko važno šta drugi misle o nama?"
0:20:56,0:21:09,"To ima veze, zaključili smo taksistija sa samoparouzdanjem, nismo sigurni u sebe, što opet ima veze, ja mislim, sa karakterom."
0:21:09,0:21:15,Naš karakter je nešto ono kad pogledaš one top liste najsretnijih nacija.
0:21:15,0:21:22,"I onda ćeš vidjeti da su Danci uvijek ili prvi ili u top tri, a mi Hrvati smo negdje, neam pojma, 50 i neki."
0:21:23,0:21:27,I kad ideš malo razmišljati o tome koji su razlozi zašto je to tako.
0:21:27,0:21:43,"Jedan od glavnih razloga je danas je zadovoljan, odnosno zahvalan za ono što ima., a Hrvat priželjkuje ono što nema."
0:21:44,0:21:45,Razumiješ tu razliku?
0:21:47,0:22:10,"Dakle, isto tako možemo reći da je danas zadovoljniji, Hrvat manje zadovoljan čovjek, dakle danas je sigurniji u sebe, Hrvat manje siguran zato što je nezadovoljan i ono još malo doći ćemo do toga da se Hrvat opterećuje tuđim mišljenjem dok danca baš boli briga."
0:22:11,0:22:13,A tako imamo.
0:22:13,0:22:16,imam osjećaj i Amerikanca.
0:22:18,0:22:52,"I da li misliš da zapravo radi tog manjeg samopouzdanja, generalno kada govorimo o prosječnom recimo Hrvatu, da radi toga ne možemo biti u potpunosti autentični, iskreni jer sad kad bi preko puta mene recimo sjedio Amerikanac ili Amerikanka, čak ono da pokupim osobu s ulice, imam osjećaj da bi bila ta osoba puno opuštenija i prirodnija nego da pokupimo osobu prosječnu iz Hrvatske?"
0:22:55,0:22:56,"Da, sigurno."
0:22:56,0:22:56,Gledam jednu stvar.
0:22:57,0:22:59,"Sad ću se opet vratiti, bila sam nedavno u Haagu."
0:22:59,0:23:06,"I ono što mi je bilo zanimljivo, razgovarala sam nakon projekcije filma sa publikom."
0:23:07,0:23:08,Važan im je prostor gdje žive.
0:23:09,0:23:13,"Njihovi stanovi, kuće, vrtovi su jako sređeni."
0:23:14,0:23:16,To je ono gdje oni stavljaju prioritet.
0:23:17,0:23:25,"I onda ako to opet usporedimo sa Hrvatskom, možemo reći da kod nas se žene vole sređivati, jel tako?"
0:23:28,0:23:32,"U kakvim stanovima, kakvim kućama, kakvim vrtovima živimo?"
0:23:32,0:23:40,"Kod nas nije rijetka pojava da ljudi žive u kući koju nikad nisu zapravo dovršili, nikad ju nisu ožbukali."
0:23:40,0:24:03,"Nama kao da nije važno da su kuće u istoj ulici, u istom stilu ili ne znam na otoku koji u Grčkoj, Santorini, tamo su, nisam bila, ali pamtim od nekog da su tamo sve kuće u istom stilu, sve su bijele, jel tako i onda to lijepo izgleda skladno."
0:24:03,0:24:13,"A kod nas ljudi tome ne pridaju važnost do te mjere kao što pridaju, kako bismo to rekli, osobnoj prezentaciji."
0:24:14,0:24:20,"Znači, mislim da je to nadoknađivanje nečeg što mislimo da nam fali, zar ne?"
0:24:22,0:24:23,"izvana gladac, iznutra jadac."
0:24:24,0:24:25,Eto ti ga na.
0:24:25,0:24:25,Da.
0:24:26,0:24:28,"Ali vidi, na što mi je zanimljivo?"
0:24:28,0:24:34,"Mislim da smo ušli u jednu meni interesantnu tematiku, nadam se da je i tako u gledateljima isto."
0:24:36,0:24:50,Ovo o čemu sad pričamo je meni od velike važnosti zbog proizvoda koje ja radim kao što je proizvod potkesta i često se pitam zašto je to tako.
0:24:50,0:25:00,"Recimo kad bi se usporedili sa našim susjedima koji su nam vrlo blizu, sa Srbima i Busancima, rekao bi da su oni puno opušteniji i puno prirodniji nego što smo mi."
0:25:01,0:25:03,I ne mogu dokučiti zašto.
0:25:03,0:25:06,"Zapravo, dosta su nam životi, povijest nam je bila isprepletena."
0:25:07,0:25:11,"Imam osjećaj da mi imamo jedan onako lijepi štap u guzici, a da oni nemaju."
0:25:12,0:25:13,"Pa dobro, ja mislim da."
0:25:14,0:25:18,"taj štap vuče svoje porijeklo još od Austro-Ugarske, zar ne?"
0:25:19,0:25:21,"Mi sebe, Hrvati, jako ozbiljno shvaćamo."
0:25:21,0:25:22,Ja ne znam zašto.
0:25:22,0:25:24,"U biti, znam zašto."
0:25:25,0:25:33,"Kada se čovjek shvaća preozbiljno, onda kad je svjestan da je, kako bih rekla, da."
0:25:37,0:25:39,Čega je to nadoknađivanje?
0:25:40,0:25:43,Kad sebe shvaćaš preozbiljno.
0:25:43,0:25:48,"Dakle, ti želiš da te drugi doživljavaju kao veličinu umjesto da se opustiš i da pustiš druge."
0:25:49,0:25:49,da sami stvorimo nešto.
0:25:50,0:26:06,"Ako imaš zapravo problem perfekcionizma, želješ sebe prikazati u boljem svjetlu nego što zapravo je, umjesto da prihvatiš da isto kao i drugi imaš hrp u mana i hrp u nesavršenosti i da su zapravo te mane, fora i da te čine tobom."
0:26:06,0:26:08,"Imáš problem s ego, mnada bi rekla."
0:26:08,0:26:09,Misliš da je ego?
0:26:09,0:26:10,Mislim da da.
0:26:11,0:26:13,A kako bi definirala ego?
0:26:15,0:26:16,Koja je funkcija ega?
0:26:16,0:26:17,Koja je funkcija ega?
0:26:18,0:26:20,"Sad ti mene pitaš, koga da smo na testu?"
0:26:23,0:26:25,"Ego je, čekaj, proba ćuč ću se izvući."
0:26:25,0:26:26,Što si rekao?
0:26:26,0:26:28,Bolit će te glava do kraja misije.
0:26:31,0:26:38,"Ego je, je li to moja osobna vrijednost, onako kako ja vidim?"
0:26:39,0:26:40,"Je, je."
0:26:40,0:26:45,Ja bih ti rekao da je funkcija ega zaštititi pravog ja od okoline.
0:26:46,0:26:46,Je li je?
0:26:47,0:26:57,I osoba koja ima izražen ego ima jako veliki štit i zapravo je onako krhki ja se nalazi iza tog snažnog ega.
0:26:58,0:26:59,Hoćeš reći egoist?
0:27:00,0:27:02,Nije li da egoist misli samo na sebe?
0:27:03,0:27:09,"Malo su pobrkani lonići, može se iz više kutova razmisliti o toj riječi."
0:27:10,0:27:10,Da.
0:27:12,0:27:14,Ja ga gledam na taj način.
0:27:14,0:27:18,Ali ajde da malo napravimo jedan onakav zaokret u toj temi.
0:27:19,0:27:23,"To mi je jako bitno, to opuštenost ljudi ovdje, zato što želim da."
0:27:24,0:27:25,Možemo dobiti vodicu samo.
0:27:26,0:27:28,"Ali čekaj, mogu ja nešto reći na tu temu?"
0:27:28,0:27:29,Ajde recimo.
0:27:30,0:27:31,To ide od tebe.
0:27:32,0:27:33,U ovom slučaju.
0:27:34,0:27:34,"Ne, ne, ne."
0:27:35,0:27:37,"Ovo sigurno, ovo je tvoje, ja sam sad došla."
0:27:37,0:27:38,na tvoj teren.
0:27:39,0:27:42,Ti odaješ dojam jako ozbiljne osobe.
0:27:43,0:27:48,"Ti govoriš pravilno, ti naglašavaš riječi pravilno kao na dnevniku."
0:27:49,0:27:53,"Znači, ti na neki način namečeš ozbiljnu atmosferu."
0:27:54,0:27:54,OK.
0:27:55,0:28:03,"Dakle, ja sam do sada podkaste doživljavala ono malo što bih vidjela kao zaibanciju."
0:28:03,0:28:22,"Puno tu ima smijeha, a ti jasno znači odmah ušli u pitanja od životne važnosti, jako ozbiljna pitanja., ti pritom imaš tu ozbiljnu dikciju, cijela ova atmosfera je jako ozbiljna, jako profesionalna i čovjek se ono malo kako bi rekla."
0:28:23,0:28:34,"Malo se osjećam kao u, još si mi rekao da ovaj zvuči kao političar, dakle mislim malo se osjećam kao u političkoj emisiji, a političke emisije su same po sebi jako ozbiljne."
0:28:35,0:28:37,"Dakle, da."
0:28:38,0:28:39,A je li ti dosadno?
0:28:40,0:28:42,"Nije mi dosadno, zanimljivo mi je."
0:28:42,0:28:42,OK.
0:28:46,0:28:52,Ja sam ti shvatio da je informacija jako bitna stvar.
0:28:53,0:28:57,"Ono sve nekako kreće kroz verbalizaciju naše misli, ali tako."
0:28:58,0:29:14,"I kad razmišljam kroz kontekst medija u kojima si ti zapravo čitao svoju karijeru nekako, mediji imaju zadatak, ili mediji kao što je film ili glazba ili knjiga ili što god, imaju zadatak prenijeti tu neku informaciju u um."
0:29:16,0:29:22,"Ajde da se fokusiram na film koji je tebi, medijem kojeg najviše voliš, cijeniš."
0:29:25,0:29:28,Šta bi rekla koja je uloga filma u društvu?
0:29:29,0:29:31,Zašto ti radiš taj film recimo Sedmo nebo?
