Start (HH:MM:SS),End (HH:MM:SS),Segment
0:01:41,0:01:56,"Onda smo od domene, sad imamo domenu u EU, imamo još nekoliko tih drugih domena, ali bio je najbitan naziv i logo u sadašnjem obliku, crveno-bijeli sa krilima lijevo, krilima desno i onda smo išli globalno, od početka smo htjeli da bude globalna priča."
0:01:56,0:02:06,"Znači EU, onda lokalne zemlje, jugoistočne Europe, Balkanske, onda ne znam Turska, Ukrajina, Rusija, neke zemlje Južne Amerike."
0:02:06,0:02:08,Pa odakle ta ambicija?
0:02:09,0:02:11,Pa znači uistinu.
0:02:11,0:02:12,Što si rekao da si radio prije Erkeša?
0:02:13,0:02:14,Znači dosta toga.
0:02:14,0:02:48,"Ja sam znači, prvi posao mi je bio u banci, ja sam završio fer, ali sam išao na feru na jedan simpatičan postiplomski studij koji je bio prilagođen samo za inženjere tehničkih fakulteta, znači ferovaca, strojarstva i sličnih, gdje smo ušli u te teme, ajmo reći biznisa, menadžmenta, ekonomije, imali smo jako dobre profesore sa ekonomskog fakulteta koji su nam predavali mikroekonomiju, makroekonomiju, financijska tržišta, financije poduzeća, marketing, upravljanje ljudskim resursima i slično i onda se meni to svidjelo."
0:02:48,0:02:58,"I na neki način kod nas na feru je bilo puno matematike i matematika je zapravo nešto što je životno, matematika je životna i logična stvar."
0:02:58,0:03:03,"I onda kad sam, na neki način su mi se te financijecije svidjele i te poslovne teme."
0:03:03,0:03:16,"I onda kad sam malo o tome razmišljao, gledao kako primijeniti nešto što sam tada radio na fakultetu, ja sam išao na automatiku, bilo je puno modeliranja, puno matematičkih modela."
0:03:16,0:03:27,"Znači mi smo neke životne procese, životne, ajmo reći stvari, strojeve smo uvijek modelirali kroz matematičke modele."
0:03:27,0:03:34,"Imamo matematički model, imamo ulazna stanja i izlazna, da sad ne opterećujem puno, tako se može i financijski sustav isto modelirati."
0:03:35,0:03:44,"I onda na neki način ukazala se prilika u riznici jedne banke, otvorila se pozicija, radno mjesto."
0:03:45,0:03:46,Ja sam to dobio sam taj posao.
0:03:48,0:03:50,"Možda je prošlo, ajde, nepuni godinu dana."
0:03:51,0:03:56,"Već sam tada otvorio jednu firmu za software koji dan danas živi, imao sam neke ambicije da radimo software."
0:03:56,0:04:55,"Pričamo o dvije tisuće odnosno pričamo o dvije tisuće jedan godine kad nije bilo mobilnog softvera nije bilo klauda već je tek izvršena ona prva dot com mera ali uvijek je to bilo to za to sam bio to me zanimalo bio sam u tom području da li je to vas i matematike i tehnologije zanimalo pa je to je povezano, ja sam dobio prvi PC ne znam devedesette godine ili devette godine, svi su imali spektrum Atari, a ja rekao sam svom tati, evo mi bi bio i komputer, ja mislio dobit ću novi komodore ili Atari, igračem igre, sad došao mi je PC i PC je u to vrijeme bio ono, pa ne, nije bio onda dva osam šestica je bila ili osamdeset osam osamdeset šest ili dva osam šestica mislim onda drugi je bio tri osam šestica estix to su bili ono ali to su bili strojevi na kojima nije bilo igrica iako je bilo bile su neke dosta, ne bio je Tedrici Space Invaders, a onda tek poslije su bile neke zbiljne igrice ali nije bilo joystika, to je ovo šta pričam zvuči egzotično, ali ne znam, koji su dva generacija i stari će shvatiti o čemu pričam."
0:04:56,0:05:12,"Znači tehnologija me interesirala, tehnologija je bio prozor u svijet, tehnologija je bila nešto što si imao osjećaj da si opt-out deck sa svima drugima na svijetu, sa Amerikom, da li je bilo, šta je bilo, gledali smo Ameriku, nije bilo interneta, gledali smo američke filmove koji su bili američki."
0:05:13,0:05:15,"Često spominješ Ameriku, sad volio bi povezati ovo."
0:05:15,0:05:16,"Ono što ja malo pretjerujem, da."
0:05:16,0:05:18,"Ne, ne, nisam pretjerujem, nema veze."
0:05:19,0:05:26,"Volio bi ovo svoje pitanje o tvojoj ambiciji povezati, rekla si došao je taj prvi posao, ali malo bi se htio vratiti na tu ambiciju i na Ameriku."
0:05:27,0:06:09,"Rekao si da si devedeset četiri godine bio u americi sad si par puta ju spomenuo da li si tu vukao možda nekakvu inspiraciju za ovo što radiš danas sve to ja bih rekao da to sve mozaik sve ima nekog svog smisla ne znam mene zanimalo kad sam bio mali čitao sam kupovao vam je mama one knjige o putovanjima mageljan vasko de gama kolumbo i onda sam jednostavno imao sam imam dobar i onda sam imao dobro osjećaj za geografiju dio šta na svijetu nije se činilo to toliko daleko i veliko pa onda sam si mislio evo to prije deset godina pa koji jedan vidio sam Mageljanov brod, pardon, Kolumbov brod s kojim je išao ova tri broda s kojim je otkrio Ameriku, pa da vidite kako to izgleda."
0:06:10,0:06:44,"To je mali drveni brod od petnaest metara, njih je bilo pedeset na svakom brodu, njih sto pedeset je došlo na taj mali drveni brod na jedra bez ikakve tehnologije imali su samo nebo onaj sextant i to je to i nisu znali gdje idu ako su oni mogli doći do američke ako je vas tko odegao mogu doći do indije mageljano plovi svijet na barkama na brodovima od petnaest metara bez ičega bez ičega gledate kakvi su oni, evo Atlantik, mi mislimo da imamo nevere i valove na Adrianu, imamo opasne, ali Atlantiku je to malo veće."
0:06:44,0:06:59,"Pa onda sam si mislio, pa što ako mi radimo software, ako radimo tehnologiju, pa naravno da je intencija, ako nešto napravimo ovdje, pa je intencija to prodati dalje, više, šire, pa to je logično, to se od tebe na neki način nepisano očekuje."
0:06:59,0:07:22,"I sad ja malo skačem na teme s tebe, uglavnom bio sam u banci i u banci je bilo meni jako dobro, nas nije bilo puno i onda sam ušao baš kor financija, išao na superedukaciju u Sloveniju, u Austriju, Hrvatsku i to smo radili tada neke moderne stvari, neke derivate, one kamatne, swapove kamatnih stopa, zaštitu pozicija."
0:07:23,0:07:27,"To je bilo vrijeme kad je tamanji počeo euro, novim glavnim euro tržištima."
0:07:28,0:07:59,"Znači tada jedanjedandvije tisuće dva godine je uveden euro znači nije više bilo marke šilinka pz lire bio euro i onda je bilo interesantno onda smo morali kao banka pokrivati pozicije tada sam prvi put saznao što je euribor što je libor kako izgleda taj posuđivanje po varijabilnom kamatnom stopu dvadeset pet dvadeset pet godina to je bilo HBOR-a, ali to je bilo ono što je, kako zaštititi poziciju banke ako posuđujete po varijabilnoj kamatnoj stopi, a plasirate po fiksnoj."
0:07:59,0:08:02,"Kako zaštititi ako posuđujete u EUR-u, plasirate u kuni."
0:08:02,0:08:14,"Znači bilo je tu puno stvari koje su i danas aktualne, znači taj hedging, upravljanje rizicima, ne pričamo o kreditima uopće, pričamo o tržišnim rizicima, znači rizik promjene kamatnih stopa, rizik promjene tečajeva."
0:08:14,0:08:22,"I tu se onda isto dao modelirati financijski sustav kroz neku matematiku, jer financije su čista matematika, ali čista matematika."
0:08:23,0:08:31,"Imate u Londonu onom muzeju, Museum of French History kaže it's all about the math including money, to sve rečeno uvijek je matematika iza toga."
0:08:31,0:08:51,"Ali dobro da ne bi postao preveliki promotor matematike i Amerike i onda je to bilo interesantno u banci, znači svidjelo mi se to, znači bavio sam se tehnologijom odnosno nekom, nekim, nekom korištenjem nekih ajmo reći ipak neke znanosti iza tehnologije i modernih financija."
0:08:52,0:08:58,"Ali uglavnom onda mi je već jednostavno sustav postao prevelik, proceduraliziran, možda i birokratiziran."
0:08:59,0:09:10,"I šta, dakle bio sam mlad, imao sam rekao, ok, idemo dalje, aktualizirao sam firmu o softveru, bilo nas je dvoje, troje, radili smo neke aplikacije, pričamo o 2006."
0:09:10,0:09:11,i 2007.
0:09:11,0:09:16,"godine, još nema iPhonea, uzeli smo neke aplikacije, bio je prvi poduzetnički posao."
0:09:16,0:09:22,"A to je bio prvi i onda sam otišao u nekretnine zajedno sa jednim svojim prijateljem u nekretnine, čak smo nešto od 2008."
0:09:22,0:09:22,godine.
0:09:22,0:09:25,Ali šta te motiviralo da izađeš?
0:09:26,0:09:28,Bilo je okruženje bilo presporo za tebe?
0:09:28,0:09:41,"Pa bilo da, bilo je mora biti, šta mislimo si, kada ako ne sada, htio sam, a nije sad, ajde sad ispada sam bio nemirnog amaturičkog duha, ne nego jednostavno vidio sam priliku."
0:09:41,0:09:54,"Ja sam mislio da će, sad mi se zvuči da je to bio možda, da je to bio ok, da je to bio neki dinamički motivacijski, ajmo reći zamašnjak u meni."
0:09:54,0:10:03,"Ne, nego jednostavno imao sam dva, tri potencijalna poslovna partnera koji su trebali neka naša aplikativna socijalna rješenja što je bila i činjenica."
0:10:04,0:10:09,"Međutim, nisam razmišljao dugoročnosti, napravite projekt, naplatite projekt i gotovo morate ići dalje."
0:10:10,0:10:11,Ali koji je bio motiv?
0:10:12,0:10:16,"Da li je bio motiv, znatiželja do sada, novac, izazov?"
0:10:16,0:10:30,"Pa gledajte, uvijek ima, ja ne bih rekao da je motiv isključivo jednoznačan, on je ponovo, on ima više elemenata, upravo si nabrojio sva tri elementa, svih nekoliko elemenata."
0:10:31,0:10:36,"Pa bilo, ok, ovdje je postalo preveliko, birokratizirano, ponavljajuće."
0:10:37,0:10:44,"Znači, jednostavno nije bio stvar novca, a sam imao i korektna primanja u to vrijeme za moju životnu dobi, za moj status."
0:10:45,0:11:01,"Ali, jednostavno, osjećao sam da više ne napredujem na način kako sam napredovao zadnje tri godine te jednostavno možda sam naučio u tom segmentu, nisam naučio sve ni blizu ali u tom segmentu na toj poziciji za to radno mjesto ja sam u principu naučio neke dovoljne stvari."
0:11:01,0:11:06,"Ne možete vi napredovati brzo koliko vi želite, svaka organizacija ima svoju dinamiku."
0:11:06,0:11:35,"Evo sad ću se povući na dvije tisuće dvadeset pet godinu jer keš mi apsolutno promišljamo sada to je firma od dvjesto ljudi znamo da se ljudi žele razvijati ne može ne mogu svi napredovati na način kako imaju ambiciju i kako aktiviraju znanja, ali upravo na taj način pokušavamo u okviru njihovih radnih mjesta napraviti izazov, da jednostavno to radno mjesto uče, da stvaraju nešto novo, radimo, otvaramo nova tržišta."
0:11:36,0:11:52,"Zato kad kažu, oka zašto stalno agresivno se širite, zašto nešto novo, pa zbog toga jer to je naš DNA, hoćemo da svaki naš kolega, kolegica, djelatnik, kako god hoćete, uvijek ima izazova, svako tržište ima svoje zakonitosti."
0:11:53,0:12:18,"Uglavnom, ja to nisam, ja sam to, to je bio dominantan, ja bi rekao da to može biti dominantan da se vratim dvadeset i nešto godina unatrag, da je to bio dominantan možda motiv, nisam se više razvijao, nije više bilo zanimljivo, ne vidim se više dugoročno ovdje, ne vidim da ću napredovati, postaću ako ostane dvije godine, svidjet će mi se, jednostavno ću svu neku motivaciju, ambiciju vjerojatno morat cijelo prilika maknuti iz mene."
0:12:20,0:12:23,Da li bi rekao za sebe da si izrazito pragmatičan?
0:12:24,0:12:36,"Pa ne bi rekao uz ujedno osobinu da sam izrazito, ali pragmatičnost i otvorenost, transparentnost su apsolutno osobine koje cijenim, koje pokušavam primjenjivati i koje apsolutno očekujem od svojih suradnika."
0:12:36,0:12:38,"Znači, ok, što ćemo?"
0:12:38,0:13:02,"Evo imamo, imali smo danas situaciju, ok, što ćemo, kako ćemo, imamo dva, tri velika projekta, nije realno da ih izvedemo sve u vrijeme na način kako smo mislili, pragmatično reži, pa je, ali imamo ugovor, sorry, postpon, odgodi, pa i ovoj rekli smo to, nema veze, napravit ćemo to za pola godine, ide novi web, kad mora ići u treći tjedan, ne mora ići u treći mjesecu."
0:13:02,0:13:03,Zašto?
0:13:03,0:13:13,"Zato, imali smo, dovoljno smo živjeli starim webom pet, deset godina, živjet ćemo još tri mjeseca, to su teške, mislim teške, to nisu teške odluke, ali odluke treba donositi?"
0:13:13,0:13:31,"Ako ti je u tom trenutku recimo znači nije bilo više izazova, postalo ti je dosadno, osjećao si se kao da si začahuren tamo gdje si se nalazio, ako su to bili motivi tada, koji su motivi danas?"
0:13:32,0:13:34,To je bio možda dominantan motiv za odluku o promjeni.
0:13:34,0:13:38,"Znači imao sam tad malu, malu djecu."
0:13:39,0:13:58,"Jedno malu djecu je ok, na neki način nije još što bilo, taj motiv je bio poticaj, ali bio poticaj isto tako ovo maloprije što smo rekli, imali smo, imao sam neku perspektivu ne predugaču, godinu dana u toj kompaniji za software i nisam razmišljao što će biti za dvije, tri godine."
0:13:58,0:14:30,"Kad imaš dvadeset šest sedam godina ne razmišljaš baš dvadeset godina unaprijed meni se činilo ok bit će ok bit će ako dobro godinu dana naći ću a nešto pa je neki višak bio pa moj tadašnji prijatelj i partner i ja smo išli u neku nekretninu i ok sve se činilo to neki bilo je kredita za kupnju itede međutim nisam planirao puno toga nisam planirao planovi su jedno okolnosti da to sada kažem, evo to je sad neko možda što sad vodimo računa, jako vodimo računa o planiranju."
0:14:31,0:14:34,"Loše planiranje je loša stvar, pur planning je loša stvar."
0:14:35,0:14:43,"Dobro planiranje, dobra priprema, dobra analitika je jako bitna stvar za dobar biznis, za dobar projekt."
0:14:44,0:16:13,"Da to nisam znao, mi smo dvije tisuće osam godine krajem dvije tisuće sedam godine jedan mali nekretninski projekt izgradili smo kuću s par stanovnica bilo ništa veliko tada nije bilo baš puno portala tada mali iPhone i zašto je godine ljudi su dalje čitali novine u kafićima, u svakom kafiću je bilo jutarnje večeri sportske i ono kažu Opel zatvara tvornice, znači neviđena nekretninska kriza u Americi, Volkswagen zatvara, banke dižu kredite, propala, nije Morgan Stanley nego ne znam da broj sam koji je propala, Lehman Brothers, Lehman Brothers je propao, mi to sve ignoriramo, to se kod nas neće dogoditi, jednostavno dođe ono šest mjesec dvije tisuće osam pa devet pa jedanaest kamatne stope našeg duga krenuli su sa četiri i pol na jedanaest dvanaest posto potražnja nestane ne, bili smo prezaduženi, nije bilo puno kapitala, išli smo na maksimalnu polugu sa par posto deset petnaest dvadeset posto nekog e-kvitija i idemo se maksimalno zadužiti pa iz duga u dug i to isto nije dobro purplening jednostavno išli smo preveliki projekt za tadašnje naše kapitalne mogućnosti i nismo znali puno o tome a to je jednostavno sad će tu nešto izgraditi pa ćemo to platiti pa nije to tako tako da evo tu smo isto ja mislim da neke stvari tog opreza i planiranja koje su proizlazile iz nekoga poslovnog i životnog iskustva apsolutno primjenjujemo ovdje."
0:16:13,0:16:22,"Dobro dok je dobro, ali neće uvijek biti dobro, okolnosti se mijenjaju, ono budi spreman na promjenu okolnosti, sve scenarije daj, sve scenarije daj."
0:16:24,0:16:50,"Da li si imao možda u tom trenutku kad si pokrenuo prvu firmu, ono nekakvu sigurnost od roditelja, kao nekakvu sigurnosnu mrežu ako se nešto loše desi, jel si osjećao da si računao na to ili si ono bio u strahu, možda i u neizvjesnosti, i ako ovo ne uspije dići u šta ću, kako ću, ili si možda nisi ni oslonio na njih, nego si se oslonio samo na sebe, pa rekao pa naći ću neki posao ili ću po pokrenuti nešto drugo."
0:16:50,0:17:11,"Uvijek je bilo toga, ma je, mi smo i mi smo i svi obiteljski i dobro vezani, imao sam ja taj osjećaj, imao sam ja taj osjećaj u podsvijesti, naravno bila je tu i ponos da ja hoću nešto sam napraviti i da je ono i da moram, teško se, znači uvijek sam računao na nešto da moram ja to napraviti i to mi je bila nekakva vodilja motivacija."
0:17:11,0:17:29,"Naravno da je bilo te i podsvijesti i roditelja i brata i naravno, naravno moram izdvojiti suprugu i sad su već velika djeca, uvijek je bila ta podrška, međutim nije bilo to, bilo je izazova i danas ima izazova štak pođe po zlu ovo, ono i onda se poklopit."
0:17:29,0:18:04,"Pričamo o toj dvije tisuće osam i devet i jedanaest i trinaest i petnaest i sve prije pokreta nerkeša po pokreta nerkeša pak ima isto priča svojih prvih pet godina mi nismo znali prije pet godina što će biti znači mi smo osnovali firmu dvije tisuće petnaest godine tek smo negdje dvije tisuće osamnaest i dvije tisuće devetnaest nas učivali da je priča može biti dobra a što je bilo prije znači jednostavno to od dvije tisuće osam pa do dvije tisuće dvanaest dok smo svi izvukli iz tih nekretninskih projekata ja sam totalno zapostavio firmu za software od dvije tisuće osam godine ništa imali smo imali smo dva tri kolege inženjera, radili smo neke interesantne stvari, nije mi se dalo to više raditi."
0:18:04,0:18:10,"Nije bilo Fensi, Fensi je bilo nekretnine, biznis, to je bilo Fensi banke, ovo nije bilo Fensi."
0:18:10,0:18:38,Ja zapravo sam napravio pogrešku onda kad bi gledalo se spektar dvije tisuće dvanaest to je bila pogreška spektar dvije tisuće dvadeset pet godine možda nije bila pogreška možda je to bio nužan proces da bi se nešto napravilo teško je reći znate ono što kažu što je neuspjeh što je uspjeh nijedan to stalno ponavljam nijedan neuspjeh nije fatalan ali nije uspjeh konačan tako da sve to ovisi s kojeg vremenskog aspekta gledamo na koliko dugačak period u prošlosti.
0:18:39,0:18:46,"Evo, možemo mi reći na kraju podcasta da je nama bilo dobro tih sat, sat i pol, ali vidjet ćemo za mjesec dana što će reći ljudi."
0:18:46,0:18:55,"Znači svako, svako, sve ovisi kada, iz ko kuta se gleda na neki period i dužinu tog perioda u prošlosti."
0:18:58,0:18:59,Koliko radiš dnevno?
0:19:00,0:19:01,"Ne, ja nemam toga."
0:19:01,0:19:09,"Znači ja stalno ili ako izuzmemo sastanke kojih nema previše, stalno to je moj na neki način dio identiteta."
0:19:10,0:19:13,"Ja smatram da je to posao, smatram da je obveza."
0:19:13,0:19:19,"Naravno neke stvari mi se i ne rade, ali ih moram raditi i razumijem da ih moram raditi."
0:19:19,0:19:28,"Neke stvari znam da moram, neke stvari radim, a možda ih ne bi morao raditi i onda me frustriraju, pa mi se ne rade pa sam nervozan."
0:19:28,0:19:33,"Ali recimo evo ovo je podcast, ovo je jedna lijepa, došli smo ovdje lijepo pričamo, da li je ovo posao?"
0:19:34,0:19:35,"Pa i je i nije, ne znam."
0:19:36,0:19:45,"Da, imat ću za vikend idemo u Veronu, imamo sastanke, mi smo tamo, ne znam da li smijem pričati, mi smo glavni sponzor nogometnog kluba, imamo neke sastanke, da li je to posao?"
0:19:45,0:19:55,"Je i posao, ali je i nešto interesantno, radimo neke, imamo nekakve stvari oko daljnjeg rada na talijanskom tržištu."
0:19:55,0:20:06,"Tako da u principu vrlo mi je zanimljivo to što radim, tako da sedamdeset posto stvari ne smatram da je posao a zapravo bazično je posao i jesi li ikad htio biti bogat?"
0:20:09,0:20:27,"Da li ti je to bila ideja znam dosta poduzetnika znam poduzetnike koji su izuzetno bogati među najbogatijim ljudima na cijelom balkanu i kad sam s njima pričao o ovim stvarima pa, pa kaže, samo sam htio zaraditi milijun maraka."
0:20:27,0:20:31,"Znaš, samo da sam milijun maraka, onda je brzo zaradio tih milijun maraka, pa ga je malo, malo povrlo."
0:20:32,0:20:33,"Imao je uvijek ime, znači to nikad nije dominiralo."
0:20:34,0:20:36,"Naravno da ga ima, naravno da ga ima."
0:20:36,0:20:43,"Poslovi u kojoj životnoj dobi, kad imaš 26-27, dobar auto je već ono vrhovno."
0:20:44,0:20:46,"Ne gledate dalje od dobrog auta, 25."
0:20:47,0:20:50,"30-30 nešto, kad imaš obitelj, je ono dobar stan."
0:20:51,0:20:53,"Onda kasnije, pa još malo bolji stan, pa malo bolji auto."
0:20:54,0:20:58,Nisu to u početku neki veliki materialni ciljevi.
0:20:58,0:22:14,"Ali ovo što kaže, kad jednostavno, kad to zlahutak kad krene onda na neki način ispunili ste te svoje osnovne emocije kojima ste maštali kad ste startali sa dvadeset pet trideset pet godina pa onda to nije više toliko dominantno onda je onda je fora utakmica koje su to bile emocije na početku jel to bilo ono dokazati se drugima jel je imao taj osjećaj da se moraš nekome dokazati pa mora biti kompeticija mora biti da imao sam da imao nekoga sad ne moraš ga imenovati da ima tamo susjed da si ti onda znaš kao susjed kupi novi golf gta i trojku pa naravno da će imati golfa nemam pojma kada znači četvorka hoće imati u, ovo je sad, ovo sad zvuči smiješno kad ja pričam, ali to su nekad bili auti, ne znam, sjećate se ono Gold Trojka, četvor, dobro, imali ste ga pretjerano i išao predaleko u prošlost, pa naroda toga ima, ima kompeticije, pa ima i dokazivanja nad, nad onom ne znam, načalovima ne znam, nad prijateljima, nad susjedima, ima tog maloga, tog jednoga kompeticije, imate konkurentnosti, ima i dokazivanja, ali, ali uvijek je to, ali sad je konkretna utakmica, sad je to, imamo konkurente, na svakom tržištu imamo konkurente, ono, razmišljamo o njima i nema."
0:22:15,0:22:17,Jel pričaš o novcima javno?
0:22:17,0:22:21,Jel bi mogao reći ljudima koliko je tvoja firma zaradila novaca prošle godine?
0:22:22,0:22:23,Jel ti je to neugodan ovaj?
0:22:24,0:22:24,"Ne, ne pričamo."
0:22:26,0:22:26,Ne pričamo.
0:22:27,0:22:33,"Mislim ono što je sada, mi smo malo drugačiji jer mi smo regulirana financijska institucija."
0:22:33,0:22:46,"Od nas se očekuje da imamo jaku i znači jaku bilancu, čvrstu bilancu, od nas se očekuje da imamo jak temelj odnosno jamstveni kapital, od nas se očekuje da imamo dobre rezultate."
0:22:47,0:22:52,Jer ako imamo dobre rezultate znači da korisnici nam povjeravaju svoja sredstva i da mi to radimo na dobar način.
0:22:53,0:22:54,I naravno da mi naplaćujemo naknade.
0:22:55,0:23:06,"Pa banke zašto, ne želite, evo ajmo dati, možda usporedbu sa bankama, da, banke puno zarađuju, ne želite imati banke koje gube novac, nešto ne valja."
0:23:07,0:23:11,"Ta što je novac u banku koja zarađuje, nećete dati novac u banku koja gubi."
0:23:12,0:23:22,"Pa rećete, pa tko ne zna zaraditi novac, ako taj bank ne zaraditi novac, pa nećem njima dati svoju štednju, propaće mi to, dajte, znači kod nas je dobro da se to zna."
0:23:23,0:23:25,Koliko ste zaradili novaca prošle godine.
0:23:25,0:23:28,"Pa zarada jer zarada, znači mi imamo, znači mi o tome pričamo."
0:23:28,0:23:41,"Ovo mi je zanimljivo zato što volim, na početku ste spomenuli Ameriku i ne znam zašto je kod njih u kulturi toliko jednostavno da ljudi budu transparentni, kažu prošle godine sam zaradio pedeset milijuna eura, deset milijuna eura dolara od njih."
0:23:42,0:23:45,"Što god kod nas još uvijek to nekako kao ta buta je, čak i ako je podatak zapravo javan."
0:23:46,0:23:47,Podatak je javan.
0:23:50,0:24:02,"Možda da ne bi bilo Amerika, Amerika, Amerika je nekako smo počeli sa Jordanom Dream, Timom Mankicama, postali nekakva Amerika i američki filmovi, mi smo europska kompanija, mi imamo licencu koja vrijedi u EU."
0:24:02,0:24:16,"U EU je malo drugačija ta, pa ja bi rekao i nekakva retorika u Americi, u Americi je, kod nas su više neke stvari malo hambl u EU, u Americi je to više, a ovisi o kojem dijelu Amerike se o tome priča."
0:24:17,0:24:19,Mi ne zarađujemo ovdje kao pojedinci.
0:24:19,0:24:25,"Znači mi ovdje, znači ovdje prihoduje naša kompanija, naša kompanija ostvaruje prihode."
0:24:25,0:24:29,Ove godine će kompanija RK će imati prihod od osamdeset milijuna eura.
0:24:29,0:24:31,"Sad ja mogu već, sad ja mogu, to su prihodi."
0:24:32,0:25:17,"E sad ovako, što će sad mi dobiti, to ćemo vidjeti, ima puno računovodstvenih stvari koje smo rodili, revizije itede puno stvari mi moramo, mi imamo veliki segment koji vodimo računa, to je temeljni odnosno jamstveni kapital, znači puno zadržane dobiti mora ići tamo, tako da je onda posve, posve druga nekakva, neki neki neki neki neki neki neki neki segment koliko će nama pojedincima do toga doći, to je neka sad pak druga tema za ne znam za godinu dana ali evo evo ovo je recimo i to znači to je ono što ja vam podatak, a taj podatak proizlazi iz velikog broja transakcija, velikog broja volumena plaćanja koje korisnici inicijiraju sa novcima koji su nama povjereni u upravljanje i oni žele no žele kompaniju poput naše da je uspješna jer onda i sigurna."
0:25:17,0:25:23,"I onda će napraviti ono što od nas očekuju, prebaciti novac od točke A do točke B."
0:25:23,0:25:31,"Nekako ovako sada kad pričam s tobom, imam osjećaj kao da ti sve lagano ide od ruke, da je to poduzetništvo tako jednostavno."
0:25:33,0:25:35,"Dobro, meni je lagano pričati."
0:25:35,0:25:45,"Ja sam uvijek, meni ide, znači, ali uvijek naučio sam ipak kroz neko vrijeme da je priča dobra i potrebna, ali apsolutno nedovoljna."
0:25:45,0:25:55,"I onda da ste me vidjeli danas, ja sam bio cijeli dan na sastanci, imali smo teške i tvrde sastanke, neke stvari smo makli, odrezali, neke će biti za par mjeseci, neke neće biti nikada."
0:25:56,0:26:01,"Znači s pričom i razgovorom počinje, ali najtvrđi posao je egzekucija."
0:26:02,0:26:10,"Ne vjerujem u posao bez egzekucije, ne vjerujem da je ikko ikada napravio nešto da nije imao egzekuciju, da nije bio pragmatičan, konkretan."
0:26:10,0:26:14,"Vjerujem u konkretnost i otvorenost, tako da to su neke bitne stvari."
0:26:16,0:26:24,"Ovo je jedan ugodan i lijep podcast, ti si odličan sugovornik i meni je ugodno ovdje i zato ja evo nekako zvuči da pričam s lakoćem."
0:26:24,0:26:49,"Ali ja pričamam samo o toj temi, ja se bavim jednim poslom, a taj posao je Erkeša, ja nemam sad deset poslova sa strane, pa malo se bavim Erkešem, pa malo građevinom, pa imam dva kafića i nemam pojma, ne znam, bavim se, ne znam, fast foodom za dostavu, ja se bavim samo ovime i onda mi jednostavno to je priča jer to je to, to je ono istina što sam maloprije dok sam dolazio, što sam pričao na telefon, to živiš i sanjaš."
0:26:49,0:26:58,"I vjerojatno kad, pa pokušavam ne sanjati, nije to dobro, pokušavam napraviti neki katov taj, nema, kad završimo neću telefonirati."
0:26:58,0:26:59,Prije sam to morao raditi.
0:27:00,0:27:01,Sada radimo zbilja na strukturi.
0:27:03,0:27:05,"Ne želim to o sebi, ne želim to svojim suradnicima."
0:27:05,0:27:11,"Moji najbliži suradnici su do prije par godina morali subota, radili smo update u subotu između 3 i 4."
0:27:11,0:27:16,"Ja sam išao na pumpu, provjeravao da li radi transakcija, da li se može kupiti karcet itd."
0:27:16,0:27:18,"Ne želim to sebi, ali ni svojim suradnicima."
0:27:19,0:27:24,"Ipak sad postoji struktura, postoje timovi, aktivna dežurstva, pasivna i neku logiku imamo."
0:27:25,0:27:27,"Ko je dežuran treba dobiti nešto više, treba biti nagrađen."
0:27:28,0:27:30,Pokušavamo sustav napraviti održivim.
0:27:30,0:27:37,"Jer nismo mi strojevi, evo znači sam, vrijeme ide, nemaš baš isto motivaciju za raditi istu stvar."
0:27:37,0:27:40,"sada i prije dvadeset godina, očekujući ipak da se to nekako riješi i to."
