Start (HH:MM:SS),End (HH:MM:SS),Segment
0:05:54,0:06:40,"I nas dvoje smo par godina surađivali i ja sam došao kroz nekakvu tu prizmu biznisko učinga, ali kako isto profesionalni razvoj je zapravo u konačnici osobni razvoj ne postoji, ne možeš te dvije stvari odvojiti tako i taj biznisko učing je zapravo barem u mom slučaju pa ću ti reći možda je to tako i kod drugih nekako postao sveobuhvatniji razgovor između mene i tebe i tvoje genijalna postavljanja pitanja meni zapravo u nekakvom širem životnom aspektu, ne samo u nekim mojim poslovnim idejama."
0:06:41,0:06:48,"Šta je coaching, zašto postoji ta aversija, šta je live coaching, možeš malo rasvijetliti tu priču?"
0:06:48,0:06:53,"Da, da, dobra su ti pitanja i opet evo nekoliko ih."
0:06:53,0:06:56,"Opet serijski, ja sam serijski pitač."
0:06:57,0:07:00,"Oke, ako ja ne zaboravim neko od njih samo mi podsjeti."
0:07:00,0:07:03,Krećemo onda možda s tim što je coaching.
0:07:04,0:07:10,Pa ajmo napraviti dvije možda glavne distinkcije koje ljude ponekad bune.
0:07:11,0:07:17,Postoji nešto što se zove više taj američki ili ti ono sponsorski tip coachinga.
0:07:18,0:07:22,I sad ću dati par nekakvih karakteristika.
0:07:23,0:07:41,"To je više, coaching više nalik nekom sportskom coachingu gdje vam coach dođe i kaže, ok, ajde sad, napravi to i to, ja ću te podržati i navijem za tebe, ja ću ti reći što da napraviš, ti to napravi i onda će ti biti ok, jer evo taj cilj koji smo sad mi definirali se postiže na taj način."
0:07:42,0:07:48,"I to kažem, ima negdje možda neku paralelu sa sportom ili sa nekim čak i drugim branšama i područjima."
0:07:50,0:08:22,"Međutim, postoji taj europski takozvani razvojni coaching gdje koč ne govori što i kako treba postići, dakle što treba činiti, koji su to koraci ili što koči, klijent treba raditi kako bi ostvario taj cilj, već od same definicije cilja do svih koraka u postizanju tog cilja ili čak nekog drugog ako se ispostavi da je neki drugi cilj putem postao važniji."
0:08:25,0:08:45,"ustvari, challengira i podržava, ok, izaziva kroz pitanja, kroz suočavanja, izaziva klijenta ili kočija da sam nađe način kako ostvariti taj cilj i da nađe svoje unutarnje resurse na koje često ljudi zaborave da imaju."
0:08:47,0:08:52,"Pričao sam ti sa, bio mi gost Potkestad, mislim da njega znaš Domagolju Pušinović."
0:08:52,0:08:52,Kolega.
0:08:53,0:08:53,Kolega je li.
0:08:55,0:09:04,"I zapravo, ja sam sam se sam sebe pitao kako, dosta su suptilni Dosta su subtilne razlike između svih tih pozicija, svih tih uloga."
0:09:04,0:09:10,"Kojuč, mentor, trener, psiholog, psihoterapeut, šta ja znam."
0:09:10,0:09:20,"Možda nekome neukom oku ili uhu to je ono, on stvarno nema blage veze."
0:09:20,0:09:22,To je razlika između svih tih uloga.
0:09:22,0:09:26,I onda sam ja njemu rekao da li nije došlo vrijeme da ljudi koji žele.
0:09:28,0:09:58,"živjeti od takvog rada da se educiraju na način da ono kad netko kao klijent, pacijent, što god, kako god hoćemo nazvati tu osobu s druge strane, da dođe do neke osobe koja je kao švicarski nožić, koja je sve u jednom i ko učini mentori, treneri, facilitatori, psihoterapeuti itede i koristi zapravo sve razne tehnike, alate, metode koje je naučio kroz sve te discipline kako bi pomogao osobi s druge strane."
0:09:59,0:10:01,Jel to ima smisla uopće?
0:10:01,0:10:05,"Ovako, ima smisla i nije to za svakoga."
0:10:06,0:10:10,To je moje mišljenje na temelju iskustva.
0:10:12,0:10:13,Zašto?
0:10:15,0:10:41,Imati kapacitet prilagoditi se potrebama klijenta i onome što je za njega najbolje ovisno o tome u kojoj fazi i što definira kao svoj cilj podrazumijeva vrlo kompleksnu osobnost koja je poprilično izgrađena i svjesna i napravila jako puno i ja bih se usudila reći duboko grada na sebi.
0:10:42,0:10:43,I onda to može ići.
0:10:44,0:10:47,"Ali ako me pitaš ima li takvih ljudi puno, ne."
0:10:48,0:10:51,Tih kojima tih koji mogu biti švicarski nožić.
0:10:53,0:10:57,"To je ono, no judgment, to je samo moje iskustvo i ne moram biti u pravu."
0:10:59,0:11:04,Ali ima i razloga zašto sve to skupa ne ide nužno u paketu.
0:11:05,0:11:20,"Neki ljudi jednostavno vole se više specijalizirati ili vole znat koja im je uloga i možda se ta uloga i promijeni, jel ovisno o njihovoj fazi i nekom sazrijevanju kroz život i onda žele neku drugu, ali žele biti dobri i specijalizirani u nečemu."
0:11:21,0:11:33,Ne žele nužno sve i ne žele se baviti kompletno svim temama koje neka osoba donosi na stol ili na madracu ili negdje o tome ili na kauču.
0:11:34,0:11:39,Tako da ne znam da li sam ti odgovorila na to pitanje na pravi način ili.
0:11:39,0:11:40,Nije se shvatio.
0:11:41,0:11:42,Shvatio sam što si htjela reći.
0:11:46,0:11:47,Mogu ti još malo pojasniti.
0:11:47,0:11:49,Znači što kažem kad kažem dubok rad na sebi.
0:11:50,0:12:08,"To znači da ti stvarno možeš bez previše svojih projekcija i bez previše svojih tema i svojih emocionalnih triggera, razumjeti što je za tu osobu dobro u pojedinom trenutku i pojedine fazi."
0:12:08,0:12:29,"Hajde idemo, nadovezat ću se na ovo zapravo što si rekla sama, jaj ti se znamo već neko vrijeme pa znamo se privatno i družiti i u zadnje vrijeme mi često spominješ taj koncept ili taj termin spominješ deep work ili duboki rad."
0:12:30,0:12:37,"I u jednom trenutku si mi spomenula, reći ćemo ljudima šta ti smatraš pod deep work."
0:12:40,0:13:03,"Ali u jednom trenutku si mi rekla da zbog tog rada koji nije površinski rad nego je malo sveobuhvatniji, reći ću vam ljudima šta je to, rekla si mi da imaš osjećaj da možeš lakše držati prostoriju."
0:13:05,0:13:05,Prostor.
0:13:06,0:13:10,"Kada radiš s ljudima, šta to znači za ljude?"
0:13:10,0:13:14,"Da, zvuči ipak dosta glupo na hrvatskom držati prostoror, kako kažu."
0:13:15,0:13:19,"Na engleskom mislim da je i za to, taj engleski jednostavno sve bolje zvuči valjda na tom jeziku."
0:13:19,0:13:20,Holding the space.
0:13:21,0:13:23,Holding the space.
0:13:24,0:14:13,"Pa u stvari to znači da je osoba, kao što sam rekla, dovoljno sebe upoznala da se može maknuti i da može svojom prisutnošću dubokom i svojom, ja bih to nazvala nekakvom onom univerzalnom ljubavlju prema drugom čovjeku, drugoj osobi, podržati da se dogodi ono što se treba dogoditi za tu osobu, odnosno da osoba uđe u prostore sebe, svoje psihe i svojih iskustava dosadašnjih koji su važni za samospoznaju, koji su važni za ono, integraciju, za level up, za iscjeljivanje što god."
0:14:14,0:14:21,I to je ono što se događa ustvari kod svih ljudi koji rade s ljudima i koji su u tome poprilično dobri.
0:14:21,0:14:31,"Ja imam recimo moj supervizor koji je on Sjedičićica sa puno iskustva u coachingu, superviziji, mentoriranju."
0:14:32,0:14:34,Mi dijelimo to isto mišljenje.
0:14:35,0:14:44,"Taj presence, opet na engleskom, ta prisutnost koja je neosuđujuća, koja je izuzetno podržavajuća i stvarno heart to heart, soul to soul."
0:14:46,0:14:50,"To sve mijenja, odnosno to sve omogućuje za drugu osobu."
0:14:50,0:14:52,Onda se sve može dogoditi jer je sve ok.
0:14:53,0:15:00,"Jer postoji nešto što kaže ok, si točno takav kakav jesi."
0:15:01,0:15:12,"sve s tobom je u redu, ajmo samo vidjeti što ti je važno u ovom trenutku, što je nešto što treba vidjeti, integrirati, osjetiti jer je sve ok, duboko suštinski je sve ok."
0:15:13,0:15:20,I to se ne može bez da čovjek koji radi sa drugom osobom to napravi sa sobom.
0:15:22,0:15:27,"Čitao sam knjige od Johna Maxwella na temu leadership-a, jesi čula kazanje?"
0:15:29,0:15:41,"Mislim da je naslov jedne njegove knjige Everybody Communicates, što može što možda nije isto istina u potpunosti, but few connects."
0:15:43,0:15:47,"Svi mi komuniciramo, ali jako malo nas se poveže sa drugom osobom."
0:15:50,0:15:51,"Da, da."
0:15:53,0:15:56,Šta za tebe znači to uopće povezati se sa drugom osobom?
0:15:56,0:16:26,"Mislim, ja ti mogu podijeliti svoje iskustvo kroz brzinu života, puno zadataka, glava u oblacima, pa u blatu, svagdje negdje, zapravo izgubim tu sposobnost biti u trenutku i i izgubim sposobnost biti u interakciji s ljudima koji se nalaze oko mene i što ti kažeš, povezati se s njima i osjetiti njihovu prisutnost radi svega toga."
0:16:28,0:16:36,"Šta ti misliš, na koji način se povezati sa čovjekom, baš povezati?"
0:16:41,0:16:46,Ne možemo se stvarno povezati sa osobom ukoliko nismo povezani i sa sobom.
0:16:46,0:16:51,"Znači, koliko nisi u kontaktu sa sobom, sad recimo u trenutku kada ti i ja razgovaramo."
0:16:53,0:17:04,"Ako sam ja negdje u nekim mislima, ja sad pričam s tobom i misliš si oj, da li mi je još minka okej ili frizura ili što moje dijete radi doma ili što sad ne znam, moj partner, whatever, što god."
0:17:05,0:17:14,"Ako sam negdje drugdje u svojim mislima i ne mogu se usredotočiti na to kako sam ja sada, ne mogu se ne povezati s tobom."
0:17:14,0:17:15,To je pravi kontakt.
0:17:16,0:17:17,"Ako mogu onda je to pravi kontakt, jel?"
0:17:19,0:17:22,"Za to nam treba ta svjesnost, trebamo biti tu."
0:17:23,0:17:24,Jako puno nismo tu.
0:17:26,0:17:34,"I u redu je da nismo jer jednostavno život na ovaj način u ovom svijetu, u ovom tijelu, ne omogućuje da smo stalno prisutni."
0:17:34,0:17:35,Jednostavno to nije ta igra.
0:17:35,0:17:39,Znači to je kao neko sličanje i to tako i treba biti.
0:17:40,0:17:44,Samo je problem kada se nikada ljudi ne povežu sa sobom ili sa drugim.
0:17:44,0:18:03,"Kada se to nikada ne događa u životu jer su previše blokirani, previše odrezani i od tijela i nekom udaljeni od života, ne znam kako to drugačije reći, od sebe, od života, od drugoga."
0:18:03,0:18:23,"I onda ako smo u toj matrici, a to je ta kondicionirana, kako si puno puta i ti govorio u podcastima, sve nešto smo navikli, imamo te programe i programi nas vrte i dok nas programi vrte i dok nismo sada tu u trenutku, nema kontakta, pravog."
0:18:25,0:18:26,Kako tebi to zvuči?
0:18:26,0:18:42,"Pa ja šta ti primijetim u svom životu da recimo o Ovo sam pokupio od nekog gosta iz podcasta, mislim da je Miličević bio."
0:18:46,0:18:55,Kad je preveliko opterećenje na živčani sustav teško se možeš povezati samo sa sobom i teško se možeš povezati s drugom osobom.
0:18:55,0:19:27,"A sad da budem malo praktičniji što sve može opteretiti živčani sustav, može malo spavanja, može radoholičarstvo, jako puno rada, trčanje za nekakvim ciljevima bez uopće ikakvog, ikakve pauze ikada, ne reći ovaj opet govorim ovaj."
0:19:32,0:20:27,"I zapravo dok plus naravno naše popularno skrolanje po društvenim mrežama i te neke stvari, mogli bi nabrojati još tu puno drugih, ali dok je god to tako, dok mi ne možemo pronaći nešto vremena za sebe, nešto vremena emocije, tako."
0:20:30,0:20:42,"A onda, meni je najgori period mog života bio, a bio mi je nedavno i još uvijek se nekako pokušam izvući iz toga i kad sam bio ravna linija, kad nisam niti osjetio ništa pozitivno niti ništa negativno."
0:20:44,0:20:50,I pretpostavljam kad je čovjek i u takvom stanju da se jako teško može povezati s nekim drugim.
0:20:51,0:20:51,Da.
0:20:54,0:21:08,"Znači sve ovo, i sad kad spomenuo si, jel taj dubok rad, sve to negdje vodi ka tome da se što češće i što više povezujemo sa sobom i da nam to postane nekakva navika i da možemo što prije ući u taj dio povezivanja."
0:21:09,0:21:14,Jer onda iz tog prostora možemo se povezivati s drugima i možemo i mijenjati stvari i možemo kreirati jako puno.
0:21:17,0:21:22,To je esencijalno ako želimo svoj život dići na neku višu razinu.
0:21:22,0:21:28,"Da on ima neku kvalitetu, da ima više boja, okusa, mirisa, da je više životan, da smo prototočniji."
0:21:30,0:21:36,I u tom smislu taj cijeli dubok rad ima smisla zato što.
0:21:37,0:22:19,"i ti programi, jeli, nazovimo ih tako i sve blokade koje smo putem pokupili jer život se događa i djetinstvo se događa i djetinstvo je po defaultu traumatično i ljudi nekada izbjegavaju riječ trauma, ali ako kažemo da je trauma svako iskustvo za koje nismo bili spremni onda kada se dogodilo onda malo možemo proširiti perspektivu i ne mora trauma biti nešto, znaš ono, nemam pojma, ali roditelji su me tukli baš i ne znam, imao sam neka, nisu to krajnje ekstremne situacije jer kad smo djeca jako smo osjetljivi i osjećajni i se i osjećajni i senzibilni i ja ću ti ispričati jednu svoju priču koja je onako simpatična, volim nekad pričati i klijentima."
0:22:19,0:22:23,"Dakle, obožavala sam konje, ko klinka i htjela sam jahati."
0:22:23,0:22:57,"Inače to je bilo ona, meni je to bio, ja sam sanjala konje, ja sam mami svaki dan pričala o konjima i da me vodi i da ih gledam itede I jednom sam otišla kod susjeda s kojima smo bili jako dobri, to su bili ono, ko obitelj, susjedi i došao je neki njihov prijatelj koji mi je ispričao priču, gle pa nije ti problem, gle od ovih tu garaža koje su ispred zgrade, lako ti se napravi on, staja i možeš ti konja, ja ću ti srediti, ja ti znam ljude u mjesnoj zajednici, on se zezo sa mnom, ja sam bila dijete četiri pet godina ne znam, on se zezo sa mnom kako ja mogu konja imati sutra."
0:22:58,0:23:26,"Ja sam otrčala mami, srce ovoliko, znači, mamice, mamice, ona je nešto kuhala, onako znaš, finom bila posvećena svojim majčinskim zadaćama i ja sam došla i to je bila mama, znaš šta mi je rekao striček taj taj, taj, ne sjećam se jel mogu imat konja, mi možemo imati, možemo staju od garaže napraviti, to nije nikakav problem i to."
0:23:26,0:23:39,"I ona je samo hladna, u svom filmu je bila, ona se okrenula i rekla, joj ti nam, ne znam, zezao te, naravno, naravno da ne možeš nikakvu staju ni ništa, to su gluposti, ajde odigrać se tamo s nečim."
0:23:39,0:23:52,"E sad, iz ovog mog srca, znači ja sam, tad je moj san bio ostvaren, koliko god je trajalo možda, ne znam, par minuta, ona mi je dala hladni tuš i evo dogodilo se ovo."
0:23:53,0:24:10,"I sad kroz razne oblike rada na sebi, ja sam ustvari osvijestila da je ta situacija mene naučila što se dogodi kad nešto stvarno jako jako želiš, nećeš to dobiti."
0:24:11,0:24:12,"Ono, neće se dogoditi."
0:24:13,0:24:17,"Netko će ti doći reći, pfff, a daj, ono, u kojem si ti filmu?"
0:24:17,0:24:32,"Ej, nema to nikakve veze sa time šta je moguće, to te je on samo zvezao, znači neko mi je još i lagao, ispričao mi priču, ja sam bila mala, prevesela, presretna oko toga svega i na kraju evo tako veliko, ogromno razočaranje."
0:24:32,0:24:36,"I ono što se dogodilo, što sam kasnije razumjela bolje odnosno danas super razumijem."
0:24:37,0:24:45,Dakle ono što se dogodilo jeste velike sreće koja ti ono ispuni srce doslovno i fizički se osjećaš kao da si na vrhu svijeta.
0:24:46,0:24:58,"Oke, zatvaranje, ono neka vrsta tuge, ne znam, odbacivanja bilo čega i ja to ne mogu, ja to nema šanse da dobijem, ja to ne zaslužujem što god ne."
0:24:59,0:25:22,"I sad, mnogo ljudi ima takve neke situacije koje stvarno nisu traumatične i vjerojatno su ih zaboravili i nisu svjesni ako se recimo ne bave nekakvim dubljim radom, nisu svjesni da su one ostavile traga, da su Da su one setirale nešto važno poput onoga što sam za sebe rekla, ha, znači kroz život sve ono što stvarno ja jako želim neće se ostvariti."
0:25:23,0:25:30,"To je sad samo jedna sličica, ali mislim da možda dovoljno dobra da posluži kao ilustracija."
0:25:32,0:25:47,Mislim da smo došli do dobrog dijela da te pitam pa da ti pokušaš objasniti gledateljima šta je to fokusiranje.
0:25:50,0:26:09,"Nas dvoje smo zajedno, zajedno smo koristili tu tehniku, ti si me naučila zapravo tu tehniku, meni je pomogla, dosta mi je draga, pa evo ako možeš objasniti, šta je to pa možda da kroz nekakav primjer ispričaš."
0:26:11,0:26:23,"Ok, dakle ukratko fokusiranje je termin odnosno tehnika koju je osmislio Gendlin, a međutim, tko je osmislio?"
0:26:23,0:26:26,"Gendlin se zove, preziva, ne znam kako se z zove točno."
0:26:26,0:26:56,"On je bio terapeut, on je ustvari shvatio da ukoliko ostanemo u nekoj vrsti razgovora, terapije, pomaganja čovjeku samo na verbalnoj, kognitivnoj razini, da je teško da dođe do nekakve promjene zato što jako puno toga što proživljavamo i što je za nas važno se odvija u našem emotivnom odnosno tjelesnom biću, našem djelu."
0:26:56,0:27:23,"Tako da ono što je ustvari, dakle sama ta tehnika, ali nije to kako bih rekla, nije to samo njegovo jer kad god radimo i određene vrste, kako smo rekli, mindfulness itede uvijek je taj dio kako ustvari moje tijelo reagira na neki događaj, što se dogodi, u kojem dijelu što nosi neku poruku za nas."
0:27:26,0:27:37,"Tako da recimo, ta tehnika je moćna zato što ljudima često ustvari osvijesti da neke situacije koje ne definiraju u svojoj glavi kao problematično."
0:27:37,0:27:40,Znači to može biti nekakva situacija na poslu.
0:27:41,0:28:02,"I onda netko dođe i kaže pa dobro, mislim moj šef je ne znam prezahtjevan, zna nekada biti grub, ali dobro on je takav i mislim ja to tako vidim, prihvaćam itede Međutim, kad recimo prođemo s klijentom, okej, ali kako se ti stvarno osjećaš kad on kaže nešto što često govori recimo?"
0:28:02,0:28:09,"Znači, da li je to neka kritika ili nekakav autoritativni nastup, neki glas, nešto."
0:28:10,0:28:21,"I onda kada osoba osvijesti, ah, u da, to mi je neko, baš ne ono probode me u trbuhu, jel, pa tu imam napetost u prsima."
0:28:21,0:28:34,"I onda kada radimo tu tehniku, u stvari tražimo odgovor, ok, što je poruka tog osjećaja, što je poruka te boli, kada se to događa, jel, u tom trenutku."
0:28:34,0:28:48,"I onda u stvari ljudi shvate kako doista reagiraju, jer mi ne reagiramo samo glavom, ne samo ne interpretiramo nečije riječi, većina u stvari komunikacije se događa i u tijelu i u nesvjesnom."
0:28:49,0:28:57,"I onda je ta tehnika jako korisna da spaja, da radi most između neke percepcije, neke priče koju imamo i doista nekog doživljaja."
0:28:58,0:29:30,"I ono što je zanimljivo je ustvari, znači imam puno iskustva sa klijentima iz poslovnog svijeta, znači to su često vrlo uspješni, vrlo funkcionalni pojedinci i muškarci i žene, od top pozicija pa na niže, to nije niti bitno u konačnici, ali hoću reći ljudi koji ustvari slično reagiraju, recimo jer na poziciju autoriteta često reagiramo emocionalno i fizički kao što smo reagirali na naše roditelje?"
0:29:31,0:29:36,Zašto se nesvjesno pozicioniramo spram autoriteta kao dijete?
0:29:36,0:29:38,"Ne, to nitko neće priznati jel tako."
0:29:39,0:29:41,Ja ću se ja svađati sa svojim šefom.
0:29:42,0:29:44,"Vjerujem, ima nešto u tome."
0:29:44,0:29:55,"Ali hoću reći taj dio uvida, aha, pa meni je u stvari tako kao što mi je bilo sa tatom puno puta kad smo se svađali i sad to mi točno to, to mi proizvodi moj šef, evo, kao moj šef je kriv."
0:29:55,0:29:58,"U stvari, poanta je da se mi nesvjesno pozicioniramo."
0:29:58,0:30:12,"I kada to osvijestimo onda se više ne moramo tako pozicionirati, jel onda ne koristimo šefa kao projekcijsko platno za nedovršene poslove sa roditeljima, nego imamo mogućnost napraviti nešto drugačije."
0:30:13,0:30:28,"Imamo mogućnost, a okej ako me to stvarno toliko povrijeđivalo i dan danas imam taj trigger i moj šef mi sjeda na to mjesto, a da možda ja napravim taj neki dublji rad na sebi, pa to malo makne miše iz svog sustava."
0:30:28,0:30:38,"Ja mogu ljudima reći čisto da praktično da čuju, kad smo zajedno radili recimo to fokusiranje, kad sam bio kod tebe."
0:30:40,0:30:52,"I išlo je sljedeće, recimo ja sam se sjetio neke situacije, ti si meni rekla zatvori oči, sjeti se te situacije i vidi u kojem dijelu tijela da li ti se stvara nekakva senzacija."
0:30:54,0:31:00,Ja sam ti rekao recimo osjećam da mi u prsima stiši ili da mi se prsa sužavaju što god.
0:31:02,0:31:15,"Ti si mene pitala koje je to boje, ja sam ti rekao boje te i te, pitala si me da li je tupo ili je oštro ili daje malo mu nekakav karakter tom osjećaju."
0:31:15,0:31:17,Pa sam ti ja odgovorio.
0:31:18,0:31:30,"Onda si mi rekla da pokušam to izvaditi iz sebe, znači vizualizirati to, izvaditi to iz sebe i staviti na stol koji se nalazi između mene i tebe."
0:31:31,0:31:37,"Onda si me zamolila da to vratim nazad u sebe, a da opet izbacim van."
0:31:39,0:31:48,"Koja je bila recimo svrha te vježbe i te vizualizacije, izvaditi to iz sebe van, vratiti nazad, izvaditi sebe van?"
0:31:48,0:31:49,Super pitanje.
0:31:49,0:31:49,Oko.
0:31:50,0:32:03,"Znači, i generalno kad govorimo o fokusiranju i što je recimo ili coach ili terapeut, koga radi tu tehniku, što je fleksibilniji sa time i prati više klijenta, to je bolje."
0:32:03,0:32:13,"Znači, to može imati jedan krug, može imati više krugova, možemo se duže zadržati na nekom koraku u tehnici ili kraći."
0:32:13,0:32:14,I to je jako bitno da osjeti.
0:32:14,0:32:22,"Mislim da kad se coach ili terapeut poveže sa klijentom, onda može osjetiti i može jednostavno proći kroz samu tehniku."
0:32:23,0:32:34,"Kažem, glavna ideja tehnike je samo spomenuti Znači što se stvarno sa mnom malo dublje od ove moje priče koju si pričam događa u nekoj situaciji."
0:32:35,0:32:45,"Kad govorim o tome tko ima li neku boju kako bi ti to pisao, ideja iza toga je ustvari da se što više fokusa stavi na tijelo."
0:32:45,0:32:55,"Zato što teško je nekad ljudima, aha, sad oni misle, i sad znam kako je klijentima, oni misle aha i šta sad tamo ova kočica radi jel sa mnom, teško je pustiti taj dio."
0:32:55,0:33:07,"I onda postavlja takva pitanja, znači aha više stvarno promotriti unutrašnje stanje u tijelu, kako emocija, kako se pojavljuje."
0:33:10,0:33:12,To je poanta iza ovoga.
0:33:12,0:33:24,"Izbaciti to van zato što je nekada ljudima dok se osjećaju, jer ponekad ljudi imaju burnu emociju ili je nekako kao da je zalijepljena za njih, kao da ne mogu ju sagledati."
0:33:25,0:33:37,"I onda taj dio kao disanja kroz koje ustvari se emocija na neki način distancira, pomaže ljudima da ju možda malo bolje sagledaju."
0:33:38,0:33:39,sa odmakom.
0:33:39,0:33:46,"Recimo ako je riječ o strahu ili o nekom jakom bijesu, ljudima je teško raditi s tim dok je unutra, dok ih prožima."
0:33:47,0:33:55,"I onda ako se na neki način malo izvadi van pod navodnicima, u određenom smislu bude lakše."
0:33:56,0:34:03,"I onda kada se ponovo vrati ono što je tu glavno učenje u cijeloj toj tehnici, ne treba se bojati emocije."
0:34:03,0:34:14,Znači jako puno ja bih rekla teških stvari si napravimo samo želeći izbjeći neugodne emocije u životu.
0:34:15,0:34:25,"Znači ljudi i piju i drogiraju se i rade ono gluposti i svašta nešto zato što ne žele osjetiti ne znam, patnju, bol, prazninu, strah i onda to kao ono, bježe."
0:34:26,0:34:45,"Međutim, ono što je moje duboko uvjerenje, ali nismo naučeni jer ne razmišljamo na taj način, ke odi suočit se ono, vidi tu emociju, prepoznaju, znaš što je, vidi što je poruka, što ti govori i integriraju, prihvati, to je samo, to je jedan od aspekata života."
0:34:46,0:34:53,Znači mi kao ljudska bića smo jako dugo omalovažavali emocije i veličali um kao takav.
0:34:56,0:34:58,Zašto uopće bilo što odbacivati jel'?
0:34:58,0:35:05,"Emocije su važne, vrijedne, one su kompas, ako se znamo s njima nositi one mogu jako dobri saveznici biti."
0:35:05,0:35:12,"I ako ti dugo radiš sa emocijama i ako ti treniraš kao što treniraš neke druge stvari, odeš u teretanu, trčiš, treniraš."
0:35:13,0:35:26,"I sad ako ti treniraš suočavanje i prihvaćanje vlastitih emocija, možeš biti master ono u svom životu jer ustvarite ništa doista ne muči dugo."
0:35:27,0:35:34,"Ako mi primijetimo emociju, damo joj prostor, prihvatimo ju, uzmemo poruku, ona se transformira."
0:35:35,0:35:38,"Znači ako smo protočni, emocije dođu i prođu."
