Start (HH:MM:SS),End (HH:MM:SS),Segment
0:07:14,0:07:14,Znamo gdje su.
0:07:15,0:07:15,Znaš što mislim?
0:07:15,0:07:18,"Bilo je prilično teško, iskreno, jer ljudi nisu razumjeli."
0:07:19,0:07:24,"Bilo je to samo za svakoga mlađeg od četrdeset i jedne godine, pa sam na tom prekretnom mjestu."
0:07:24,0:07:29,Ali vjerojatno nitko mlađi od trideset godina ne shvaća kakvi su bili stavovi prema lokaciji kad je izašla.
0:07:30,0:07:35,"Mislim, imam trideset i sedam godina i sjećam se kad niste mogli ni imati telefon da biste znali gdje su ljudi."
0:07:35,0:07:36,Znaš što mislim?
0:07:36,0:07:40,"Ako niste bili kod kuće na fiksnoj liniji, bili ste nevidljivi, znaš?"
0:07:40,0:07:41,I to se promijenilo u deset godina.
0:07:41,0:07:42,Bilo je ludilo.
0:07:42,0:07:46,"A ljudi su govorili da su mobiteli invazivni jer nikad ne možete biti, uvijek ćete biti naći."
0:07:46,0:07:47,"I relativno su bili, zar ne?"
0:07:48,0:07:51,Kao da si prošao od nepoznatog do sadašnjeg moga nazvati u bilo koje vrijeme.
0:07:51,0:07:54,"I, znaš, više su to rođaci koji plaše ljude."
0:07:54,0:08:01,Ali mislim da nitko tko koristi ove lokalne tehnologije u svojoj obitelji ne može reći da nisu vrijedne i poboljšavaju život.
0:08:01,0:08:08,"Da, mislim da je život dvostrani mač s većinom tehnologija, ali ne možeš vratiti pasu za zube u cijev i ljudi će je koristiti."
0:08:09,0:08:11,"Da, nećeš ih izbaciti s interneta."
0:08:11,0:08:16,"I imamo luddite, menonite i amiške koji su svi donijeli odluke da neće prihvatiti tehnologiju."
0:08:16,0:08:18,"I to je stvarno u redu, ali radi se što želiš."
0:08:19,0:08:22,Ali ne možemo zaustaviti umjetnu inteligenciju kao primjer.
0:08:22,0:08:23,To je želja.
0:08:23,0:08:27,"Dakle, možda mogu ići u sasvim drugu stranu, ali to je kao da stvaramo utrku umjetne inteligencije."
0:08:27,0:08:31,I ja sam u utrci za umjetnu inteligenciju jer znamo da će drugi to učiniti ako prestanemo.
0:08:31,0:08:32,I tako će samo nastaviti.
0:08:32,0:08:35,"Dakle, mislim da je to samo opća tema života."
0:08:36,0:08:38,"Pa, dotaknuli ste pet različitih tema."
0:08:38,0:08:44,"Želim se detaljnije pozabaviti, ali prvo što sam želio malo detaljnije razmotriti bilo je to što ste spomenuli freemium proizvod."
0:08:45,0:08:49,Mislim da je to nešto s čime se puno ljudi bori.
0:08:49,0:08:52,"Ako želite postati velika aplikacija, gotovo morate biti."
0:08:52,0:08:54,Gotovo da morate biti freemium.
0:08:54,0:08:58,Morate imati neku iskustvo koje će zadržati korisnike koji ne plaćaju.
0:08:58,0:09:06,"A onda, znate, da biste izgradili sjajnu ponavljajuću pretplatu, morate imati značajke za koje su ljudi voljni platiti, ali postići ravnotežu."
0:09:06,0:09:14,"To je točno, gdje ne isključujete besplatne korisnike, ali i dalje imaju zaista fantastičan doživljaj, ali onda imate plaćene značajke koje zapravo privlače ljude da potroše."
0:09:15,0:09:19,Kako ste razmišljali o tome i kako ste strukturirali freemium tijekom vremena?
0:09:19,0:09:20,I onda se to razvilo?
0:09:20,0:09:27,To je jedna od stvari na koje smo se usredotočili na početku i jednostavno se uopće nismo odmaknuli.
0:09:27,0:09:29,A sada smo u tome osamnaest godina.
0:09:30,0:09:31,Ali ignorirajte naše prve dvije godine.
0:09:32,0:09:33,Samo smo pokušavali shvatiti stvari.
0:09:33,0:09:35,Nismo znali što radimo i industrija je bila u nastajanju.
0:09:35,0:09:42,"Ali ono što smo shvatili bilo je, prema vašem mišljenju, da ćemo uspjeti kao posao samo ako smo freemium."
0:09:42,0:09:45,"Nisam purist u tom pogledu, ali naša je uvjerenja bila da."
0:09:45,0:09:46,Vjerovali smo da će lokacija biti ogromna.
0:09:47,0:09:50,Svi prijevoznici nudili su konkurencijske proizvode.
0:09:51,0:09:58,"I u prošlosti, mlađi poduzetnici vjerojatno su bili iznenađeni, kao što su ATT i Verizon, da ako imaju proizvod, postoji prijetnja vama."
0:09:58,0:10:02,I kako bismo mogli konkurirati ovim divovima?
0:10:02,0:10:07,I tako smo mislili da je jedini način da to učinite da besplatno date bolji proizvod.
0:10:07,0:10:11,"I to je ono što je prekomjerno, znači da idete izravno u trgovine aplikacijama, a ne do prijevoznika."
0:10:11,0:10:13,Ne znam jesu li ljudi još uvijek upotrebljavali tu terminologiju.
0:10:14,0:10:15,Nisam to čuo neko vrijeme.
0:10:16,0:10:17,Svi se datujemo.
0:10:19,0:10:22,"Da, nekako smo se osjećali kao da moramo."
0:10:22,0:10:24,I tako je naš pogled približno takav.
0:10:24,0:10:28,Moja je mišljenja otprilike takva: nemojmo se ni brinuti o monetizaciji dok ne dostignemo deset milijuna aktivnih korisnika.
0:10:29,0:10:32,Vjerojatno smo je objavili kasnije od većine ljudi i to je bilo pomalo arbitrarno.
0:10:32,0:10:36,Ali u ranim danima pretplate bilo je mnogo teže dobiti ljude da se prijave i nitko nije kupio.
0:10:36,0:10:37,Nije bilo ni obavijesti o push-u.
0:10:38,0:10:45,"Dakle, to je drugačija era, ali opća mišljenja bila je da bi proizvod poput našeg, koji smo ispravno identificirali, zapravo bio roba."
0:10:45,0:10:47,"FindMy je izašao kasnije, kao što su lokacije svugdje."
0:10:48,0:10:51,Bili bismo mrtvi na vodi ako bismo pokušali naplaćivati za proizvod na početku.
0:10:51,0:10:52,Sada bismo vjerojatno mogli.
0:10:52,0:10:55,Postoji neka rasprava poput: Kada ćemo prijeći u način žetve?
0:10:55,0:10:57,Nisam bio pravi izvršni direktor za to.
0:10:57,0:10:59,Nekakav purist za proizvod.
0:10:59,0:11:00,Ali možemo o tome razgovarati malo kasnije.
0:11:00,0:11:03,"Ali mislim da kad jednom imate nekoga na pretplati, zapravo možete stvarno, stvarno skenirati."
0:11:03,0:11:04,"Možete ih zapravo jako, jako stisnuti ako želite."
0:11:04,0:11:05,To nismo učinili.
0:11:06,0:11:13,"Mislim da pokušavamo izgraditi proizvod, robnu marku i platformu koju ljudi vole, što znači da želite zadržati prilično veliku, to je viralni proizvod, zar ne?"
0:11:13,0:11:17,"Da, trebamo da nas ljudi vole i da se osjećamo kao da smo stvarno dobra ponuda."
0:11:17,0:11:18,I bili smo sretni.
0:11:19,0:11:21,Naša baza korisnika je sada toliko velika da imamo mnogo više fleksibilnosti.
0:11:22,0:11:30,"Ali vraćajući se na originalno pitanje, naša je osnivačka priča bila o sigurnosti i uraganu Katrina, ali vrlo brzo smo shvatili da je izvan vidokruga, izvan uma."
0:11:30,0:11:34,"I tako biste govorili o ovim stvarima i ljudi bi htjeli, oh, koristit ćemo to, platit ćemo za to."
0:11:34,0:11:36,"Ljudi kažu da, ali ne bi."
0:11:36,0:11:40,"Dakle, ono što smo shvatili s lokacijom, to je bilo poput primjene deset puta dnevno."
0:11:40,0:11:42,I ljudi zapravo će platiti za sigurnost.
0:11:42,0:11:45,"Ljudi plaćaju za sigurnost, ali moraju ih se prisjetiti toga i ne mogu zaboraviti na to."
0:11:45,0:11:49,"Dakle, u osnovi smo se usredotočili na strategiju besplatne lokacije, plaćanja za sigurnost."
0:11:49,0:11:54,"I to je bila kombinacija stvari koja vas angažira, drži vas na vrhu uma, vraća vas natrag."
0:11:55,0:11:56,A zatim mir uma za koji ljudi plaćaju.
0:11:57,0:11:59,"I ne BS mir uma, kao što ljudi zapravo koriste."
0:11:59,0:12:04,I ograničavamo neke od besplatnih značajki kao što su povijest lokacije i sve ostalo.
0:12:04,0:12:07,Ali opća tema i sve je teže i teže postati veća.
0:12:08,0:12:18,"Kao što je osnovna stvar, mora dati stvarnu vrijednost našim klijentima, ne neku vrstu lažne vrijednosti, kao stvarnu, stvarnu vrijednost zauvijek besplatno."
0:12:18,0:12:21,I zapravo smo nedavno napisali list o pravima za našeg besplatnog korisnika.
0:12:21,0:12:31,"Korisnik jer je tako lako doprinijeti tome, pogotovo jer imamo platformu Brandon, a onda nikad nećete znati jeste li je previše poticali s podacima."
0:12:32,0:12:40,"Pa, imate šest stotina zaposlenika i imate mandat od javnih tržišta da povećate prihod i lako je biti ekstraktivan umjesto vrijednosno kreativan, zar ne?"
0:12:40,0:12:41,Razumijete.
0:12:42,0:12:53,"Što ste veći, to ste specijaliziraniji ljudi i vrlo je teško održati fokus i to je malo religiozno jer ljudi me pritiskaju, kao što smo to učinili, pogledajte zadržavanje, sve je u redu."
0:12:53,0:12:54,"Vidite, kao da niste vođeni podacima."
0:12:54,0:13:04,"Mudri ljudi možda se ne slažu, ali za ono što pokušavamo učiniti postoji Gestaltov učinak i kao da ste u nekom trenutku pre to ste oduzeli, oduzeli ste to, oduzeli ste to i mislim da nikad ne bismo samo pali s litice."
0:13:04,0:13:16,Mislim da bismo samo vidjeli da ljudi koriste FindMy više i da prethodna strategija da budemo mnogo bolji ne radi baš dobro i da ljudi ne hvaljuju nas jer se osjećaju iscrpljeno.
0:13:16,0:13:20,Nitko ne vodi skupinu za zadržavanje dovoljno dugo da vidi kumulativni učinak toga.
0:13:20,0:13:28,"Pa, mislim da ne možete zadržati skupinu za zadržavanje dovoljno dugo jer bih se složio da svaku jednu značajku pokrenete skupinu za zadržavanje i da ne radi ništa."
0:13:28,0:13:30,"Trebali biste je pokrenuti pola desetljeća, znate što mislim?"
0:13:31,0:13:32,I s dvadeset značajki u jednom spremniku.
0:13:33,0:13:35,"I to se događa s vremenom, pa je gotovo nemoguće."
0:13:35,0:13:37,"Dakle, napravili smo besplatni list o pravima korisnika."
0:13:37,0:13:38,To je nedavna stvar.
0:13:38,0:13:39,Zanima me hoće li to funkcionirati.
0:13:40,0:13:42,Je li to samo za interne svrhe ili ga dijelite i s kupcima?
0:13:43,0:13:45,"Nije tajna, ali je interna."
0:13:45,0:13:48,"Dakle, to je nešto poput: Evo, ovo je naša Ustava."
0:13:48,0:13:49,Ne raspravljajte o Ustavu.
0:13:49,0:13:51,"Žao mi je, to zvuči previše slatko."
0:13:51,0:13:52,To je više i uvijek ćemo ga moći ponoviti.
0:13:53,0:13:54,Nije sigurno.
0:13:54,0:13:54,"Pa, možete."
0:13:56,0:13:58,"Da, pokušavam ne biti tako tvrd."
0:13:58,0:14:01,"Dakle, to je više poput: Ovo je samo životna snaga onoga što jesmo."
0:14:01,0:14:08,"Ovo je nešto što, osim ako se formalno ne promijeni na točnoj razini, mora biti religija."
0:14:08,0:14:13,"Mislim da mnogi ljudi koji se bave proizvodima u rovovima nisu toliko religiozni, da ponovno upotrijebim riječ, o tome što misle."
0:14:14,0:14:21,"Ali, znate, ako im date neke ograđivače i kažete: Evo, ovo je ono što želimo učiniti., pomaže u usklađivanju, poput veće, šire strategije."
0:14:21,0:14:23,"Dakle, pitajte me za godinu dana hoće li to uspjeti."
0:14:24,0:14:24,Ne znam.
0:14:25,0:14:27,Možete li dati primjer nekih prava na zakonu?
0:14:27,0:14:34,"Jedno je samo početak najvažnijeg, kao što smo u osnovi napravili povijest lokacije, osnovnu kartu, povijest lokacije i upozorenja o lokaciji."
0:14:34,0:14:35,One moraju biti besplatne.
0:14:36,0:14:43,"Ne znači da ne možemo pomaknuti plaćeni zid malo, ali stvarna vrijednost je tamo, bez varljivih taktika oko toga i tamnih uzoraka je još jedno."
0:14:43,0:14:49,"Vjerojatno bih mogao to ispuniti, ali pravi je sidro samo oko toga, kao što je besplatno životno, krvno, dužno."
0:14:49,0:14:52,To su stvari koje nas razlikuju od Applea i nemojte ih dirati.
0:14:53,0:14:54,Ne varamo naše klijente.
0:14:54,0:15:04,"Mi smo vrlo transparentni kad radimo promjene., obavijestit ćemo ljude, a ne ih obavijestiti jer je to nešto poput AB testiranja aplikacije Elite, bilo kakve, ali pokušavamo izgraditi nešto veće."
0:15:05,0:15:07,Ne možete ljude gurati na isti način.
0:15:07,0:15:07,Da.
0:15:08,0:15:16,"Mislim, razmislite o tome kako Apple upravlja proizvodima ili povijesno, kao da imaju vrlo koherentnu viziju o tome kako komuniciraju sa svojim klijentima i tržištima i donose stvari."
0:15:17,0:15:17,Imam sličnu verziju.
0:15:17,0:15:19,Nikad nisam objavio to timu.
0:15:19,0:15:21,"Vjerojatno bih trebao, ali imam dokumentaciju o hot dogovima."
0:15:21,0:15:23,Imate li Costco Hot Dog Story?
0:15:23,0:15:25,Kao da nikad nećete promijeniti cijenu.
0:15:25,0:15:26,"Da, to je jedan dolar i četrdeset devet centi."
0:15:26,0:15:26,Da.
0:15:26,0:15:27,Da.
0:15:27,0:15:27,Da.
0:15:27,0:15:27,Da.
0:15:27,0:15:29,I to je kao da nema veze ako gubimo maržu ili ne.
0:15:29,0:15:30,Nije važno.
0:15:30,0:15:32,Uvijek će biti jedan dolar i četrdeset devet centi.
0:15:32,0:15:33,I tako imam popis tih stvari.
0:15:34,0:15:36,Imam popis stvari koje nikad nećemo.
0:15:36,0:15:42,"Kao što je to za mene i Miguela, više od svega, ali mislim da je važno to zapisati ili inače, da, imaš pravo."
0:15:42,0:15:49,"Čak i kad ih zapišete, to je vrlo, vrlo teško jer ne mislim da je čistoća malo vjerska uvjerenja."
0:15:49,0:15:49,Da.
0:15:49,0:15:52,"Pa, nešto, da, i netko mora do neke mjere provoditi, zar ne?"
0:15:52,0:15:54,"Kao da netko mora biti poput, čeka, kao da je ovo kršeno?"
0:15:54,0:15:58,Pretpostavljam da nemate sudski sustav u životu tristotinjak i šezdeset.
0:15:58,0:15:59,"Dakle, netko mora biti poput praćenja."
0:15:59,0:16:02,"Ne, mislim da je veća stvar ono što emitiramo kao tvrtka."
0:16:02,0:16:07,I za male startupe je definitivno lakše biti usmjereni na korisnika nego da postanete veći.
0:16:07,0:16:09,Pritisci postaju sve veći i veći.
0:16:09,0:16:15,"Malo izvan teme, jedna stvar koju mislim da mladi poduzetnici možda ne shvaćaju kad razmišljaju o menadžerima proizvoda ili proizvodu."
0:16:15,0:16:17,Misle na ljude koji su vjerojatno zanatliji koji nešto grade.
0:16:17,0:16:21,"Kako tvrtke postaju veće, voditelji proizvoda često uopće nisu graditelji."
0:16:21,0:16:23,Oni se više usredotočuju na strategiju.
0:16:23,0:16:25,Mogu biti više ljudi koji se bave procesima.
0:16:25,0:16:31,"Zanimljivo je da tvrtke u kasnijoj fazi, kao što su voditelji proizvoda, možda neće moći ni nešto izgraditi."
0:16:32,0:16:34,"To ne znači da su loši, ali zanat se mijenja."
0:16:35,0:16:39,Sigurno će donijeti drugačiji skup osobnih vrijednosti u proces izgradnje stvari.
0:16:40,0:16:51,"Ono što ste spomenuli, nešto o čemu sam zapravo mnogo više govorio privatno i nekoliko puta čak i na podcastu, jest da su ti tamni uzorci, kao što ste rekli, varanje korisnika."
0:16:52,0:16:54,Koja je jedna taktika izolirana?
0:16:54,0:16:56,Možda bi se to moglo opravdati u izolaciji.
0:16:56,0:17:02,"O, znate, gumb poziva na akciju zapravo ne kaže točno, znate, ne kaže pretplati se, kaže nastaviti."
0:17:03,0:17:05,"I to je kao, mislim, to je neka vrsta industrijskog standarda."
0:17:05,0:17:06,Sada je kao da ljudi razumiju.
0:17:07,0:17:09,"I dalje moraju proći kroz Appleov tok ili, znate, cijenu."
0:17:10,0:17:14,Vidio sam sve više aplikacija koje sve više i više odmaknu cijenu od gumba poziva na akciju.
0:17:15,0:17:16,I to su stvarno suptilne.
0:17:16,0:17:17,To je kao bilo koji od njih.
0:17:18,0:17:19,To je kao da to nije taman uzorak.
0:17:19,0:17:21,To zapravo ne varati korisnike.
0:17:22,0:17:33,"Ali kad počnete nakupljati puno ovih trikova rasta jedan za drugim, mislim da ljudi podcjenjuju kako se to osjeća za ljude koji prolaze kroz aplikaciju."
0:17:33,0:17:37,"I kao što ste ranije rekli, to ne vidite u podacima jer i dalje možete pretvoriti."
0:17:37,0:17:39,Ne vidite to u kratkoročnom razdoblju.
0:17:39,0:17:46,"Vidite to, kao što ste rekli, trebate provesti petogodišnji izlaz kako biste doista razumjeli kako korisnici osjećaju prema vašoj robnoj marki i proizvodu."
0:17:47,0:17:52,"Teorijski biste mogli provesti izlaz, ali praktički ne biste mogli jer, opet, mijenjate trideset različitih stvari."
0:17:52,0:17:55,"Dakle, mogli biste reći da ćemo zadržati aplikaciju od 2025."
0:17:55,0:17:56,i napraviti verziju.
0:17:56,0:18:00,"Nećemo je mijenjati uopće do verzije 2030., ali što je s svim poboljšanjima?"
0:18:00,0:18:02,"Dakle, nikad nećete moći izvući."
0:18:03,0:18:05,"I tako, ne radi se o tome da ste vođeni podacima."
0:18:05,0:18:08,Zapravo mislim da ste više vođeni podacima kako biste priznali granice podataka.
0:18:09,0:18:13,I toliko ljudi misli da su vođeni podacimaima gledajući podatke prvog reda.
0:18:14,0:18:17,"Čak i s krhkim razumijevanjem značajnosti ponekad, zar ne?"
0:18:17,0:18:23,"Bit će poput, oh, to je desetina, to je desetina točke, a kalkulator značajnosti kaže da je to šest sigma ili nešto slično."
0:18:23,0:18:25,"A vi ste samo poput, dobro, razmislimo o tome."
0:18:26,0:18:30,Zapravo nismo imali taj problem u pogledu gledanja podataka iz bilo kojeg razloga.
0:18:30,0:18:34,"Jedan od mojih najvećih problemova, zapravo ću mu poslati ovo intervju."
0:18:34,0:18:38,Drago mi je što to radimo jer je to svojevrsni sve moje misli koje mogu poslati našoj ekipi i samo da dobijemo informacije.
0:18:38,0:18:40,Hvala vam što radite interne komunikacije za tim Life 360.
0:18:40,0:18:41,"Da, točno."
0:18:41,0:18:43,Ovo će zapravo biti malo interne komunikacije.
0:18:43,0:18:47,Mrzim kad radimo testove na temelju postotaka korisničke baze.
0:18:48,0:18:48,Mrzim to.
0:18:49,0:18:51,"Oh, kao na podskup korisničisničkog rasta?"
