Start (HH:MM:SS),End (HH:MM:SS),Segment
0:03:58,0:04:02,"Naravno, on je rekao: Zašto u dugačkom slučaju moram upoznati tvoj instruktor za fitness?"
0:04:02,0:04:03,To nema smisla.
0:04:03,0:04:05,Ali kao i svaka mama.
0:04:05,0:04:12,"Bila je vrlo uporna i naposljetku je popustio i otišli su upoznati Beta, koji je drugi Alberto."
0:04:12,0:04:24,"Bio je uspješan instruktor fitnessa u Kolumbiji i tek je započeo u Miamiju, ali uspješan znači da je imao nastavu koja je imala puno ljudi, ali nije osmislio marku ili posao oko nje, zar ne?"
0:04:24,0:04:31,Tako je predavao u zgradi i nastavu je bilo puno ljudi koji su čekali da se pridruže nastavi.
0:04:31,0:04:35,Ali najveći uvid je da su svi smijali i uživali.
0:04:35,0:04:40,"Tako je Alberto Perman, koji je super kreativan i vrlo pametan, vidio tu situaciju."
0:04:40,0:04:41,Rekao je: Znate što?
0:04:41,0:04:42,Ovdje je nešto.
0:04:42,0:04:48,"Ljudi zapravo vježbaju bez patnje, što nije nešto što često vidimo, zar ne?"
0:04:48,0:04:49,Pogotovo prije dvadeset četiri godine.
0:04:50,0:04:53,"Tada su pozvali drugog Alberta, našeg direktora za operacije."
0:04:54,0:05:03,Tri su još uvijek jako aktivna i uključena u tvrtku i odlučili su stvoriti VHS koji je na kraju postao DVD kako bi počeli prodavati na internetu.
0:05:03,0:05:05,Inspirirali su se Taibo i Billy Blanks.
0:05:06,0:05:13,"Tako su počeli prodavati DVD-ove putem televizije, putem licence i nekoliko drugih partnera i imali su određeni uspjeh."
0:05:14,0:05:15,Ali presudni trenutak bio je kada je.
0:05:15,0:05:26,"Drugi je trenutak bio kada su gledatelji ili ljudi koji su kupili proizvod počeli zvati centar za pozive tvrtke za infomercial, rekavši da žele postati instruktori ili da zapravo žele pristupiti osobnoj skupini."
0:05:27,0:05:35,"Dakle, kao što znate, infomercialni proizvodi obično prolaze kroz ciklus u kojem čak i ako uspiju, u nekom trenutku se iscrpe i nestanu."
0:05:35,0:05:40,"Dakle, već su počeli osjećati da se to može dogoditi i već su pokušavali razmišljati, dobro, što još možemo učiniti?"
0:05:40,0:05:44,"Dakle, odlučili su da ćemo provesti obuku u Miamiju kako bismo licencirali instruktore."
0:05:45,0:05:46,Pogledajmo koliko će ljudi doći.
0:05:47,0:05:50,"Ako se više od šezdeset ljudi pojavi, nastavit ćemo s tom idejom."
0:05:50,0:05:57,"Ako ne, svi moramo početi razmišljati o tome kakva će biti naša karijera jer ti DVD-ovi nisu nužno bili održivi dugoročno."
0:05:58,0:06:05,"Tako se na kraju dogodilo da se na treningu u Miamiju pojavilo oko stotinu dvadeset ljudi, jako strastveni, vrlo uzbuđeni."
0:06:06,0:06:08,I tako su nastavili replicirati tu situaciju.
0:06:08,0:06:10,Tako su trenirali ljude diljem zemlje.
0:06:11,0:06:17,"I skratit ću priču, mnogi su od tih ljudi htjeli više puta sudjelovati u treningu jer su trebali podršku."
0:06:18,0:06:25,"I odlučili su osnovati Zumba Instructor Network, koji je naša osnovna djelatnost i naš najveći imetak."
0:06:25,0:06:25,To je naša tvrtka.
0:06:25,0:06:30,"Kao što sam rekao, naša je zajednica, naša je misija kao tvrtke omogućiti našim članovima ZIN-a da uspiju."
0:06:30,0:06:34,"Dakle, kako to funkcionira, obično pohađate uvodni trening, koji je osnovni trening ZUMBA."
0:06:35,0:06:50,"A zatim, nakon što pohađate taj trening, imate mogućnost pridružiti se mreži instruktora ZUMBA, gdje pružamo mnoge prednosti, uključujući aplikacije za podučavanje glazbe, koreografije, marketinške materijale, dozvole za podučavanje diljem svijeta."
0:06:50,0:06:52,"Dakle, mnogi od njih na kraju se pridruže."
0:06:52,0:06:54,"I naposljetku, što se dogodilo?"
0:06:54,0:07:01,"Dakle, ova tvrtka je izgrađena na temelju povratnih informacija kupaca ili korisnika, ako želite tako nazvati, samo da pronađete paralele.ele s aplikacijom."
0:07:02,0:07:07,Zadnja stvar koja se dogodila bila je da su ljudi zapravo tetovirali logo tvrtke i stvarali odjeću.
0:07:07,0:07:12,"Dakle, koristili su bijele majice ili bilo što drugo i stavljali su marku u svoju odjeću."
0:07:12,0:07:16,"Dakle, treća linija prihoda je marka odjeće koja je prilično uspješna."
0:07:16,0:07:23,To je poput uniforme naših instruktora i prodajemo putem e-trgovine i distributerima u međunarodnom smislu.
0:07:24,0:07:27,"Dakle, kratko rečeno, certifikacija za instruktorske dozvole dio je poslovanja."
0:07:27,0:07:33,"Zatim je druga strana mreža instruktora Zumba, a zatim je treća strana odjeća."
0:07:33,0:07:34,Tvrtka postoji dvadeset četiri godine.
0:07:34,0:07:35,Imamo sto osamdeset pet godina.
0:07:35,0:07:36,Mi smo u 180 zemalja.
0:07:36,0:07:37,Mi smo super globalni.
0:07:37,0:07:42,Imamo treninge i instruktore koji redovito podučavaju u 180 zemalja.
0:07:43,0:07:47,I imamo 15 milijuna studenata koji svakog tjedna pohađaju Zumba tečajeve.
0:07:47,0:07:50,"Dakle, jako smo ponosni na postignuća."
0:07:50,0:07:56,"Postoji jedan zanimljiv podatak, ima više od 200.000 lokacija koje imaju Zumbu."
0:07:56,0:07:59,Postoji manje teretana diljem svijeta.
0:07:59,0:08:03,"Dakle, ima više tečajeva jer se odvijaju u školama, crkvama, parkovima."
0:08:03,0:08:07,"Dakle, Zumba je zapravo veća od lokacija teretana."
0:08:07,0:08:10,Ali svi se pitate kako ćemo na kraju napraviti aplikaciju?
0:08:10,0:08:16,"Ovdje je očito da je pandemija dovela do velikih prekida, posebno u fitness industriji."
0:08:16,0:08:21,"I mi smo, prije svega, prvo reagirali na pitanje kako možemo podržati naše instruktore."
0:08:21,0:08:22,Ostajemo vjerni svojoj misiji.
0:08:23,0:08:27,Stoga smo odlučili da nećemo napraviti aplikaciju da bismo se natjecali s našim instruktorima jer to nije ono što radimo.
0:08:28,0:08:35,I zapravo ćemo stvoriti sustav za naše instruktore da podučavaju virtualno dok se pandemija odvijala.
0:08:35,0:08:36,"Dakle, to smo učinili."
0:08:36,0:08:46,"Ali u međuvremenu smo, naravno, shvatili da su ljudi pet godina kasnije vratili svoje osobne tečajeve, mnoge teretane u kojima su neki instruktori po koji su podučavali zatvorili su se."
0:08:46,0:08:51,"Tako smo čuli od ljudi da žele ponovno pohađati Zoom, ali nisu imali nastavu u blizini."
0:08:51,0:08:52,Tada smo odlučili napraviti aplikaciju.
0:08:52,0:08:55,Aplikaciju smo pokrenuli prije otprilike godinu i pol.
0:08:56,0:08:58,"Bila je fascinantna, puno smo naučili."
0:08:58,0:09:00,Imamo lokator za nastavu u aplikaciji.
0:09:00,0:09:09,"Dakle, aplikacija je uglavnom posebna za pretplatu za pristup visokokvalitetnom sadržaju, ali zapravo imamo lokator za nastavu gdje vas možemo povezati s lokalnim instruktorom."
0:09:09,0:09:13,"Dakle, na kraju, kad se osjećate ugodno, možete isprobati osobni tečaj."
0:09:13,0:09:14,Bilo je to prilično teško.
0:09:14,0:09:15,Još smo ovdje.
0:09:15,0:09:16,Snažni smo.
0:09:16,0:09:18,Ljudi svakog tjedna koriste Zoom diljem svijeta.
0:09:19,0:09:21,Tako sam sretan što sam dio tvrtke tvrtke.
0:09:21,0:09:31,"To je tako sjajna priča, dvadeset četiri godine kasnije, da sam sada jedna od najtoplijih i najbrže rastućih aplikacija za fitness u trgovini aplikacijama dvadeset četiri godine kasnije."
0:09:31,0:09:34,"I opet, znate, pokretanje aplikacije 2024."
0:09:34,0:09:39,"kao fitness marke čini se kasnim, trebali ste imati aplikaciju 2010."
0:09:39,0:09:40,ili 2012.
0:09:40,0:09:40,godine.
0:09:40,0:09:42,"Znate, cijelo vrijeme ste bili na tom mjestu."
0:09:43,0:09:52,Ali mislim da je stvarno fascinantno koliko ste misijski usmjereni i kako su instruktori i tečajevi toliko važni za marku.
0:09:52,0:09:55,"Dakle, Nicole, htjela sam te pitati."
0:09:55,0:10:05,"Znate, kad je Zoomba počela razmišljati o tome kako bi aplikacija mogla izgledati, kako to možemo učiniti i ne uništiti ono što je za nas bilo tako uspješno?"
0:10:05,0:10:07,Kako ne možemo odagnati naše instruktore?
0:10:08,0:10:16,Koja je bila misao iza svega toga i kako je proizvod nastao nakon pandemije i kad ste počeli razmišljati da stvarno trebate izgraditi aplikaciju?
0:10:17,0:10:17,"Da, definitivno."
0:10:17,0:10:24,"Dakle, zapravo imamo puno iskustva s aplikacijama u Zoombi jer imamo brojne aplikacije koje smo izgradili za naše instruktore."
0:10:25,0:10:30,"Dakle, imamo mnogo aplikacija koje naši instruktori koriste za sastavljanje svojih popisa za predavanje svojih predavanja, za organiziranje svojih predavanja."
0:10:30,0:10:32,Učitelji su se morali uključiti u tečajeve kako bi organizirali svoje društvene mreže.
0:10:32,0:10:48,"No tijekom pandemije, kada smo shvatili da nam je potreban način da Zoombu donesemo ljudima diljem svijeta koji nisu mogli sudjelovati u tečajevima tijekom pandemije, počeli smo puno istraživati i prošli smo kroz mnoge iteracije za aplikaciju i testirali mnoge hipoteze tijekom tog istraživanja."
0:10:49,0:11:00,"No ono što smo otkrili bilo je da je mnogo ljudi htjelo raditi na Zoombi, ali su bili malo sramežljivi ili su neko vrijeme bili bez kondicije i nisu se osjećali ugodno ulazeći u tečajeve."
0:11:01,0:11:05,"Dakle, niša u kojoj smo se našli i koja bi također pomogla našim instruktorima bila je."
0:11:05,0:11:15,"Naša je misija bila da pronađemo početnike, ljude koji se vraćaju u fitness, da ih uključimo u aplikaciju Zoomba, da se osjećaju ugodno s odlaskom na tečajeve, a onda bi na kraju otišli i pronašli tečaj za osobno odlasak."
0:11:15,0:11:19,To je bio naš pravi savjet i nastavili smo s intervjuima.
0:11:19,0:11:27,"Razgovarali smo s mnogo nastavnika, razgovarali smo s mnogo potencijalnih studenata i svi su nam govorili da se žele osjećati ugodno s tečajevima."
0:11:27,0:11:32,Žele se osjećati samopouzdano kako bi na kraju mogli pronaći tečaj.
0:11:32,0:11:34,Volio bih se malo više pozabaviti tim pitanjem.
0:11:34,0:11:40,"Mislim da ja i mnogi programeri aplikacija, posebno nezavisni programeri, ne znaju što je to."
0:11:40,0:11:46,"Ne mislite nužno da imaju resurse ili nešto slično, ali su tako loši u istraživanju korisnika i razgovoru s ljudima."
0:11:46,0:11:48,Kakvo je to bilo za Zumbu?
0:11:48,0:11:50,Imali ste li već puno e-pošte?
0:11:50,0:11:51,Dozvolili ste telefonske pozive?
0:11:51,0:11:52,Dozvolili ste Zoom?
0:11:52,0:11:53,Bila je to anketa?
0:11:53,0:11:59,Kako ste zapravo proveli tu istraživanja i počeli otkrivati spoznaje koje su onda postale aplikacija?
0:11:59,0:12:10,"Mi smo toliko sretni kao Zumba jer imamo toliko ljudi koji vole Zumbu, kao što je Lucy spomenula, znate, tetovaža, razina ljubavi prema Zumbi."
0:12:10,0:12:15,"Dakle, uvijek smo imali tisuće i tisuće naših instruktora koji su bili voljni razgovarati s ljudima."
0:12:15,0:12:18,Oni su bili voljni razgovarati s nama i mi smo s njima redovito razgovarali.
0:12:18,0:12:29,"Kad je došao trenutak da pronađemo studente, išli smo osobno na tečajeve i razgovarali smo s njima na tečajevima, ali u našoj bazi podataka ima mnogo ljudi koji su bili voljni razgovarati s nama."
0:12:30,0:12:38,"Dakle, tijekom razvoja aplikacije razgovarali smo s stotinama studenata i instruktora, a u anketama je bilo i mnogo više."
0:12:39,0:12:42,"Srećom, ljudi su voljni razgovarati s nama."
0:12:43,0:12:50,"Žele da im učinimo Zoombu boljom, pa nam je uvijek bilo vrlo lako pronaći ljude s kojima bismo razgovarali i razgovarali smo s njima putem Zooma i telefona."
0:12:50,0:13:02,"Proveli smo mnogo različitih vrsta intervjua u kojima bismo imali strukturirane intervjue, ali smo također radili stvari poput studije u kojoj smo ih pokušavali natjerati da tijekom tjedna vježbaju više."
0:13:02,0:13:06,I to smo nekako tretirali kao provjeru i pustili smo ih da nam razgovaraju i da im ne postavljaju toliko pitanja.
0:13:06,0:13:11,"Dakle, napravili smo mnogo različitih iteracija i dobili smo mnogo dobrih povratnih informacija koje su nam pomogle da oblikujemo aplikaciju."
0:13:12,0:13:12,Vrlo je cool.
0:13:13,0:13:25,"Dok ste radili na tom istraživanju, kako ste razmišljali, pogotovo kad ste se usredotočili na početnike i ljude koji se vraćaju u fitness, gdje ste trebali usredotočiti, kako ste razmišljali o tome?"
0:13:26,0:13:37,"da ne biste previše indeksirali na ljubitelje, ne previše indeksirali na instruktore koji su s vama petnaest godina, ne previše indeksirali na sudionike koji imaju tetovažu Zumba na ruci?"
0:13:38,0:13:52,"Kako ste uravnotežili filtriranje povratnih informacija, u redu, ovo je segment ljubitelja, ali stvarno moramo pronaći nove korisnike da bismo dobili tu svježu perspektivu uz ljubitelje?"
0:13:52,0:13:53,"Da, to je bilo tako važno."
0:13:54,0:14:00,Proveli smo mnogo vremena gledajući naše podatke i izvlačeći posebne ljude koji su preuzeli aplikaciju i zatim su se odmaknuli.
0:14:00,0:14:03,"Aplikacija je bila na početku, a zatim je završila ili je pohađala jedan tečaj i završila."
0:14:03,0:14:16,"I mi provodimo puno vremena razgovarajući s tim ljudima jer očito želimo izgraditi aplikaciju za ljude koji vole Zumbu, ali želimo se pobrinuti da privučemo ljude i da se dovoljno uključe u proizvod da pronađu ljubav prema njemu."
0:14:16,0:14:22,"Dakle, pokušavamo privući ljude koji rano završavaju i razgovarati s njima i shvatiti što ih je natjeralo da odlaze?"
0:14:22,0:14:25,Pronašli ste li drugi proizvod koji vam odgovara ili ste se jednostavno odrekli fitnessa?
0:14:26,0:14:30,Provodimo puno vremena razgovarajući s njima.
0:14:30,0:14:32,"Da, definitivno istraživanje skupina."
0:14:33,0:14:35,"Dakle, sigurno smo vrlo svjesni toga."
0:14:35,0:14:44,"Ali zanimljivo je da je u rezultatima mnogo ljudi koji na kraju odlaze jer bi radije išli na osobni tečaj, što je također dobra situacija za nas."
0:14:44,0:14:51,"Dakle, zanimljivo je da su rezultati koji dobivamo očito ne baš dobri za aplikaciju, ali su dobri za posao općenito i stvarno se drže naše misije."
0:14:52,0:15:12,"Da, i jedan od velikih izazova koji ste svi podijelili sa mnom prilikom pripreme za ovaj podcast jest da postoji toliko besplatnih Zumba lekcija na YouTubeu u ovom trenutku, dvadeset četiri godine nakon što je tvrtka počela s nj slanjem VHS kaseta."
0:15:12,0:15:36,"Dakle, imate dvadeset četiri godine ili mislim da je to trenutak kada počnete raditi na aplikaciji, znate, dvadeset jedan, dvadeset dva, dvadeset tri godine sadržaja koji je izgrađen i ne samo od Zumbe, brenda, nego i od instruktora, influencera, možda čak i od nekih ljudi koji čak ni ne znaju da je Zumba bila marka i samo su stvorili videozapis na YouTubeu koji kaže: Evo, pogledajte moju Zumbu, znate, Dance Fitness."
0:15:36,0:15:45,"Kako ste razmišljali ne samo o balansiranju, nekakvom natjecanju protiv instruktora i uživo tečajeva, već i stvarnom stvaranju nečega što bi se razlikovalo?"
0:15:46,0:15:53,aplikaciju od toga da se može dobiti besplatno i naplaćivati za nešto kad možete samo otići na YouTube i dobiti to besplatno?
0:15:54,0:16:01,"Da, zapravo, posebno na pitanje o YouTubeu, stalno se pitamo pri izradi naše putne karte, kako je to bolje od YouTubea?"
0:16:01,0:16:06,Što bi nekoga natjeralo da želi platiti za ovo kad može otići na YouTube i dobiti to besplatno?
0:16:06,0:16:18,"I jedna stvar koju smo naučili dok smo izradili aplikaciju, dok smo eksperimentirali s različitim značajkama, bila je da su ljudi tražili i bili voljni platiti za vodeni doživljaj, a ne samo za sadržajni repozitorij."
0:16:19,0:16:23,Jedna od stvari koju smo prošle godine izgradili i testirali bile su programi.
0:16:23,0:16:30,"Dakle, umjesto da ih samo bacimo u aplikaciju i dajemo im mnoštvo sadržaja iz kojeg bi mogli birati, počeli smo razvijati ciljane programe."
0:16:30,0:16:43,"Dakle, kad su došli kroz proces uvježbavanja, pitali smo ih o njihovom cilju, bilo da je to mršavljenje, početak, samo zabava ili smanjenje stresa, a zatim bismo im gradili pakete sadržaja ili programe na temelju njihovog cilja."
0:16:43,0:16:46,I to je ljudima dalo mnogo manje paralize odluka.
0:16:46,0:16:55,"Mogli su doći, odmah doći do programa, voditi se kroz tečajeve koji su im bili savršeni, umjesto da moraju razvrstavati sadržaj, što je ono što moraju učiniti na na YouTubeu."
0:16:56,0:16:59,"Dakle, nakon što smo izradili programe, vidjeli smo ogroman napredak u našim brojevima."
0:16:59,0:17:06,Ljudi koji su se pridružili programima gledali su dvostruko više videozapisa od ljudi koji nisu bili upisani u programe.
0:17:06,0:17:08,Naša mjesečna zadržavanje porasla je.
0:17:08,0:17:14,Oko dvostruko se povećala za ljude koji su se pridružili programima.
0:17:14,0:17:25,"Vidjeli smo da je to za nas stvarno razlika i nastavili smo graditi odatle, objavljujući više programa i razvijajući više značajki koje su smanjile izbor koji su korisnici morali donijeti kad su ušli u aplikaciju."
0:17:25,0:17:26,"Da, to je fascinantna stvar."
0:17:27,0:17:32,"Mislim, toliko je aplikacija koje se natječu s i s YouTubeom."
0:17:33,0:17:34,Također se natječu i sa sobom.
0:17:34,0:17:45,Ali stvarno je cool da je to širi posao u kojem možete postići uspjeh kao posao ako netko nekoliko puta koristi aplikaciju i zatim počne pohađati uživo tečajeve koji i dalje imaju koristi za posao.
0:17:45,0:17:46,Ali ta diferencijacija je ključna.
0:17:47,0:17:53,"Na primjer, što je u aplikaciji ono što je razlikuje od drugih aplikacija za fitness, od besplatnog sadržaja na YouTubeu?"
0:17:53,0:18:07,Koje su druge ključne spoznaje ili značajke ili stvari koje su bile svojevrsni trenuci aha za tim Zumba dok ste to razvijali i koje su postale takve osnovne stvari?ni vrijedni stupovi za koje su ljudi bili voljni platiti?
0:18:08,0:18:12,Za nas je puno toga bilo kvaliteta i osiguravanje da je naš sadržaj iznimno visoke kvalitete.
0:18:12,0:18:24,"Povratna informacija koju smo dobili od korisnika bila je da kad su otišli na YouTube, bilo je tako širok raspon jer svatko može objaviti videozapis i, kao što ste spomenuli, ne moraju ni koristiti Zumbu, samo ga zovu Zumba i tako je teško pronaći ono što tražite."
0:18:25,0:18:32,"Ljudi bi nam govorili da će pogledati pet, deset, petnaest videozapisa i jednostavno nemaju vremena ili strpljenja da to učine."
0:18:32,0:18:40,Stvarno smo se usredotočili na kvalitetan sadržaj i provodili smo mnogo istraživanja kako bismo utvrdili kakav je to sadržaj koji žele.
0:18:40,0:18:42,U početku smo imali puno vrlo raznolikog sadržaja.
0:18:42,0:18:49,"I dalje imamo puno raznolikog sadržaja, ali od korisnika smo saznali da mnogi ljudi traže sadržaj za početnike jer tek započinju."
0:18:49,0:18:50,Vraćaju se u fitness.
0:18:51,0:18:55,Stoga smo počeli stvarno snimati puno kvalitetnog sadržaja za početnike koji im može pomoći da krenu.
0:18:55,0:19:07,"Dakle, samo dobivanje vrlo kvalitetnog sadržaja koji korisnici žele, stavljanje pred njih i usmjeravanje korisnika na sadržaj koji traže što je prije moguće, tako da ih možemo dovesti do tog trenutka aha, koji smo naučili, to su tri tečajeva."
0:19:07,0:19:12,"Vidimo da kad korisnici dođu do tri tečajeva, mnogo je vjerojatnije da će ostati s nama."
0:19:12,0:19:15,Moraju doista doživjeti malo toga i onda odlaze.
0:19:15,0:19:16,A onda ostanu i vole to.
0:19:16,0:19:26,"Želim dodati da smo, naravno, tijekom godine i pol vidjeli velike poboljšanja, puno smo naučili kroz značajke, kao i strategije stjecanja i rasta."
0:19:26,0:19:32,Ali mislim da je jedna stvar koju još uvijek tražimo otključavanje kako izgraditi zajednicu putem aplikacije.
0:19:32,0:19:35,Čarolija Zumbe zapravo je u snazi zajednice.
0:19:35,0:19:38,Stvarno ne mislimo da se može zamijeniti virtualnim iskustvom.
0:19:38,0:19:42,Mislim da će osobno iskustvo uvijek pobijediti.
0:19:42,0:19:46,Ali pokušali smo s nekom osnovnom značajkom zajednice.
0:19:46,0:19:47,"Nismo uspjeli, pa smo je isključili."
0:19:47,0:19:56,Ali ove godine i nadamo se da ćemo sljedeće godineće godine posvetiti vrijeme razmišljanju o tome kako možemo stvarati i graditi zajednice putem aplikacije Zoomba.
0:19:57,0:20:03,"Tako ćemo zapravo omogućiti ono što se događa, malo, znate, malo ponoviti ono što se događa u osobnoj klasi."
0:20:04,0:20:04,Da.
0:20:04,0:20:11,"I to je tako zanimljiv faktor rasta, jer je čarobnost zajednice osobno nevjerojatna."
0:20:12,0:20:23,"Kao što ste rekli, ne možete to ponoviti za, mislim, vjerojatno stotine milijuna ljudi diljem svijeta, iako ste u stotinu osamdeset zemalja, možda nema lokalne Zumba klase u koju se mogu pridružiti."
0:20:23,0:20:25,"Dakle, pronaći načine da."
0:20:25,0:20:33,"Da bismo ponovili dio te magije, dobili malo magije u aplikaciji, što bi moglo biti vrlo snažno otključavanje za sljedeću fazu rasta."
0:20:33,0:20:38,"Dakle, stvarno je fascinantno da ste isprobali bilo kakve lekcije iz neuspjeha."
0:20:39,0:20:43,Što mislite da nije uspjelo u vašem prvom pokušaju?
0:20:43,0:20:50,Naš prvi pokušaj u zajednici bio je da smo proveli istraživanje i testirali nekoliko hipoteza o tome gdje želimo započeti.
0:20:50,0:20:56,Naša hipoteza bila je da ljudi žele razgovarati o tečajevima nakon što ih pohađaju.
0:20:56,0:20:59,Na kraju smo izgradili mnoštvo različitih chatova u koje se možete pridružiti.
0:20:59,0:21:05,"Razgovarali smo o niti u kojima se možete uključiti i razgovarati o nastavama, putovanju zdravlja ili o tome kako započinjete s Zumba."
0:21:06,0:21:11,"I mi smo pomislili, znate, ako ga izgradite, doći će i izgradili smo ove zajednice."
0:21:11,0:21:21,"I otkrili smo da ljudi zapravo ne žele sudjelovati, ne u kontekstu nastave, nisu htjeli pohađati nastavu i onda ući u zajednicu i razgovarati o njoj."
0:21:21,0:21:26,"Dakle, u sljedećoj iteraciji razmišljamo o tome kako možemo učiniti zajednicu mnogo kontekstualnije."
0:21:26,0:21:28,I to se vraća na to da ste u živoj nastavi.
0:21:28,0:21:35,"Znate, vi ste u nastavi, sudjelujete, dajete petice ljudima u nastavi, razgovarate sa svojim instruktorom nakon što vam instruktor traži povratne informacijene informacije."
0:21:35,0:21:36,Smiješim se Lucy.
0:21:36,0:21:37,Lucy se smije natrag meni.
0:21:37,0:21:46,"U razredu postoji toliko različitih interakcija koje su, mislim, mnogo moćnije od pristupa ljudi koji žele razgovarati o razredu prije ili poslije."
0:21:46,0:21:52,"Dakle, to je ono što, mislim, nije uspjelo za nas i pokušat ćemo ponovno s kontekstualnijim pristupom."
0:21:52,0:21:55,Zajednica je tako teška.
0:21:55,0:22:08,"Nadam se da će ljudi moći naučiti neke lekcije iz toga i pratiti što Zoomba radi jer sam siguran da ćete, dok nastavite iterirati, pronaći nešto što radi i od čega će naučiti i mnoge druge aplikacije."
0:22:09,0:22:12,Sljedeći dio o kojem želim govoriti je iteracija.
0:22:13,0:22:29,"Doista sam cijenio rastući stav koji sam čuo od vas obojice prilikom pripreme za podcast, a to je da se čini da postoji pravi rastući stav, iako ste imali veliki lansiranje s početnim lansiranjem aplikacije 2024."
