Start (HH:MM:SS),End (HH:MM:SS),Segment
0:04:44,0:04:52,Tako da ne mislim da će biti veliki problem da se multipolarni pored.ak također verificira u tom susretu.
0:04:53,0:05:11,"Ukoliko bi Trump napustio taj susret, a da na sve to ne pristane, onda će vjerojatno sebe dovesti u još gori položaj, onda predstoji neka vrsta nasilnog preslagivanja svjetskog poredka."
0:05:11,0:05:29,"Dakle, sada Trump ima šansu da dobrovoljno prepusti neke ovlasti koje su Sjedinjene države do sada imale, a ukoliko ne bude htio to dobrovoljno uraditi, na neki drugi način, ali mislim da tu nema izbora."
0:05:30,0:05:30,A je li on spreman?
0:05:31,0:05:36,Ove države su u nepovoljnoj poziciji i to se samo još pogoršava.
0:05:37,0:05:39,"Oprostite, je li on spreman na to?"
0:05:40,0:05:41,Znate kako ono?
0:05:41,0:05:46,"Jedan veliki, big, beautiful dogovor, big, beautiful tariffs, svašta nešto."
0:05:50,0:05:56,"Vidite, on je spreman da to predstavi svojoj javnosti kao bilo šta."
0:05:56,0:06:01,"Mislim, on može reći da je on podčinio Kinu."
0:06:01,0:06:12,"svojim moćima i da će u buduće kineski lider slušati samo njega, on je u stanju to ispričati američkoj javnosti."
0:06:12,0:06:30,"Međutim, na lincu mjesta vjerovatno će imati savjete ako ništa od ljudi njemu bliskih, prije svega Marka Rubija, da prihvati neke od tih stvari dobrovoljno da ne bi Sjedinjene države dospjele u još gori položaj."
0:06:31,0:06:37,"Ja mislim da će to ići tim nekakvim tokom, a sada kako će to biti predstavljeno."
0:06:37,0:06:40,"američkoj javnosti, možemo samo zamišljati."
0:06:41,0:06:51,"Mislim, to svaki put ide neki korak dalje i uvijek je to nešto spektakularnije i nešto što je dalje od realnosti."
0:06:52,0:07:01,"Mislim, njegove verzije su svaki put potpuno odvojene od realnosti, kao što i on sam sve više odvojen od realnosti."
0:07:02,0:07:11,"Tako da neovisno o onome o čemu se bude zaista razgovaralo i na što on bude pristao, on će ispričati svoju verziju događaja."
0:07:12,0:07:22,"Znači, reklo bi se onako da Kina ima asa u rukavu, barem što se ovog susreta tiče, a da je, kako ste vi rekli, Amerika u podređenom položaju?"
0:07:24,0:07:24,"Da, apsolutno."
0:07:25,0:07:27,Mislim da to nije upitno.
0:07:28,0:08:07,"Kina zaista sada ima u svojim rukama i svjetsku ekonomiju u smislu da veći dio industrijske proizvodnje koju svijet poznaje zapravo se obavlja u Kini, da je Kina naj ima tu realnu ekonomiju što se kaže, a Sjedinjene države koje su ostale isključivo na financijskoj ekonomiji sada se nalaze pred slogom samog petrodolara na kojem počiva ta njihova financijska ekonomija."
0:08:08,0:08:15,"To isto tako nije pitanje da li će do toga doći, nego je pitanje kada će do toga doći."
0:08:16,0:08:24,"Uveliko se već kreće u tom pravcu, dakle prodavanje nafte od strane velikih proizvođača."
0:08:25,0:08:32,"Za juane ili za rublje, međusobna trgovina Rusije i Kine sa juanima i rubljem."
0:08:32,0:08:41,"Također, vodi ka tome, a jednostavno, petrodolar će odumrijeti kao sredstvo plaćanja."
0:08:42,0:08:45,To se neće desiti na neki spektakularan način.
0:08:46,0:09:05,"Da u jednom danu vidimo nekakav krah, ljudi obično to zamišljaju tako, ali postepeno će doći do toga da će petrodolar prestati da ima važnost i da će Sjedinjene države, onda morate zaista da se bave svojim vlastitim dugovima."
0:09:05,0:09:20,"Neće moći da štampaju dolare i da svoje dugove i svoj deficit i trgovinski, a i budžetski pokrivaju tim petrodolarima koje štampaju onako nemilice već godinama."
0:09:20,0:09:22,Sada će se sve to morati promijeniti.
0:09:24,0:09:35,"Kad gledamo sada taj sastanak, odnosno Trumpa i kineskog predsjednika, kakve bi mogle biti dugoročne posljedice?"
0:09:36,0:09:42,"Sad ste neke naveli., ali primjerice za nas, za Evropu u ekonomskom smislu."
0:09:43,0:09:47,Pa Evropa je tu u još lošijoj poziciji nego Sjedinjene države.
0:09:48,0:10:11,"U velikoj mjeri i rat u Ukrajini su Sjedinjene države zajedno sa Britanijom odpočele kako bi Evropu dovele u krajnje nepovoljan položaj, kako bi jeftinu rusku naftu i gaz oduzele Evropi, kako bi Evropu dovele u sukob sa Rusijom, kako bi je dovele u bezizlazno poziciju."
0:10:12,0:10:23,"Sada sa zatvaranjem hormuškog prolaza, Evropa gubi i onaj izvore gasa koji je do sada imala, dakle onaj katarski i djelomično iranski."
0:10:25,0:10:33,Tako da ono što se može vidjeti iz svega je da će Evropa biti tu u još nepovoljnijoj poziciji.
0:10:33,0:10:48,"Naravno, hormuški prolaz će biti postupno otvaran na ovom principu koji Iran diktira, a to je da se naplaćuje 2 milijuna dolara po tankeru."
0:10:49,0:11:03,Tako da jednostavno mislim da cijene će pokazati vremenom da je Evropa još u nepovoljnijoj poziciji nego što će to biti Sjedinjene države.
0:11:03,0:11:15,"Sjedinjene države će imati unutrašnji financijski krah, ali Evropa se nalazi u trajnoj krizi jer nema jednostavno vlastite resurse."
0:11:16,0:11:23,Također se u velikoj mjeri odrekla industrijske proizvodnje i prepustila to Aziji.
0:11:24,0:11:29,i orijentirala se ka toj financijskoj ekonomiji.
0:11:30,0:11:33,Tako da mislim da Evropu tek čekaju teški dani.
0:11:34,0:11:37,"Mnogo, mnogo teže nego Sjedinjene države."
0:11:37,0:11:42,"Aziju naravno čeka prosperiteta, ali mi to neće odmah nastupiti."
0:11:42,0:11:54,Prije svega istočna Azija će prosperirati ukoliko naravno ne dođe do velikog sukoba koje Sjedinjene države nastoje da izazovu oko Tajvana.
0:11:55,0:12:06,"Mada ne postoji autentičan sukob oko Tajvana, Kina i Tajvan nisu u sukobu Tajvan bi vjerojatno volio da se jednog dana pripoji Kini."
0:12:07,0:12:09,Mislim da je to perspektiva.
0:12:09,0:12:18,"Međutim, Sjedinjene države će nastojati da tu izazovu sukobu u jugoistočnoj Aziji, prije svega da zatvore plovne puteve."
0:12:19,0:12:26,"Međutim, on danas čeka jedan malo ozbiljniji još sukob nego što je bio ovaj oko Hornškog prolaza."
0:12:27,0:12:37,"Kina ne može jednostavno to da dozvoli, a Kina ima sredstvo da se suprotstavi Sjedinjenim državama još jače nego što je to naravno moglo."
0:12:37,0:12:38,"Naravno, mogao i Iran."
0:12:39,0:12:52,"U svakom slučaju, što se tiče Evrope, Evropa je, mislim, prokucala svoje šanse, imala je nevjerojatno povoljnu poziciju."
0:12:53,0:13:00,"Sjedinjene države su, naravno, nakon drugog svjetskog rata sve više i više preuzimale dominaciju nad Evropom."
0:13:01,0:13:27,"Evropa se postepeno odricala svojih kolonija, međutim, ta bivša kolonijalna sila sada će doći u poziciju da jednostavno neće imati onaj resursi.se na kojem prethodno računala, a Rusija i Kina će i one resurse u Africi na koje je Evropa eventualno mogla da računa, također staviti pod svoju kontrolu i to se već sada u velikoj mjeri vidi."
0:13:28,0:13:45,"Prema sukobima u Nigeru i u Maliju imamo prisutnost Rusije i Kine, tako da Evropa je ta koja je ostala što bi se kod nas reklo kratkih rukava i ne mislim da ima ikakve šanse da u budućnosti išta promijeni."
0:13:46,0:13:53,"Dobro je da ste sad spomenuli ovaj sukob u Maliju jer to sam htiotjela i ja, da tako kažem, obličiti u jedno pitanje."
0:13:53,0:14:09,"Jer zapravo najprije rat u Iranu, prije toga rat u Iranu, Ukrajina, pa sada i ovaj sukob, odnosno ima još niz sukoba koji doista, pa na ružan, odnosno na ratnički način, preoblikuju svijet."
0:14:09,0:14:12,A mi o tome kao da ne želimo slušati.
0:14:14,0:14:16,"Pa eto, to je to tipično."
0:14:18,0:14:20,"Da ne kažem evropsko, hajde."
0:14:21,0:14:24,Ali jeste jedan vid zapadnjačkog ponašanja.
0:14:25,0:14:31,Da se glava u pijesak zabije kad se vide neke stvari koje su nepovoljne.
0:14:32,0:14:49,"Globalni poredak se preslaguje i možemo reći da je ovo u neku ruku, eto ovi ratovi koje ste nabrojali, to su sve neke etape globalnog rata koji možemo slobodno reći da je u toku."
0:14:50,0:15:01,Ja se ne bojim reći da je treći svjetski rat zapravo započeo i da je u toku i da neće se odvijati možda na spektakularan način kao što se drugi svjetski.
0:15:01,0:15:09,"rat odvijao, ali će se odvijati i iz njega ćemo imati pobjednike koji će izaći i poražene koji će izaći."
0:15:09,0:15:21,"Tako da jednostavno, previše se silnica namnožilo, tako da kažem, i previše je zainteresiranih strana da ne bi došlo do sukoba."
0:15:21,0:15:38,"Mislim da je apsolutno nemoguće da se izbjegne sukob sa ovakvim tenzijama koje postoje u svijetu i sa ovakvim ambicijama koje postoje recimo u istočnoj Aziji, a opet s željom Zapada da zadrži svoju dominaciju."
0:15:39,0:15:50,Tu imamo sada i Afriku kao polje gdje Kina i Rusija ubrzano osvajaju prostor tako da odsjecaju Evropu od resursa.
0:15:51,0:15:56,"I mislim da kad se sve to sabere, mi zaista jesmo u jednom globalnom sukobu."
0:15:56,0:16:00,"Samo je to ne želimo to da vidimo, zavlačimo glavu u pijesak."
0:16:01,0:16:11,"I onda su zapravo dvije strane tog sukoba, ova globalistička i s druge strane, ne?"
0:16:11,0:16:13,Ja ne bih tako nazvao.
0:16:14,0:16:16,Ja mislim da je to vještačka dilema.
0:16:17,0:16:21,Obično se govori o globalističkoj i suverenističkoj strani.
0:16:22,0:16:31,"Međutim, mislim da se radi samo o dva krila jedne globalne elite koji različito vide budućnost svijeta."
0:16:32,0:16:49,"Jedni je vide sa centraliziranom vladom, to su takozvani globalisti, a drugi je vide sa zemljama koje će biti prividno suverene, ali zapravo glavna stvar je tu da će zavladati totalitarni ili autoritarni."
0:16:49,0:16:50,režim.
0:16:50,0:16:55,Naš čeka sljedećih 30 godina autoritarnih režima.
0:16:55,0:17:06,"Nisu uzalud se našli u istom vremenskom periodu i Trump, i Putin, i Xi Jinping, i Modi u četiri najveće zemlje na svijetu."
0:17:08,0:17:11,I isto tako nije slučajan rast desnice.
0:17:12,0:17:24,To je sve dio jednog procesa koji treba zapravo da osigura da jedno drugo krilo globalne elite osvoji što više prostora i da ona zapravo vlada.
0:17:25,0:17:31,A u kapitalizmu mi imamo kapitalizam i niko ne pokazuje želju da izađe iz kapitalizma.
0:17:31,0:17:34,U kapitalizmu uvijek vlada globalna elita.
0:17:35,0:17:37,Ne vladaju zapravo države.
0:17:38,0:17:47,Od samih početaka kapitalizma vladala je transnacionalna elita koja je u velikoj mjeri bila globalna.
0:17:48,0:19:02,"Ja sam o tome i pisao u svojoj knjizi Nations and Capital, gdje sam htio da pokažem da je zapravo nacionalizam sredstvo pomoću kojeg je kapitalizam opstajaje, da je jednostavno autodestruktivni mehanizmi koje kapitalizam ima, a to je prije svega neprekidnost povećavanja jaza između bogatih i siromašnih, što na kraju dovodi do nekakvih potencijala za pogon, da se prevlada uz pomoć nacionalizma, da se uvijek uključuje nacionalizam kako bi se svako društvo nanovo zalijepilo, tako da se ne bi primijetilo da ima tih jedan postov koji uzimaju sve, a da ostali rade za njih., nego da jednostavno se plasira ideja o tome da svi imamo jednaka prava, jednake interese, da smo svi jedna nacija, a zapravo se radi, nacije su po mom dubokom uvjerenju ništa drugo nego torovi ili kavezi ako hoćete za ove donje koji ostanu zapravo prikraćeni za taj profit."
0:19:03,0:19:16,"Dok oni koji uzimaju profit, oni djeluju transnacionalno iznad toga i komuniciraju, imaju dodatnu pravovremene informacije."
0:19:17,0:19:26,"Dok su svi ostali zagrađeni tim zidovima i ne vide, misle da ta njihova nacija je sav svijet i da treba za nju da se bore."
0:19:27,0:19:31,"Međutim, hoću da kažem da sada dolazi novi period."
0:19:31,0:19:37,Mi sada imamo epohu koju sam ja nazvao epohom hiperkapitalizma.
0:19:40,0:19:56,"Jasnite mi, jedna je elita globalna koja je od početka postojala, sada se još više suzila i sve manji broj ljudi uzima sve više kapitala, odnosno profita."
0:19:57,0:20:04,U svoje džepove postoji ekstrakcija kapitala koja je sada potpuno nesmetana.
0:20:05,0:20:10,"Nema više sindikata, nema više ljevice, nema ničega što bi stajalo na putu tome."
0:20:11,0:20:16,"Jednostavno postoji samo ideja profita, ideja ekstrakcije kapitala."
0:20:17,0:20:35,"I onda u takvom jednom slučaju, kada postoji hiperkapitalizam, obični nacionalizam koji je onako prikazan kroz demokratske i liberalno-demokratske forme, sa glasanjem i svim ostalim što ide uz demokraciju itd."
0:20:36,0:20:52,"više neće biti dovoljan kao ljepilo koje će držati društvo na okupu, nego će biti potreban mnogo snažniji nacionalizam, a to je taj autoritarni nacionalizam ili totalitarni nacionalizam."
0:20:53,0:20:56,"Dakle, to je otprilike slika Evrope iz 30."
0:20:57,0:20:58,godina 20.
0:20:58,0:20:59,stoljeća.
0:21:01,0:21:03,Ja to ne bih nazvao fašizmom.
0:21:03,0:21:07,Fašizam ima svoju historijsku ulogu i mjesto itd.
0:21:08,0:21:12,Ja to nazivam autoritarnim nacionalizmom zato što to jeste.
0:21:13,0:21:15,Zaista tehnički gledano to jeste.
0:21:16,0:21:26,To i mislim da nas čeka barem 30 godina takvog jednog sistema sve dok vlada ovakav hiperkapitalizam kakav nam se nametnuo.
0:21:27,0:21:36,"Da li će nakon toga uslijediti nešto drugo ili ne, to je sad veliko pitanje, ali mislim da nas čeka jedan dugi period gdje nam se pod suverenizmom."
0:21:37,0:21:54,prodaje zapravo autoritarni nacionalizam koji treba samo da jednoj drugoj grani globalne elite donese malo veći profit nego onoj koja je bila za centraliziranu globalnu vladu.
0:21:54,0:21:56,"Eto, ja bih to tako postavio."
0:21:57,0:22:08,Mislim da se oko kapitalizma tu možemo svi složiti da ima taj autodestruktivni mehanizam i da ga je stalno morao nekako prevladavati.
0:22:09,0:22:14,Ja tvrdim da je nacionalizam igrao tu ključnu ulogu i da nacije zapravo jesu.
0:22:15,0:22:22,"Tome su služile prije svega, a imale su i geopolitičku ulogu u određenom periodu."
0:22:22,0:22:34,"Prije svega kada je vodeća kapitalistička sila Velika Britanija se borila protiv ostalih imperija, ona ih je zapravo srušila bez da je ikada vodila ratove s njima."
0:22:35,0:22:49,"Jedino je sa Habsburgskom monarhijom donekle vodila rat u Prvom svjetskom ratu, ali sve ostale imperije, špansku, portugalsku, otomansku i ostale koje su još tu bile na sceni."
0:22:49,0:22:52,rušila je uz pomoć nacionalnih revolucija.
0:22:53,0:23:05,Nacionalne revolucije su igrale geopolitičku ulogu zapravo i to je išlo u korist vodeće kapitalističke sile koja je nekih 300 godina dominirala svijetom.
0:23:06,0:23:15,"Tako da mislim, eto, nacije nisu ništa zbog čega bismo trebali biti ni sretni, niti tugovati."
0:23:15,0:23:25,To je jednostavno nešto što nam je nametnuto kao sredstvo da bi opet ta jedna globalna elita mogla da profitira.
0:23:26,0:23:30,"nesmetano, a sada nam nameću još jedan dijel."
0:23:30,0:23:40,Uz hiperkapitalizam nam još nameću autoritarni nacionalizam u kojem neće biti ni malo komforno živjeti ovih predstojećih barem 30 godina.
0:23:41,0:23:45,"Kad kažete neće biti ni malo komforno živjeti, na što mislite?"
0:23:46,0:23:50,Uključuje li to možda i najavu digitalnih gulaga?
0:23:52,0:23:54,"Sasvim je moguće, mislim."
0:23:55,0:24:00,"Kontrola će biti mnogo veća, ja zato to i ne poredim sa fašizmom iz 30."
0:24:01,0:24:09,"godina, zato što ondašnja tehnologija kontrole se ne može porediti ni na koji način sa današnjom."
0:24:10,0:24:12,Danas je apsolutna kontrola moguća.
0:24:13,0:24:39,"I prije svega mislim da ova globalna elita koja jeste vezana za informatičku industriju, za umjetnu inteligenciju itd., da je ona ta koja forsira upravo ovu vrstu suverenizma, odnosno autoritarnog nacionalizma nasuprot globalizmu koji je bio forsiran od financijskih elita."
0:24:40,0:25:28,"Mislim da su to dva krila koja manje više se nadmeću unutar globalne elite i da sada ova druga koja je vezana za informatičku industriju, koja je inicijalno vezana za vojno-industrijski kompleks i predstavlja njegov dio, ali se vremenom izdvojila kao posebna grana, možemo reći, stvorila je tehnologiju koja omogućava potpunu kontrolu i mislim da onda je zaista moguće očekivati da ti autoritarni ili totalitarni sistemi budu znatno drugačiji od onih totalitarnih sistema iz 30."
0:25:28,0:25:37,godina jer će imati mogućnost da nas apsolutno kontroliraju na svakom onom koraku i u svakom momentu našeg života.
0:25:38,0:25:41,Možemo li to ikako izbjeći?
0:25:41,0:25:58,"Znači, mnogi ljudi, brojni, ne vjeruju uopće u to da te danas sutra netko može isključiti jer si na mom podkastu nešto rekao što nije možda u skladu ili si nešto negdje komentirao što nije možda u skladu sa tom politikom."
0:25:59,0:26:01,Ali zašto bismo se tome čudili?
0:26:01,0:26:10,"Na kraju krajeva, evo i profesor Jiang mi je nedavno u podkastu rekao kako umjetna inteligencija služi samo za nadzor."
0:26:10,0:26:12,A on to jako dobro zna jer živi u Kini.
0:26:14,0:26:25,"Mislim da on ne zbog svog kineskog iskustva, nego prije svega zbog svojih intelektualnih kvaliteta je u stanju da dokuči sve to."
0:26:25,0:26:26,skupa.
0:26:26,0:26:34,"A ja ću vam reći, ja sam imao jedno malo, ali zaista dovoljno ilustrativno iskustvo i u svom životu."
0:26:35,0:26:46,Jednu godinu sam predavao u Dubaju na nekom američkom universitetu i tamo u Dubaju vam je sve vezano za broj telefona.
0:26:47,0:26:53,"Kada imate broj telefona, imate i bankovni račun, imate pristup svemu ostalom."
0:26:53,0:26:59,"Kada nemate broj telefona, apsolutno ne postoji, kao da nemate pasaž, kao da vas nema."
0:27:00,0:27:05,"I sada dok dobijete broj telefona, pa prođe, Boga mi je, dobrih mjesec dana."
0:27:06,0:27:22,"Tih mjesec dana ja ne znam ni kako sam preživljavao, jer zaista sve što je vezano za digitalna sredstva komuniciranja je bilo vezano za moj broj telefona koji ja nisam imao."
0:27:23,0:27:26,"Prema tome, evo to vidio sam, a to je još bilo 2019."
0:27:27,0:27:37,"E sada, uzmite u obzir koliko se od tada napredovalo kad je umjetna inteligencija u pitanju i koliko će se još napredovati."
0:27:38,0:27:58,"A koliko sve radikalnije i radikalnije ideje u vezi s tim dolaze u glave onih koji upravljaju tim procesima, onda možemo zaista očekivati da se ide preko svih granica, pa i preko granica ljudske egzistencije u pravcu takozvanog transhumanizma itd."
0:27:59,0:28:10,Da se od ljudi načine strojevi pa da se mogu još bolje upotrebljavati nego što su se do sada upotrebljavali u proizvodnji.
0:28:11,0:28:34,"Jeste li profesore ikad razmišljali, sad mi je palo na pamet, što je to u ljudskom srcu, što je to u ljudskom umu, što je to u čovjeku, u tim elitama da žele takvu nadmoć nad ostatkom svijeta, da žele, ne znam, dobivali se to, ne znam, rođenjem, statusom, novcem, planinama novca."
0:28:38,0:28:49,"Radi se o volji za moć koja očigledno da raste jednostavno progresivno, što više imate te moći imate veću želju za."
0:28:50,0:28:51,njom.
0:28:51,0:28:56,"To je nešto kao neka vrsta droge, ali imam drugo objašnjenje."
0:28:57,0:29:08,"Naravno, postoji ljudi koji mogu imati planinu novca pa su ravnodušni prema tome, ali oni neće nikada biti dijelom te elite, oni će odmah biti eliminirani."
0:29:08,0:29:20,"Čak i ako slučajno zarade novce kojim bi mogli da kupe ulazgljicu u tu elitu, bit će eliminirani ako se vidi da to nije nešto za njih."
0:29:21,0:29:25,"Dakle, mislim da je jednostavno u pitanju neka vrsta droge."
0:29:25,0:29:31,"Droge, da volja za moći jeste droga koja čovjeka tjera sve dalje i dalje."
0:29:32,0:29:37,Da je to nešto što se teško može zaustaviti ili se uopće ne da zaustaviti.
0:29:38,0:29:40,"Kad je to počelo, po lama?"
0:29:40,0:29:45,"Elite, stalno se govori zapravo da te elite nisu sad samo iz 20."
0:29:46,0:29:50,"stoljeća, da se to nasljeđuje što bi se reklo preko krvi."
0:29:52,0:30:00,"Kad je zapravo bio taj okidač u povijesti svijeta koji je prelomio, aha, mi smo elite, a vi drugi ste ne znam."
0:30:01,0:30:06,"Kmetovi, sirotinja, ne valjate, treba vas kako vi kažete utor."
0:30:10,0:30:13,"Vidite, još u doba robovlasništva je to postojalo."
0:30:15,0:30:21,Postojala je marksistička teza da je kapitalizam recimo stvorila buržoazija.
0:30:23,0:30:37,"Međutim, sva kasnija istraživanja pokazuju zapravo da je kapitalizam nastao tako što je ranija vladajuća klasa, aristokratska, zapravo shvatila da taj sistem nije dovoljno produktivan."
0:30:37,0:30:44,"i da propada i da su da bi održali vlastitu poziciju stvorili novi sistem, a održali sebe kao elitu."
0:30:45,0:31:02,Ima jedna rečenica od mog omiljenog autora Immanuela Wallersteina ili što kažu Amerikanci Wallerstina koji je rekao pogledajte listu najbogatijih porodica 1351.
0:31:03,0:31:05,i 1951.
0:31:06,0:31:09,i vidjet ćete da nema neke velike razlike.
0:31:10,0:31:16,To zapravo ide protiv te Marksove teze da je došla buržoazija i smijenila.
0:31:16,0:31:29,"Naravno, Marks je bio opterećen Hegelovom dijalektikom pa je smatrao da treba jedna klasa zamijeniti drugu pa opet ona biti zamijenjena sljedećom i tako dalje."
0:31:31,0:31:36,"Naravno, pridružili su se neki članovi buržoazije."
0:31:38,0:31:48,"Familija Rothschild nije bila aristokratska, oni su jednostavno bili ta građanska klasa koja je uspjela dovoljno da se obogati, da se pridruži tim vladajućim."
0:31:49,0:32:07,"Elitama, ali u biti mislim da je evropska aristokracija stvorila kapitalizam, prije svega ona britanska, holandska i britanska, da su stvorile kapitalizam i da od tada imamo ovu formu gdje zapravo elite više nisu otkrivene nego su prikrivene."
0:32:08,0:32:10,Mislim da je kvalitativna razlika u tome.
0:32:11,0:32:27,"Aristokracija nije krila da je aristokracija, znalo se da su oni ratnička klasa, znalo se da se njima plaća porez, a da oni zauzvrat pružaju fizičku i donekle i pravnu zaštitu svojim kvetovima."
0:32:28,0:32:47,"Međutim, u kapitalizmu gdje dolazi do akumulacije kapitala koja treba na izgled da djeluje prirodno, koja treba da djeluje spontano, kao neki proces koji je neminovan, onda dolazi do potrebe da se ta vladajuća elita zapravo drži u pozadini."
0:32:48,0:32:57,"Da se ne bi vidjelo da su to ljudi koji vuku konce, nego da izgleda da se ti konci same vuku, tako da kaže."
0:32:57,0:32:58,Kao slučajno.
0:32:59,0:33:04,Mada da postoji jednostavno neminovnost u svemu tome.
0:33:05,0:33:15,"Dakle, osnovna religija u kapitalizmu jeste ta religija koja nam kaže da je neminovno da će neki ljudi zaraditi."
0:33:16,0:33:32,"A zapravo to što su imali i prije toga i što su to samo umnožavali i tako dalje ili što su prethodno opljačkali prvih milijun pa onda rekli nemojte me pitati za prvih milijun, a dalje ću djelovati po zakonu."
0:33:33,0:33:37,"Dakle, to su sve stvari koje se zapravo u kapitalizmu prikrivaju."
0:33:38,0:33:52,"I ta elita koja stvara vrijednost na izgled iz ničega, zapravo je uvijek prikrivena i ona se iz generacije u generaciju prenosi."
0:33:52,0:33:54,Ona nije nešto što je novo.
0:33:56,0:34:11,"Kod nas se tek sada počelo pričati o tim globalnim elitama i to je meni malo smiješno, jer to zapravo je nešto što datira u najmanju ruku u ovom obliku, kao u kapitalizmu, datira od 16."
0:34:12,0:34:12,stoljeća.
0:34:13,0:34:31,"Hajde, recimo da je revolucija u Holandiji bila prva takva manifestacija kada su se oslobodili španske imperije i stvorili svoju državu i stvorili tu kapitalističku strukturu."
0:34:32,0:34:36,"Pa zatim, engleska revolucija 1648."
0:34:37,0:34:49,Recimo da su to dva ključna događaja gdje se kapitalizam kao struktura uspostavlja i uspostavlja se ta globalna elita i ona od samog početka ima isključivu.
0:34:50,0:34:58,"intenciju da bude globalna i kako da bude lokalna, nacionalna ili ne znam šta."
0:35:00,0:35:06,"Mnogi kažu, svi putevi vode u London, točnije u City of London."
0:35:07,0:35:08,Slažete li se?
0:35:09,0:35:09,Slaže.
0:35:10,0:35:22,"Ja obično kažem, kada spominjem Wall Street, ja kažem u New Yorku postoji samo jedna ulica koja se zove Wall Street, a u Londonu postoji čitav grad koji se zove City of London."
0:35:23,0:35:25,Pa sad vi procijenite šta je o to.
0:35:25,0:35:26,Što je od toga važnije.
0:35:28,0:35:31,"Ali, eto, obično se kolokvijalno spominje Wall Street."
0:35:32,0:35:37,Samo malo bolje upućeni znaju za City of London kao za središte.
