Start (HH:MM:SS),End (HH:MM:SS),Segment
0:10:59,0:11:06,"I napravljen je film u Hollywoodu o njegovom životu, film se zove Drobox."
0:11:13,0:11:35,"On je protestantski pastor, ostavio je jednu kutiju ispred svoje kuće jer su mnoge žene ostavljale svoju djecu koju ne žele i ne mogu se brinuti doslovno na ulici ispred njegovih vrata."
0:11:36,0:11:40,Jer su mnoge žene ostavljale svoju djecu koju ne žele i ne mogu se brinuti doslovno na ulici ispred njegovih vrata.
0:11:42,0:11:48,"Pa je onda stavio kutiju, bolje da se stavi u kutiju nego baš na cestu da onda umru od hladnoće."
0:12:00,0:12:10,U Južnoj Koreji je velika sramota za samohranu majku koja sama ima dijete i zbog toga se događa da puno žena ostavi svoje dijete tako na cesti.
0:12:14,0:12:20,2108 djece od aborcija ili abandonment.
0:12:21,0:12:29,I ovaj pastor je zapravo spasio 2108 života od napuštenosti i od smrti na cesti.
0:12:34,0:12:39,Bio sam kod njega i on je imao petero djece koje su njemu dali da ih posvoji.
0:12:44,0:12:46,On je zapravo kontroverzna osoba.
0:12:46,0:12:50,"Neki ljudi kažu da on nije baš normalan, da to nije dobro što rodi."
0:12:54,0:12:58,"Ali on kaže nemojte napustiti svoju djecu, dajte je meni."
0:13:10,0:13:18,On ima kuću u koju je primio i posvojio djecu koja imaju neki oblik invaliditeta ili poteškoća u razvoju.
0:13:24,0:13:29,On je zapravo živo utjelovljenje onoga što znači biti pro-life za život.
0:13:33,0:13:36,Njegovo srce je prepuno ljubavi za dječicu.
0:13:38,0:13:40,I on neka bude nama svima za uzor.
0:13:46,0:13:49,Njegov film će vas sigurno plakati na ovaj film.
0:13:55,0:14:00,"Imamo kampanju u Južnoj Koreji, a stopa rađanja, stopa fertiliteta je jako niska."
0:14:03,0:14:05,Skoro nitko više nema djecu.
0:14:15,0:14:22,"Ali zanimljivo, skoro svatko ima visoki stupanj obrazovanja i jako su obrazovani, ali eto, ne idu rađati djecu."
0:14:29,0:14:36,"Zapravo imaju veliku demografsku krizu, starije stanovništvo je većinom, a jako malo djece se rađa i mladih."
0:14:46,0:14:54,"Sad govorimo o Tajvanu, oni su prije koju godinu imali najnižu stopu rađanja u svim državama na cijelome svijetu."
0:15:03,0:15:07,"Stopa nataliteta je bila 1,07 po jednoj ženi."
0:15:20,0:15:30,"Naša voditeljica u Tajvanu je iz Argentine, časna sestra koja je u misijama i ona već dvadeset godina vodi inicijativu u, dvadeset godina živi u Tajvanu."
0:15:34,0:15:37,Govori njihov jezik i razumije njihovu kulturu.
0:15:41,0:15:49,"dvadeset tri milijuna ljudi živi u tajvanu I također, njezina ministri je živa, ona radi sve."
0:15:53,0:15:58,Ova služba je zapravo njezin život i ona sve radi za pro-life.
0:16:03,0:16:07,Započela je hod za život u šest gradova u Tajvanu.
0:16:10,0:16:13,A kršćana zapravo samo 4% ima u Tajvanu.
0:16:19,0:16:21,"Pro-life ministry, just like you here in Croatia."
0:16:22,0:16:30,"Ima centar za trudnice i za post-abortivne probleme kod žena, zapravo jako slično kao što vi radite u Hrvatskoj."
0:16:39,0:16:48,"To znači zapravo služiti za pro-life, tu je kao jedan veliki bijeli papir prazan i dopuštaš Bogu da piše svoje planove preko tebe."
0:16:54,0:17:02,"Bog nikad ne piše onako ravno crt od točke A do točke B, nego su to vijugave isprekidane i strme putanje."
0:17:10,0:17:17,"Pogledajte tu ljepotu što je ova časna sestra napravila, ona ima veliko srce za život i za sve potrebite."
0:17:28,0:17:38,"Također sam upoznao osobu iz Japana koja nije kršćanka, ali je učinila jako puno za život u svojoj zemlji jer osjeća to u svom srcu."
0:17:50,0:17:56,"Tajvan zapravo graniči sa Kinom, a u Kini je registrirano dvadeset tri milijuna pobačaja godišnje."
0:18:03,0:18:04,Poznajemo neke pastore.
0:18:05,0:18:10,i svećenike u Kini koji imaju puno posla napraviti.
0:18:20,0:18:27,Dvije trećine svjetskog stanovništva živi na području Azije i zapravo dvije trećine svih pobačaja se događa na području Azije.
0:18:33,0:18:38,Ovo je bogato područje za bogat rad i misiju za pro-life.
0:18:39,0:18:55,"Ok, tako da se vratimo u Europu i u München u Njemačkoj."
0:18:55,0:18:58,Mnogi hrvatski volonteri moli u Münchenu.
0:18:58,0:19:01,Ovo je najveći centar za aborte u Njemačkoj.
0:19:01,0:19:04,Oni moli tamo od 2016.
0:19:11,0:19:15,"Crkva je jako liberalna u Njemačkoj, teško je pridobiti ljude da dođu moliti ispred bolnice."
0:19:21,0:19:24,"Ova zgrada je jako neobična, ima dvije namjene."
0:19:29,0:19:43,"Na jednoj strani zgrade je vrtić i škola, a s druge strane zgrade je centar za abortuse u kasnoj fazi trudnoće."
0:19:47,0:20:05,"Jedna strana zgrade educira i uči djecu, a na drugoj strani zgrade se u kasnoj fazi trudnoće obavljaju pobačaje više nego i u jednoj drugoj klinici u cijeloj Njemačkoj."
0:20:17,0:20:27,Osoba koja je za abortus i napravila je abortus često dođe vrijeđati naše volontere i molitele i kaže da je ponosan na to što je napravio i da je to jako vrijedno.
0:20:31,0:20:34,Prva voditeljica inicijative u Münchenu je zapravo Hrvatica.
0:20:42,0:20:51,"Zapravo bio je muška osoba, oprostite, obraćenik, prije je bio nogometni igrač pa je doživio obraćenje Bogu i započeo inicijativu u Münchenu."
0:21:00,0:21:08,"Njemačka je bogata država, ima puno posla za napraviti pro-life, ali samo postoje četiri mjesta na kojima bude molitveno obdjenje."
0:21:12,0:21:16,Trebamo moliti za više voditelja i molitelja u cijeloj Njemačkoj.
0:21:19,0:21:23,"Idemo sada na Portugal, ovo je molitveno obdjenje u Lisabonu."
0:21:27,0:21:32,"Imali smo voditeljicu inicijative deset godina, spasila je više od sto života."
0:21:34,0:22:14,abortion u Portugalu u dvije tisuće šesnaest znači je legaliziran pobačaj u portugalu dvadeset posto svih tih zakonitih pobačaja u cijeloj državi obavlja se u tom jednom centru u lisabonu preko puta tog centra nalazi se kapelica i centar za krizna krizna krizne trudnoće i trajno mole i imaju klanjanja na tu nakanu.
0:22:23,0:22:31,Svaku kampanju imaju barem nekoliko žena koje se odluče ipak roditi dijete i neke od njih se i krste i preobrate na katoličku vjeru.
0:22:35,0:22:39,Imaju jednu kuću gdje posvajaju djecu i jednu kuću za majke trudnice.
0:22:43,0:22:49,Također drugi gradovi iz Portugala se uključuju ovome što se događa u Lisabonu.
0:22:55,0:23:02,Zapravo ne mogu naći nijednog doktora u Portugalu koji bi napravio abortus pa onda ih uvezu iz Španjolske.
0:23:06,0:23:10,A u Španjolskoj mi imamo 80 mjesta bdijenja i također i tamo je se zahuktalo.
0:23:15,0:23:18,"Ovo je naša voditeljica u Melbournu u Australiji, zove se Kathy."
0:23:24,0:23:31,Ona zapravo doma poučava umjesto da ide u školu djecu poučava doma četrnaestero djece.
0:23:39,0:23:43,U Australiji je Zakon zabranio bilo kakvo okupljanje ispred bolnica i bdijenje.
0:23:44,0:23:58,"Ima i takozvani buffer zonu, rekla bi da je to tampon zona, prostor od nekoliko metara gdje se ne smije približiti, nije nadmolitelj preblizu bolnice ili nekog mjesta gdje se obavlja pobačaj jer ova žena je odlučila da će se boriti protiv toga."
0:24:08,0:24:14,"Bila je uhapšena, bila je na lokalnom sudu, na državnom sudu, izgubila je tu parnicu, ali svejedno se nije obesrabrila."
0:24:20,0:24:28,"Uvijek je važno boriti se na sudu za neki slučaj iako ćeš izgubiti, misliš da ćeš izgubiti, ali treba se boriti ustrajno."
0:24:37,0:24:46,"slučaj homoseksualnih na sudu, parnica, trideset parnica su izgubili i onda su jednu dobili i nakon toga svaku iduću su dobili."
0:24:46,0:24:47,Evo treba biti uporan.
0:24:54,0:24:56,Ako se nećemo boriti nećemo nikad ni pobjediti.
0:25:06,0:25:16,"To je Keti napravila, borila se za slobodu izražavanja, slobodu svoga stava, svoje misli iako je izgubila jako, bilo je vrijedno boriti se u toj sudskoj parnici."
0:25:28,0:25:36,"Bio sam u tom centru za pobačaj, napravili su tristo tisuća pobačaja u tom centru zadnjih nekoliko godina."
0:25:46,0:25:56,"Na ulazu u taj centar je čuvar, zaštitar i neka bolesna osoba je došla i ubila tog zaštitara, a pro-life ljudi su bili optuženi za to."
0:25:59,0:26:04,To je otežalo njihovo djelovanje za mnogo godina.
0:26:11,0:26:16,Imamo mnogo voditelja inicijative sa izvanrednim životnim pričama i to su izvanredni ljudi.
0:26:33,0:26:48,Evo jučer odnosno nedavno je Vlada u Poljskoj su rekli pa ipak možemo imati pobačaje osobama koje imaju mentalnih poteškoća želeći na taj način promijeniti zakon koji u Poljskoj postoji već.
0:26:54,0:27:01,To je zvijezda vodilja za cijelu Evropu je nama Poljska jer je već nekoliko godina abortus potpuno ilegalan.
0:27:09,0:27:14,Sve pro-life organizacije u državi su ujedinjene i djeluju zajedno kao jedna.
0:27:17,0:27:19,To je suprotno od situacije u Engleskoj.
0:27:31,0:27:41,Već smo imali tri međunarodne konferencije u Poljskoj zadnje dvije godine i sad je vrijeme da mi za njih se malo zauzmemo jer je evo postalo malo kritično.
0:27:55,0:28:07,"U Poljskoj znači predsjednik je konzervativan, a premijer je liberalan i tu će biti velika borba po tom pitanju i sad je vrijeme za inicijativu da se digne i da pomogne našim u Poljskoj."
0:28:18,0:28:33,"Gospodin na slici, jedan od ljudi na slici ima svoju organizaciju za zakonsku da se na zakonit način bori za naše volontere i za inicijative i ima puno posla i evo dobar je."
0:28:42,0:28:50,"Ako će oni ipak onda imati abortuse dozvoljene u klinikama, sigurno će biti puno bjenja i puno molitvenih bjenja u cijeloj Poljskoj."
0:29:03,0:29:16,"Imamo novo molitveno bjenje, wow, u Amsterdamu, u centru Nizozemske gdje su ljudi, ono, high life puše marihuanu i znamo sve što se nudi u Amsterdamu, ali imamo molitveno bjenjenje u Amsterdamu."
0:29:22,0:29:28,"Oni su jako liberalni u toj državi, ali se to ipak ne odnosi očito na ljude koji su pro life."
0:29:36,0:29:48,"Znači to molitveno bjenjenje nalazi se ispred centra u Amsterdamu koje je najveće mjesto gdje se najviše pobačaja obavlja, oni su mu čak dali neki nadimak, prijestolje se otone."
0:29:55,0:30:01,Voditeljica inicijative je jedna jako draga žena i priprema se za tu veliku bitku koja je predstoji.
0:30:11,0:30:20,"Od prvog dana bijenja došla je policija, htjela je zabraniti to bijenje i jako puno protivljenja od mnogih strana imaju."
0:30:24,0:30:31,"Evo još jedan voditelj u Nizozemskoj, Daniel je već sudjelovao u spašavanju mnogih života u cijeloj Nizozemskoj."
0:30:36,0:30:44,"Nekada ova mjesta koja su jako, jako liberalna su najbolja mjesta gdje treba svjedočiti za sačuvanje, očuvanje života."
0:30:52,0:31:03,"Zapravo to je situacija u Sjedinjenim američkim državama jer u Kaliforniji imamo više molitvenih bdijenja nego u bilo kojoj državi u cijeloj SAD-u, a Kalifornija je jako, jako liberalna država."
0:31:10,0:31:17,"To su mjesta gdje je jako, često bude jako malo molitelja, ali bude jako puno plodova od tog molitvenog bdijenja."
0:31:25,0:31:33,"Sad idemo u Englesku gdje se dogodilo da je naš voditelj bio, bilo bila uhapšena jer je stajala na cesti i u sebi je tiho molila."
0:31:39,0:32:05,Ljudi kažu da je to slično kao knjiga od Georgea Orwella jedna tisuća devetsto devedeset četiri znači to je situacija da je policija uhapšila ženu zbog njezinih misli koje je imala u svojoj glavi mi smo stvarno pomesti pa to je ludo što se događa.
0:32:11,0:32:15,Ali smo onda vidjeli kako Bog zapravo koristi ovu situaciju za jedno veće dobro.
0:32:21,0:32:29,"Zapravo smo dobili, mediji su nas jako popratili više nego ikada od kad postojimo i velika priča je bila o našoj inicijativi."
0:32:40,0:32:53,"Izabela koja je uhapšena zbog žirisela je molila, tužila je policiju i nedavno je dobila zapravo tu parnicu, isplatili su joj trideset tisuća funti kao odštetu za nepravedno uhićenje."
0:32:57,0:33:03,A zapravo su dodirnute savjesti milijune ljudi na cijelome svijetu sa ovom pričom.
0:33:11,0:33:18,Zapravo ovdje vidimo da je molitva jedne osobe dotakla i došla do milijuna ljudi u cijelom svijetu.
0:33:25,0:33:28,A ovo je gospodin koji će imati još jedno suđenje.
0:33:34,0:33:43,"On ima u rujnu zakazano tri dana suđenje također zbog kriminala, a to je molitva u svojim mislima."
0:34:03,0:34:18,"On je se kao vojnik borio u Afganistanu i također je otac koji je imao namjerni pobačaj, njegova žena je imala namjerni pobačaj, a dok je bio u ratu, asistirao je kao medicinsko osoblje prilikom namjernih pobačaja."
0:34:27,0:34:40,"Prije nego što se dogodio pobačaj u njegove obitelji, znači i prije njegova žena, on je imao viziju kako njegovo dijete umire i nakon toga je se obratio i postao pro-life."
0:34:48,0:34:55,"Pošto je on bio vojnik u ratu, on zna kako treba zauzeti svoj stav i biti na prvoj crti bojišnice za život."
0:35:00,0:35:05,Priča o njegovom uhičenju već je internacionalno postala poznata i očekujemo da će biti još.
0:35:11,0:35:16,"U Glasgowu imamo jedno iznimno molitveno bljenje, jako je posebno."
0:35:20,0:35:26,Imaju svijeće koje su držali 145 ljudi.
0:35:34,0:35:38,Došao je veliki kamion koji je blokirao te molitelje da ih nitko drugi ne vidi.
0:35:41,0:35:44,U tom molitvenom gjenju je spašeno četiri života.
0:35:53,0:35:58,Zapravo svi u Engleskoj ih napadaju i Vlada i mediji i doktori i prolaznici.
0:36:06,0:36:13,"Lokalna voditeljica inicijative je sjajna zvijezda i ona neće odustati, sigurno je čeka ista sudbina kao Izabela."
0:36:20,0:36:26,"Uhapsi će je, ona će postati popularna internacionalno i onda će dobiti novac kao odštetu od policije."
0:36:27,0:36:34,"Prvo budeš ignoriran, onda budeš progonjen, a onda pobjediš."
0:36:43,0:36:45,Ovo je mjesto ILING u Londonu.
0:36:46,0:36:54,"Tijekom pet godina imali smo zabranu prilaska tom centru za pobačaj, znači ta takozvani tampon zona gdje nisu smjeli bliže prići."
0:37:00,0:37:05,"Vlada je zabranila, sto metara su morali biti udaljeni od tog centra za pobačaj i tu su mogli stati."
0:37:22,0:37:31,"unatoč tim ograničenjima znamo da je spašeno šest života i jako puno ljudi su nam se obratili, podijelili smo letke svima koji prolaze tu ispred nas."
0:37:36,0:37:41,"Prije ova zgrada je bila kuća molitve, a sada je centar za pobačaj."
0:37:52,0:37:58,Centar za abortuse imaju jako velike zgrade i još i dijele pilule suda gdje mogu.
0:37:58,0:38:01,Jednog dana će oni sve te zgrade morati prodati.
0:38:18,0:38:28,"Svašta smo mi u Engleskoj doživjeli, svakakve uvrede i progonstva, svašta su bacali na nas čak i sudoper kuhinjski, ali molitva stvarno vrijedi."
0:38:29,0:38:29,i moćna je.
0:38:40,0:38:48,"Sigurno ste sami iskusili kako molitva može promijeniti vaš unutarnji život, osobni, ali također i živote ljudi koji su vam bližnji."
0:38:55,0:39:03,"Kao što je Isus rekao u Evanđelju, neki demoni se mogu iskorijeniti samo molitvom i postom."
0:39:11,0:39:16,Isus nam je rekao da ćemo činiti i veće stvari nego što je On činio na zemlji.
0:39:28,0:39:37,"Znači, Isus je, znamo, hodao po vodi, nahranio pet tisuća ljudi uskrsno od mrtvih i On nam je rekao da ćemo činiti veće stvari od njega, pa onda to za nas znači puno."
0:39:44,0:39:46,Zapravo nas na to poziva Božja riječ.
0:39:46,0:39:51,Možemo spasiti stotine života od pobačaja i učiniti čudesna djela.
0:39:55,0:40:00,Božje srce tuguje i žaluje zbog pobačaja više nego zbog ičeg drugog.
0:40:06,0:40:11,Mi smo ruke i noge našeg Krista da dođemo do svih braći i sestara naših.
0:40:13,0:40:22,"da budemo glas onih koji nemaju glasa, da spasimo one koji zapravo vode pred giljotinu."
0:40:27,0:40:33,Ovdje sam vam želio podijeliti iznimna djela i rad iznimnih ljudi u cijelome svijetu.
0:40:42,0:40:48,"Kada molite ispred bolnice, zapravo molite sa svim ovim ljudima u cijelom svijetu i kolektivna molitva onda ide Bogu."
0:40:52,0:40:55,Mi ne znamo zapravo kako Bog te molitve koristi.
0:41:00,0:41:04,Zapravo sigurno je da Bog ne može se nadmašiti u milosrđu.
0:41:10,0:41:14,Jedno malo djelo čiste ljubavi može zapravo promijeniti cijeli svijet.
0:41:18,0:41:21,I vi ste zapravo na to pozvani ovdje u Hrvatskoj.
0:41:25,0:41:28,Da budete prva crta bojišnice za pro-life pokret.
0:41:32,0:41:34,I radite predivan i izvanredan posao.
0:41:44,0:41:51,"Deset godina, kad sam ja započeo u Americi, za abortus pokret je bio jako moćan."
0:42:01,0:42:05,Imali su na svojoj strani i mediju i vladu i jako puno centara za pobačaj.
0:42:05,0:42:06,Izgledali su nedodirljivi.
0:42:10,0:42:13,Bili su kao veliki brod koji ne može biti dotaknut.
0:42:19,0:42:26,I ovih deset godina poznata klinika za planirano roditeljstvo u Americi se zapravo raspada.
0:42:28,0:42:30,Njihovo vodstvo je zapravo grozno.
0:42:36,0:42:42,tri različita su se izmijenila glavna direktora od ove klinike u osamnaest mjeseci.
0:42:45,0:42:50,Izgubili su ovu veliku parnicu Row protiv Wade prije dvije godine.
0:42:55,0:43:06,"Imat će predsjednika Trumpa koji je pro-life, znači bili su jako poniženi u svim medijima ovo planirano roditeljstvo jer o tome govorim."
0:43:10,0:43:15,"Ali zapravo još jako puno ima posla, država po država u cijelom SAD-u."
0:43:28,0:43:38,"Ali ovo je znak kako se nezamislive stvari mogu napraviti kada mi radimo kao da sve ovisi o nama, a u isto vrijeme molimo kao da sve ovisi samo o Bogu."
0:43:45,0:43:49,Jedna voditeljica u Missouriju se zove Kathy.
0:43:54,0:44:00,15 godina je molila da se zaustavi pobačaj i opao je jako u njezinome mjestu broj pobačaja.
0:44:10,0:44:17,Bila je jako posvećena tome i bila je hrabra cijelo vrijeme isto kao i vi i evo proglašena je ove godine kao voditeljica.
0:44:18,0:44:21,"Kao jedna od najboljih voditeljica, vidjela je prodove svoga zalaganja."
0:44:44,0:44:53,"Evo i zadnje što ću reći, samo nastavite ovako kako ste do sad, jako vam podršku dajem za vaš jako hrabar."
0:44:53,0:44:59,jako hrabri i vrijedni rad i znate da smo svi zajedno ujedinjeni u ovoj moliti.
0:44:59,0:45:00,Hvala vam puno za slušanje.
0:45:00,0:45:05,Nadalje s ovim velikim radom i znate da se molimo u jedinstvu u različitim zemljama širom svijeta.
0:45:05,0:45:28,Hvala vam puno.
