Start (HH:MM:SS),End (HH:MM:SS),Segment
0:03:54,0:04:04,To je nešto poput toga kako mnogi ljudi kupuju putem aplikacije Amazon umjesto putem web-mjesta jer je to jednostavno praktičniji uređaj kada je vaša kreditna kartica povezana.
0:04:04,0:04:18,"I vidimo gotovo pet puta veći stopu konverzije na mobilnim uređajima nego na drugim izravnim kanalima ponekad zbog vrlo očitih razloga poput ove, kreditna kartica je već povezana i postoji bezbrižna iskustvo."
0:04:18,0:04:24,"Ljudi vjeruju pružateljima usluga poput Applea, Googlea, Amazona da u osnovi upravljaju njihovim pretplatom."
0:04:24,0:04:38,"Dakle, iako imamo vrlo veliki izravni posao, počinjemo primjećivati da App Store ima stvaran potencijal u smislu vrlo visokih stopa konverzije kreditnih karticana kartica je već povezana, ljudi imaju ovo kao svoje glavno uređaj."
0:04:38,0:04:40,Odatle upravljaju velikim brojem pretplata.
0:04:41,0:04:42,"Dakle, to su neke od stvari."
0:04:42,0:04:44,A onda smo počeli ozbiljno razmišljati.
0:04:44,0:04:54,"A trgovina aplikacijama nam je dala toliko organskog prometa da, naravno, plaćamo određeni postotak trgovinama aplikacijama, ali bilo gdje ste stekli, morate platiti određeni postotak."
0:04:55,0:04:58,"Dakle, u osnovi, organski promet je jednostavno zapanio naš um."
0:04:58,0:05:00,I tako smo samo uložili i evo nas.
0:05:00,0:05:03,To je tako smiješno jer je Apple tako zaštitnički raspoložen prema svojem postotaku.
0:05:04,0:05:12,"I mislim da ljudi ne razumiju koliko je to tako praktično, zapravo povećava stope konverzije i dovodi do novih pretplatnika koji jednostavno ne bi pretplatili na webu."
0:05:12,0:05:19,"Dakle, prije nego što ste sjedili ovdje na pozornici, niste mi rekli da ćete primijetiti pet puta veći porast konverzije za probnu verziju."
0:05:19,0:05:20,To je nevjerojatno.
0:05:20,0:05:24,"Da, da, na nekim platformama, naravno, prodajemo na više platformi."
0:05:24,0:05:28,Mislim da samo na potrošačima imamo oko deset različitih kanala na kojima prodajemo.
0:05:28,0:05:35,"Dakle, imamo i druge kanale koji također vrlo dobro funkcioniraju, ali App Store je jedan od najvećih u smislu konverzije iz probne verzije u plaćenu verziju."
0:05:35,0:05:36,"Da, to je nevjerojatno."
0:05:36,0:05:48,"A kako gledate na natjecanje u trgovini App Store, jer ima toliko aplikacija za produktivnost, toliko aplikacija za bilješke, toliko mjesta na kojima možete stvarati dokumente i sve slično."
0:05:49,0:05:57,Kako se to odnosi na masovnu marku poput Microsoftaoft pristup koji se natječe na ovom tržištu koje se jako razlikuje od interneta?
0:05:58,0:06:22,"Da, mislim da je to sigurno bilo malo učenja, ali jedna od stvari koju ću reći, tako da se u natjecanju na App Storeu morate samo raditi kao startup jer ako vidite bilo koji drugi distribucijski kanal, poput interneta ili recimo partnerstva s maloprodajom, takve stvari, imamo neku prednost jer, dobro, imamo ekskluzivni ugovor s maloprodajnim trgovcem ili imamo web-lokaciju koja ima, recimo, milijune korisnika koji dolaze na App Store."
0:06:22,0:06:24,To je vrlo demokratski App Store.
0:06:24,0:06:26,"Volim razmišljati o tome kao o YouTubeu, zar ne?"
0:06:26,0:06:30,"Kao što je Paramount Pictures i YouTube Influencer, oni se gotovo natječu."
0:06:31,0:06:32,za istu osobnost.
0:06:32,0:06:34,"Dakle, ne dobivamo mnogo prednosti."
0:06:35,0:06:38,"Naravno, postoji određena vrijednost brenda koju dobivamo."
0:06:38,0:06:41,"Dakle, kada radimo na ASO-u, na primjer, imamo ključne riječi s robnom markom."
0:06:41,0:06:42,To je dio naše strategije.
0:06:42,0:06:44,A zatim su tu ključne riječi bez robne marke.
0:06:44,0:06:53,Ali App Store se razlikuje od svega ostalog u smislu da startup može započeti u Bangaloreu i započeti s mjestima na nekoj ključnoj riječi i početi se pojavljivati iznad riječi.
0:06:54,0:06:56,Moramo biti na najboljoj razini.
0:06:56,0:07:01,I pokušavamo zadržati barem prva tri mjesta u većini kategorija.
0:07:01,0:07:09,"A na vašu drugu pitanje, kao masovna marka, tako da to zamislite kao da su startupi poput odjeljaka."
0:07:09,0:07:11,Mi smo poput urednih trgovina i mi smo poput Costcoa.
0:07:12,0:07:13,"Dakle, imamo sve scenarije."
0:07:13,0:07:22,"Mislim, ako pogledate našu aplikaciju Microsoft 365, posebno ima Word, Excel, PowerPoint, bilješke, PDF, potpisivanje i ovaj skener."
0:07:23,0:07:26,I tako postoji toliko scenarija.
0:07:26,0:07:30,"Dakle, s gledišta vrijednosti, gustoća vrijednosti je vrlo visoka za našu aplikaciju."
0:07:30,0:07:48,"Dakle, za, recimo, 9,99 dolara za obitelj i 6,99 dolara za osobne, samo vrijednost koju možemo staviti u jednu aplikaciju, a te su cijene, naravno, američke cijene, neke zemlje mogu biti različite, ali samo vrijednost koju možemo staviti u jednu aplikaciju može iznositi do pedeset do šezdeset dolara."
0:07:48,0:07:54,"Ako kupite sve te scenarije pojedinačno, to je pedeset do šezdeset posto jeftinije nego ako kupite pretplatu M365."
0:07:55,0:08:03,"Znam da dajem metodologiju koja je vrlo slična onoj u trgovini, ali ako samo pogledate koliko vrijednosti možemo staviti u jednu aplikaciju, jednostavno će vam se svidjeti."
0:08:03,0:08:03,Da.
0:08:04,0:08:12,"Mislim, ako pokušate kupiti, recimo, pretplatu za skeniranje itd., itd., koštat će vas mnogo više nego kupiti jednu od Microsofta."
0:08:12,0:08:18,I druga stvar koja nam također pomaže jest da su mnogi scenariji produktivnosti vrlo jednokratni.
0:08:18,0:08:24,"Dakle, na primjer, u jednom mjesecu imat ćete jedan skenirani slučaj."
0:08:24,0:08:26,"U jednom mjesecu imat ćete jedan, recimo, dva dokumenta."
0:08:26,0:08:37,"Ali kad sve to spojite u jednu aplikaciju, zadržavanje se održava jer danas možda imate primjenu skeniranja, ali možda imate primjenu dokumenata, a zatim možda imate."
0:08:37,0:08:47,"Dakle, općenito, na razini paketa vidimo dobro zadržavanje jer na razini paketa postoji zadržavanje koje se održava zbog različitih primjena za koje ljudi koriste."
0:08:47,0:08:47,Da.
0:08:47,0:08:57,"Dakle, s App Storeom koji je tako konkurentan, i mislim da se to odnosi na bilo koju aplikaciju danas, toliko je komoditizirana, ima toliko aplikacija u svakoj kategoriji."
0:08:57,0:09:01,Kao što imam projekt s vremenskom aplikacijom i ima ih stotinu.
0:09:02,0:09:06,"I tako stalno razmišljam, kako se razlikujem?"
0:09:06,0:09:08,I kako da ostanem ispred?
0:09:08,0:09:19,"Kao Microsoft imate mnogo više resursa da razmišljate o takvim stvarima, ali kako pristupate toj diferencijaciji i dodavanju dovoljno vrijednosti i nekako ostanku ispred krivulje?"
0:09:19,0:09:28,"Nema jednog dobrih odgovora na nešto ovakvo, ali općenito, ako moram govoriti s perspektive okvira, pokušavate održati vodilje."
0:09:28,0:09:33,"I to se odnosi na nešto šire od App Storea, onda morate razmišljati o neutralizaciji."
0:09:34,0:09:37,"Dakle, ovo je okvir o kojem je jedan od naših potpredsjednika često govorio."
0:09:38,0:09:41,"Morate nastaviti neutralizirati bilo kakvo potez konkurenata, na primjer."
0:09:42,0:09:43,Zatim morate nastaviti diferencirati.
0:09:44,0:09:57,"Zatim morate nastaviti inkubiratiati i održavati, na primjer, Apple je objavio tamni način rada, Apple je objavio Vision Pro, pa uvijek održavamo vodilje u smislu da su naše aplikacije već na Vision Prou prvog dana."
0:09:57,0:10:04,"Bili smo na tamnom načinu rada prvog dana, bili smo na većini novih inovacija koje izlaze, kao što smo na prvom mjestu."
0:10:04,0:10:09,"Dakle, čim se nešto pokrene, recimo WWDC, razmišljamo, dobro, kako se to primjenjuje?"
0:10:09,0:10:17,"A zatim, ovisno o fazi vaše aplikacije, ako ste zrela aplikacija u odnosu na startup, možete napraviti različite postotake."
0:10:17,0:10:22,"Kao što sada, recimo, napravimo trideset posto inkubacije jer smo zrelija aplikacija."
0:10:22,0:10:41,"U prošlosti smo se više brinuli o neutralizaciji i diferencijaciji, ali sada možemo napraviti mnogo više inkubacije jer imamo bazu i sada se usredotočujemo na to kako možemo unijeti umjetnu inteligenciju, kako možemo unijeti neke naprednije značajke koje mogu pomognu ljudima da na mobitelu stvaraju potpune dokumente."
0:10:42,0:10:48,"Ako razmislite o tome što umjetna inteligencija može učiniti danas, ne trebate deset kartica."
0:10:48,0:10:54,"Možete samo povući sve informacije na jedno mjesto i stvoriti bilo koji artefakt poput dokumenta, videozapisa itd."
0:10:54,0:10:55,"Dakle, vrlo smo usmjereni na to."
0:10:55,0:11:03,"Želim više govoriti o umjetnoj inteligenciji, ali prije nego što nastavimo, htjela sam ponovno iznijeti taj okvir jer mislim da ga mogu koristiti mnoge aplikacije."
0:11:03,0:11:04,Mislim da razmišljam o neutralizaciji.
0:11:04,0:11:10,"Dakle, znate, kad vidite da druga aplikacija izlazi s vrlo diferenciranom značajkom, možda je ne želite kopirati."
0:11:11,0:11:39,"Mislim, posebno, znate, Microsoft, ali kao razvijač aplikacija, pronaći način da to neutralizira, pronaći svoj način da se diferencirate ili imati neku vrstu funkcionalnosti koja se bavi aspektima tih primjena, a zatim se diferencirati, osigurati da stvarate nove stvari koje su diferencirane, zadržati tu poziciju vođe, a zatim inkubirati, stalno razgovarati s korisnicima, istraživati korisnike i isprobavati nove stvari."
0:11:39,0:11:42,"I lijepo je čuti da, znate, najveća tvrtka na svijetu misli slično nama."
0:11:42,0:11:48,"Misli puno poput startupa i razmišlja kroz takve okvire o neutralizaciji, diferencijaciji, održavanju bilo čega."
0:11:48,0:11:53,"Ako imate aplikaciju u trgovini aplikacijama, to nije kao obveznica koju ste kupili i koja će nastaviti donositi dividende."
0:11:54,0:11:55,Morate nastaviti raditi na tome.
0:11:56,0:12:02,Morate nastaviti razmišljati o sljedećoj stvari i o sljedećoj stvari i o sljedećoj stvari jer je to prilično konkurentni tržište.
0:12:03,0:12:21,"Druga stvar koju bih također rekao jest da kad razmišljate o ovim četiri stvari, mislim da je vrlo važno razmišljati o njima s objektiva poslova koje treba obaviti, a ne, recimo, da je ova konkurencija donijela nešto i onda kopiramo, nikad ne kopiramo."
0:12:21,0:12:25,"Kada se radi o kopiranju, prvo se doista pitamo je li taj posao uopće važan za kupca?"
0:12:25,0:12:29,"Mislim da je to jako važno da imamo vrlo jasan, čak i najveći primjer aplikacije."
0:12:29,0:12:36,"Dakle, čak i ako uzmete aplikaciju poput Word-a, postoji vrlo jasan skup poslova koje Word mora obaviti za korisnika."
0:12:36,0:12:41,"Ljudi bi trebali moći izraditi životopis, bilješku, pisati knjigu."
0:12:42,0:12:49,"Kao što mogu navesti deset stvari koje bi Word trebao moći učiniti ili Excel, kao što znate da biste trebali moći izraditi proračunsku tablicu, proračun ili fakturu."
0:12:50,0:13:00,"Dakle, ako aplikacija može obaviti sve te stvari na bilo kojem obliku, bilo da je to mobilni, iPad ili stolni računalo, jako je važno da se usredotočimo na taj aspekt, što smo mi?"
0:13:01,0:13:07,"I onda će uvijek biti više, pa smo više horizontalni, kao što je s gledišta proizvoda, imamo više horizontalnih rješenja."
0:13:07,0:13:10,Uvijek će biti više vertikalnih rješenja.
0:13:10,0:13:17,"Na primjer, netko bi imao vrlo, vrlo usku aplikaciju za fakture koja će imati mnogo, mnogo stvari, kao što su bankovne veze itd."
0:13:17,0:13:24,"Mislim, Excel neće tako duboko ući u nešto ovakvo, ali onda bi, naravno, moglo biti dodataka koji mogu podržati nešto ovakvo."
0:13:24,0:13:29,"Dakle, postoji taj horizontalni i vertikalni fokus o kojem morate razmišljati."
0:13:29,0:13:34,"Ne možete se previše usredotočiti na jednu vertikalnu, ako pokušavate izgraditi više horizontalne prisutnosti."
0:13:35,0:13:36,"U redu, pa sada želim doći do umjetne inteligencije."
0:13:37,0:13:40,Mislim da je to tako modna riječ.
0:13:40,0:13:47,Ima toliko aplikacija za umjetnu inteligenciju koje se stvarno dobro snalaze i toliko ljudi razmišlja o tome kakva bi trebala biti naša strategija za umjetnu inteligenciju kao aplikacija.
0:13:47,0:14:14,"I mislim da previše ljudi to stavlja kao trik i ne razmišljaju duboko o tome što ova nova paradigma umjetne inteligencije znači za našu aplikaciju i kako je možemo uvrstiti u aplikaciju na način da zapravo poveća vrijednost i da ljudi zapravo koriste umjesto da je samo neka vrsta trika koji bacate da vaš naslov može reći bilo što, bilo što, umjetna inteligencija."
0:14:14,0:14:17,"A onda je Microsoft, radi se o Copilotu."
0:15:35,0:15:38,Ljudi također moraju početi učiti kako ih koristiti.
0:15:38,0:15:41,Postoji veliko područje inženjerstva promptnih uređaja.
0:15:42,0:15:47,"Još jedna stvar koja mi se čini vrlo zanimljivom je RAG, Augmented Generation za prikupljanje."
0:15:47,0:16:00,"Dakle, barem u kontekstu, recimo, scenarija dokumenta ili bilješke, sada možete potencijalno povući mnoštvo informacija na manjem uređaju iz različitih dijelova weba."
0:16:00,0:16:12,"Dakle, u prošlosti, ako ste pokušavali, recimo, napisati nešto, idete na Wikipediju, idete na deset web-mjesta, sada možete zatražiti od copilot da vam donese neke od tih informacija i također ih referencira i tako dalje."
0:16:12,0:16:16,"Dakle, mislim da je Augmented Generation za prikupljanje prilično snaž snažno i ljudi ga koriste."
0:16:16,0:16:22,Vidio sam mnoge start-up tvrtke koje ga koriste vrlo uspješno i to bi moglo biti prilično velika stvar.
0:16:22,0:16:27,"A onda postoje neki drugi scenariji, kao što je prijevod, koji postoji već neko vrijeme."
0:16:28,0:16:37,"Dakle, mislim da je vrlo, vrlo važno da u kontekstu bilo koje aplikacije koju gradite, kako vam ove nove mogućnosti pomažu?"
0:16:37,0:16:43,"Jer postoji karta problema, kao što sam govorio o poslovima koje treba obaviti, a zatim postoji karta rješenja."
0:16:43,0:16:46,"Dakle, u prošlosti smo imali Create, Read, Update, Delete."
0:16:47,0:16:54,"Ako se dobro zamislite, većina aplikacija bila je poput CRUD aplikacija, a zatim su došle baze podataka, Kafka, kao što su došle velike podatke."
0:16:54,0:16:58,"I tako su se mogućnosti povećale, znate, mogli ste obrađivati mnogo podataka, a sada je riječ o umjetnoj inteligenciji."
0:16:58,0:17:05,"Dakle, mislim da je to povećanje rješenja, MAP, ali u konačnici je na programerima kako će ga učiniti korisnim za obavljanje poslova."
0:17:05,0:17:14,"Kao što možete baciti hrpu umjetne inteligencije, većina aplikacija samo ide i integrira se s API-jem OpenAI-ja, ali mora postojati neki smisao."
0:17:14,0:17:19,To je gotovo kao da kažem: Imam aplikaciju i postoji nova baza podataka.
0:17:19,0:17:27,"Kao prije deset, dvadeset godina, postojale su aplikacije koje su samo obavljale neku vrstu čitanja ili zapisa na bazi podataka jer su baze podataka bile cool u to vrijeme."
0:17:28,0:17:33,"I slično, umjetna inteligencija je cool u to vrijeme, ali u konačnici će tvrtke koje pobjeđuju morati financirati."
0:17:33,0:17:37,Morat ćemo pronaći vrlo smislen primjer koji će ih koristiti.
0:17:38,0:17:46,Neke će tvrtke ne pronaći primjer jer za neke tvrtke sažetak ili RAG nije relevantan i to je u redu.
0:17:46,0:17:47,To nije kraj svijeta.
0:17:48,0:17:49,"Mislim da postoji puno ponosa, zar ne?"
0:17:50,0:17:54,"Kao da ako ne radim ništa s umjetnom inteligencijom, moj investitor me neće pronaći, moja karijera neće nikamo doći."
0:17:54,0:17:56,"Dakle, mislim da je to vrlo plašan pristup."
0:17:57,0:17:59,Mapa problema i rješenje moraju se uskladiti.
0:17:59,0:18:04,"Jedno od toga o čemu smo razgovarali prije nekoliko tjedana bilo je, i jednostavno mi se sviđa način na koji ste to oblikovali."
0:18:04,0:18:11,"I mislim da bi mnogi ljudi mogli razmišljati o tome kako unijeti umjetnu inteligenciju u aplikaciju, što god netko želi."
0:18:11,0:18:14,Netko bi možda želio otići do računala kako bi to učinio.
0:18:14,0:18:17,Kako umjetna inteligencija može pomoći u tome u aplikaciji?
0:18:17,0:18:19,Kako možemo donijeti više iskustva u razredu stolnih računala?
0:18:20,0:18:23,Odličan primjer koji sam vidio na tržištu je Photoroom.
0:18:23,0:18:24,Oni uklanjaju pozadinu.
0:18:24,0:18:28,"To je kao da je povijesno gledano, to je bilo kao da morate otići u Photoshop."
0:18:28,0:18:34,"Nećete to učiniti na svom telefonu, to ćete učiniti na stolnom računalu s velikim monitorom i imat ćete alat i napraviti nacrt."
0:18:35,0:18:36,Bilo je kao da je to ogroman posao.
0:18:36,0:18:41,A Photoroom je došao i samo to čini kao da je sekundi unutar aplikacije.
0:18:41,0:18:50,I tako mi se sviđa taj okvir razmišljanja o tome kako možemo donijeti produktivnost u razredu stolnih računala na mobilnim uređajima na malom zaslonu koristeći ove nove alate i ove nove mogućnosti.
0:18:50,0:18:54,"I opet, kao što ste rekli, ne radi se samo o velikim jezičnim modelima u stilu ChatGPT-a."
0:18:54,0:19:02,Radi se i o korištenju drugih algoritama i drugih tehnologija koje se razvijaju oko ChatGPT-a.
0:19:02,0:19:13,Koji su neki drugi primjeri u Microsoftu o tome kako se te stolne klase uvode u mobilne uređaje koji su pokazali da su stvarno korisni za kupce?
0:19:13,0:19:21,"Mislim, do sada, ono o čemu sam govorio, poput sažetka, poput sažetka sastanaka, poput generiranja Augmented, to su zanimljivi scenariji."
0:19:22,0:19:28,"I mislim, u potrošačkim sektoru postoji mnogo stvari koje ljudi pokušavaju, a neke s većim uspjehom, neke s manjim uspjehom."
0:19:28,0:19:30,Neki su smiješni primjeri poput.
0:19:30,0:19:34,Primjer je da sada možete stvoriti pjesmu za svoju voljenu osobu i da će biti na bilo kojem jeziku.
0:19:34,0:19:37,Možete otići na Bing i jednostavno mu reći da stvori pjesmu za vas.
0:19:37,0:19:39,"To je malo trikovito, ali stvarno je."
0:19:40,0:19:46,Siguran sam da će neki programeri vjerojatno pronaći primjer za nešto poput tog algoritma jer taj algoritam može učiniti stvari.
0:19:47,0:19:52,"Mislim da trenutačno ne stvaraju prave pjesme umjetna inteligencija, ali taj će se dan dogoditi."
0:19:52,0:19:55,"Dakle, mislim da je to više potrošačka stvar."
0:19:55,0:20:02,"S poslovne strane, mislim da su transkripcije sastanaka, sažetak sastanaka, to su neki vrlo zanimljivi scenariji."
0:20:02,0:20:08,"Kao da ulazite u sastanak malo kasnije, možete dobiti sažetak onoga što se dogodilo, a bilješke s sastanka šalju se vam."
0:20:08,0:20:10,"Poslan su vam zadatci, poslani su vam zadatci."
0:20:10,0:20:16,Mislim da su to dobri primjeri stvari koje su zapravo korisne jer ih sada više ne trebate.
0:20:17,0:20:21,Mislim da je još jedna stvar koja je vrlo zanimljiva i koju sam isprobala pisanje ažuriranja stanja.
0:20:21,0:20:25,"Dakle, u osnovi radim u datotekama Word, Excel datotekama itd."
0:20:25,0:20:30,A onda Copilot može zapravo povući mnogo tih informacija i napisati status o određenoj temi.
0:20:31,0:20:39,"Dakle, ako ga mogu pravilno pozvati, napisat će cijeli status koji mogu poslati timu ili barem napisati osamdeset posto, što je prilično dobro."
0:20:39,0:20:40,To je velika ušteda vremena.
0:20:41,0:20:54,Mislim da postaje vrlo korisno kada se poveže sa svim aplikacijama na kojima radite i onda može povući podatke iz vašeg kontakteksta jer je to stvarno podatak koji se izvlači i onda vam može zaista pomoći u pisanju sadržaja.
0:20:54,0:20:56,Mnogi ljudi danas pišu knjige pomoću umjetne inteligencije.
0:20:57,0:21:00,Mislim da ste možda vidjeli nešto poput autora i umjetne inteligencije.
0:21:00,0:21:08,"Dakle, ti konkretni primjeri neće se primjenjivati na mnoge aplikacije, ali mislim da je razmišljanje iza toga ono na što morate razmišljati."
0:21:08,0:21:21,"I nekoliko drugih primjera koje ste mi podijelili bili su generiranje slajdova u PowerPointu, poput mogućnosti da na telefonu brzo stvorite sofisticiraniju prezentaciju pomoću umjetne inteligencije, a zatim dobijete uvid iz Excela."
0:21:21,0:21:23,"Na primjer, ako ste na stolnom računalu, što ćete učiniti?"
0:21:24,0:21:32,Sjedit ćete tamo s tipkovnicom i mišem i stvarati složene opre jednadžbe i koristite web za utvrđivanje kako točno riješiti tu jednadžbu u Excelu.
0:21:33,0:21:39,A sada u Excelu postoji mogućnost korištenja umjetne inteligencije kako biste dobili neke uvidove iz tih podataka.
0:21:40,0:21:46,"Dakle, način razmišljanja o tome jest da je posao koji treba obaviti, poput onih stvari koje ljudi rade na stolnom računalu i koje mogu raditi u aplikaciji."
0:21:47,0:21:49,I mislio sam da su to neki stvarno dobri primjeri.
0:21:49,0:21:53,Druga stvar o kojoj sam želio razgovarati jest vaš pristup rastu i način na koji razmišljate o tome.
0:21:53,0:22:00,"I opet, bio sam iznenađen kad smo počeli razgovarati da je vaš tim u posljednjih nekoliko mjeseci prvi put implementirao MMP."
0:22:00,0:22:16,"I tako mislite da je Microsoft sve uredio i da je najveća tvrtka na svijetu imala sve resurse., vrlo su sofisticirani, ali vi ste na krivulji učenja, kao i mnogi ljudi ovdje u publici koji će slušati podcast, da, dobro, moramo pronaći nove kanale za istraživanje."
0:22:16,0:22:25,"Kako razmišljate o rastu i počinju stvarno poticati, kao što ste svi vidjeli, sve veći uspjeh u prodaji ovih rješenja potrošačima u trgovini aplikacijama?"
0:22:25,0:22:26,Kako pristupate tom rastu?
0:22:26,0:22:44,"Mislim da je jedna od stvari, a za ovaj govor ću se posebno držati mobilnih i Mac trgovina aplikacijama, ali mislim da trgovine aplikacijama vidimo kao kanal koji nam može donijeti mnogo organskog prometa i omogućiti bezbrižne kupnje aplikacija, na primjer, zar ne?"
0:22:44,0:22:49,"I da bismo to razvili, radimo gotovo ono što rade svi drugi ljudi."
0:22:50,0:22:53,"I imate pravo, nismo toliko napredni koliko bi se moglo misliti."
0:22:53,0:22:55,"Dakle, općenito imamo prilično dobru priču o ASO-u."
0:22:56,0:23:01,Imamo istraživanje korisnika koje nas u određenoj mjeri informira o tome kakvi su scenariji važni.
0:23:02,0:23:04,Također imamo puno trendova generacije Z i slično.
0:23:05,0:23:09,A onda možemo to uzeti i staviti u optimizaciju ključnih riječi.
0:23:10,0:23:12,A zatim imamo i pristup poslovima koji se moraju obaviti.
0:23:12,0:23:18,"Kao što znamo, dobro, mislimo da su to deset stvari za koje stvarno želimo da se naše aplikacije rangiraju."
0:23:18,0:23:24,"I budući da je to vrlo široka aplikacija, s vremenom smo postali dobri u tome, dobro, što su stvari koje ljudi rade?"
0:23:26,0:23:32,"Mislim da je važno znati to i malo se upoznati s ključnim riječima, kakve vrste kupaca želite privući?"
0:23:33,0:23:38,One koji će zapravo pronaći dovoljno vrijednosti da žele platiti za pretplatu premium.
0:23:39,0:23:44,"Dakle, poboljšavamo se u tome i onda se integriramo s MMP-om."
0:23:44,0:23:47,Mislim da je jedna od stvari koja se dogodila u eri od 2015.
0:23:48,0:23:48,do 2018.
0:23:49,0:23:53,"dobila MMP, dobila smo platformu za angažiranje itd."
0:23:53,0:24:00,"I nekako smo pogrešno implementirali neke od tih stvari jer je jedna od stvari, mislim, bila kombinacija puno stvari."
0:24:00,0:24:05,"Dakle, što se dogodilo u to vrijeme, poput privatatnosti puno su se promijenili, kao što je došla GDPR."
0:24:05,0:24:08,I mi smo pod većom kontrolom od bilo koje druge aplikacije.
0:24:08,0:24:09,I imamo korporativne klijente.
