Start (HH:MM:SS),End (HH:MM:SS),Segment
0:02:33,0:02:33,Baš tako.
0:02:33,0:02:33,Hmm.
0:02:33,0:02:33,Da.
0:02:34,0:02:35,Nisam pomislio na to.
0:02:35,0:02:35,Da.
0:02:35,0:02:35,Da.
0:02:35,0:02:43,"Dakle, trebamo samo maske za lice koje omogućuju prolazak IR-a, ali ne, znate, virusa ili, znate, trinaest i pol, a onda ćemo biti u redu."
0:02:43,0:02:44,To je istina.
0:02:44,0:02:48,A onda ćemo se vratiti na to ili na to ispod staklene Touch ID-a na kojem očito rade.
0:02:48,0:02:49,To ne može doći dovoljno brzo.
0:02:49,0:02:54,To će biti vruća prodaja u rujnu ako to uspiju i još uvijek moramo nositi maske.
0:02:54,0:02:56,To je ciklus nadogradnje.
0:02:56,0:02:57,Mislim da Tim Cook nije mogao planirati.
0:02:57,0:02:58,"Da, ne šali se."
0:02:58,0:03:00,"Jer, kao što znam za svoju obitelj."
0:03:01,0:03:02,to je 50/50.
0:03:02,0:03:09,"Zaista više volim Face ID, a Touch ID je manje dosljedan za mene, ali za moju suprugu je potpuno suprotno."
0:03:09,0:03:13,"I nakon koliko god godina prošlo, i dalje je ljuta Face ID-om."
0:03:14,0:03:17,"Dakle, mislim da bi opcija da imam oboje definitivno bila najbolja."
0:03:17,0:03:20,"Da, mislim da je to idealno i za mene."
0:03:21,0:03:23,"Znaš, ponekad se osjećam malo čudno."
0:03:23,0:03:25,Osjećam se kao iznimka.
0:03:25,0:03:26,Kao da sam Appleov jednorožac.
0:03:26,0:03:28,Većina njihove tehnologije dobro radi za mene.
0:03:29,0:03:35,Siri radi nevjerojatno dobro za mene i stalno ga koristim za podsjetnike i kalendar i sve vrste stvari.
0:03:35,0:03:35,Ti si taj.
0:03:36,0:03:36,Da.
0:03:36,0:03:40,"Da, ja sam taj koji povećava zadovoljstvo kupaca."
0:03:40,0:03:41,To funkcionira sjajno.
0:03:43,0:03:46,Osjećam da mi Face ID odlično odgovara.
0:03:46,0:03:53,"Dakle, malo sam pristran, ali definitivno postoje neke prilike u kojima bi bilo lijepo da ne moram gledati u telefon."
0:03:54,0:04:01,"Ali istovremeno, nemojmo zaboraviti Touch ID s cijelim trikom mokre desne palce, treniranjem izmjeničnih prstiju kad su mokri."
0:04:01,0:04:03,Ne propustit ću te dane.
0:04:03,0:04:04,"Čekaj malo, što?"
0:04:04,0:04:05,"O, to je bilo nešto."
0:04:05,0:04:06,Nikad nisi to učinio?
0:04:06,0:04:09,"Dakle, mogao si ga trenirati na mokrim prstima?"
0:04:09,0:04:20,"Da, htjela bih reći da se sjećam C se da je Casey List prvi spomenuo to, ali ne znam odakle je to došlo i ne želim mu priznati zasluge za to."
0:04:21,0:04:27,"Ali ideja je bila da ako ste u kuhinji ili nešto slično i kuhate ili izađete iz tuša, prst će vam biti mokar i to će poremetiti Touch ID."
0:04:27,0:04:29,"Da, to me je uvijek dirnulo."
0:04:29,0:04:34,"Da, i zapravo je bilo prilično uspješno ako ste prst natopili i zatim ga trenirali dok je bio mokar."
0:04:35,0:04:42,"Ne mogu reći da je bilo savršeno, ali sigurno nije bilo tako visokog stopa neuspjeha kakav bi bio bez tog treninga."
0:04:42,0:04:45,"Da, pa bih samo trenirala alternativnu Touch ID."
0:04:45,0:04:49,"Ali na sreću, ne morate trenirati Touch ID za mokro lice ili nešto slično."
0:04:49,0:04:56,"Iako znam da je bilo mnogo trikova, na primjer, da maska pokrije polovicu lica i skenira, a zatim da maska pokrije drugu polovicu."
0:04:56,0:04:58,"Dakle, pretpostavljam da je to slično za to."
0:04:59,0:05:00,"Da, nekako."
0:05:00,0:05:00,Da.
0:05:00,0:05:02,To ima smisla.
0:05:02,0:05:04,"U redu, hvala ti, Darryl, na tom pitanju."
0:05:05,0:05:07,To je bilo zanimljivo i sretno za ovo vrijeme.
0:05:08,0:05:10,"Pa, krenimo s tobom, Curtis."
0:05:10,0:05:15,"Dakle, prije nego što se pozabavimo padinama, želio bih svima dati uvod u tko si."
0:05:16,0:05:18,"Dakle, pitanje koje postavljam svima je odakle si?"
0:05:18,0:05:21,Imaš li formalno obrazovanje vezano uz ono što radiš?
0:05:21,0:05:24,A kakva je bila tvoja karijera prije padina?
0:05:25,0:05:29,"Dakle, odakle sam, to je područje Philadelphije, sada živim u samom Philadelphiji."
0:05:31,0:05:34,Imam li neku formalnu izobrazbu u tom području?
0:05:34,0:05:38,"Da, zvala se Informacijska tehnologija."
0:05:38,0:05:47,"Bila je to vrsta, mislim, voditelja proizvoda koji je mogao i programirati, pa je to bio vrsta hibridnog posla i CS-a, više na CS-ovoj strani stvari."
0:05:48,0:06:00,"I dalje normalizirajem baze podataka i radim sve te zabavne stvari, ali definitivno je imao neku vrstu upravljanja proizvodima, što je bilo vrlo korisno za vođenje proizvoda."
0:06:00,0:06:01,A što je bilo posljednje?
0:06:01,0:06:03,Mislim da je to bilo pitanje za službeni posao?
0:06:04,0:06:04,Da.
0:06:04,0:06:04,Da.
0:06:04,0:06:12,"Dakle, nakon fakulteta šest godina radio sam za Lockheed Martin, što je bilo, da, imam još priča."
0:06:13,0:06:14,Vrlo je drugačije od indie života.
0:06:15,0:06:16,Vrlo je drugačije.
0:06:16,0:06:23,"I da, osim ako niste imali sreće na istraživačkom projektu, obično koristite, znate, tehnologiju staru deset godina."
0:06:23,0:06:28,"Tada sam bio J2EE razvijač u svijetu Java, velikih sustava."
0:06:29,0:06:35,I bio sam uzbuđen kad sam mogao koristiti.NET jer je to bilo nešto fancy.
0:06:36,0:06:42,"Mislim, u to vrijeme, da budem pošten, koristili smo njihov novi MVC okvir za web aplikaciju."
0:06:42,0:06:44,"Dakle, zapravo je to bilo vrhunsko."
0:06:44,0:06:50,"Ali to je bilo najmodernije što sam ikad koristio u to vrijeme, barem interno za svoj posao."
0:06:50,0:06:54,"Dakle, da, to je bilo mjesto gdje će vaše vještine umrijeti ako ostanete tamo predugo, mislim."
0:06:55,0:06:56,Određene vještine.
0:06:56,0:06:58,"Određene vještine, da."
0:06:58,0:07:00,Vaše vještine C-a ostale bi oštre do kraja života.
0:07:01,0:07:04,I zamislite da ste morali iskoristiti svoje vještine upravljanja projektima.
0:07:05,0:07:09,"Mnogo grafikona i grafikona i, da, puno Ganttovih grafikona."
0:07:09,0:07:11,"Da, puno Ganttovih grafikona."
0:07:11,0:07:16,"Da, bio sam tamo oko šest godina."
0:07:16,0:07:23,"Zapravo sam otišao dva dana nakon šestogodišnjice kako bih dobio malo dodatnog kredita za mirovinu, a onda sam otišao."
0:07:24,0:07:24,Vrlo lijepo.
0:07:24,0:07:30,"A onda si od tada radio kao slobodni radnik, zar ne?"
0:07:30,0:07:39,"Da, u to vrijeme radio sam na.NET-u, NBC-u, a prije nego što sam se upustio u sve ovo s iPhoneom, uvijek sam bio web-ovac."
0:07:39,0:07:44,Počeo sam krajem devedesetih na webu i to je bilo mjesto gdje sam se zapravo upustio u programiranje.
0:07:44,0:07:48,Tako sam otišao raditi kao web-ovac u to vrijeme.
0:07:48,0:07:50,Sada je iOS bio na tržištu neko vrijeme.
0:07:50,0:07:52,To je bilo 2011.
0:07:52,0:07:54,godine kad sam počeo raditi kao savjetnik.
0:07:54,0:08:03,"Dakle, bio je na tržištu i igrao sam se s iOS-om i radio na njemu neke stvari, ali kad je u pitanju mogućnost naplaćivanja ozbiljnih novca, još nisam mogao to učiniti s iOS-om."
0:08:03,0:08:10,"I dalje sam bio profesionalni web razvijač, pa sam to nekako počeo raditi kad sam napustio Lockheed, uglavnom sam radio na.NET-u."
0:08:11,0:08:13,A što vas je dovelo do razvoja iOS-a?
0:08:13,0:08:16,Je li Slopes bila vaša prva aplikacija ili ste se nekako igrali prije toga?
0:08:17,0:08:18,Igrao sam se.
0:08:18,0:08:22,"Dakle, uvijek sam želio biti neka vrsta Appleovog razvijača."
0:08:22,0:08:25,"Volio sam Mac devedesetih, a na njemu su se rugali."
0:08:25,0:08:31,Svi korisnici Windowsa mnogo su se rugali tome u srednjoj školi.
0:08:31,0:08:33,Zaslužili ste ponos na Apple.
0:08:33,0:08:34,Ja sam.
0:08:34,0:08:37,"Da, prije nego što se Steve Jobs vratio."
0:08:38,0:08:39,"Da, to su bile tamne ere."
0:08:40,0:08:45,U to vrijeme uvijek sam želio biti neka vrsta programera na platformi Mac.
0:08:46,0:08:49,I tako je IOS definitivno bio dobar ponovni pokret.
0:08:50,0:08:56,"Prije nego što je izašao IOS, nekoliko sam puta pokušao naučiti programiranje za Mac."
0:08:56,0:09:00,"I mislim, cilj C i vezivanja i sve te koncepte."
0:09:00,0:09:09,"Koncepti koji zapravo nisu imali mjesta u web-u, na primjer lanac za odgovor, nisu bili dostupni."
0:09:09,0:09:11,I tako sam se neprestano mučio da naučim te stvari.
0:09:12,0:09:16,I u to vrijeme nisam imao motivacije da ih prođem jer nisam imao ideju za aplikaciju.
0:09:16,0:09:23,"Dakle, IOS je bio dobar trenutak za ulazak u to kad su stvari bile malo više stabilne, slično kao što su mnogi ljudi činili s Swiftom."
0:09:24,0:09:28,Bio je to manje zastrašujući trenutak za ulazak jer svi uče.
0:09:29,0:09:30,Nije bilo osjećaja da ste iza.
0:09:30,0:09:32,Učite se s drugima.
0:09:32,0:09:33,To je zanimljivo.
0:09:34,0:09:36,Tako se Swift UI osjeća sada.
0:09:36,0:09:37,U potpunosti.
0:09:37,0:09:43,Vidite veliki priljev ljudi koji se uključe i to je kao da nitko ne zaostaje jer svi se malo trudi u mraku.
0:09:43,0:09:45,"Da, i mislim da je to sjajno."
0:09:46,0:09:49,I to može učiniti neke aspekte tehnologije teškima za učenje.
0:09:50,0:09:59,"Kao što sam morao naučiti Objektiv C, ali činjenica da okvir nije bio tako težak i da nije bilo toliko toga za naučiti."
0:10:00,0:10:07,U usporedbi s današnjim velikim UI Kidom i svim drugim okvirima s kojima se moramo suočiti.
0:10:07,0:10:14,Ali dio koji sam morao naučiti bio je mnogo manji u smislu uh usklađivanja sa svima ostalima.
0:10:14,0:10:15,Morala sam naučiti Objective C da bih se uskladila.
0:10:15,0:10:18,"Morala sam naučiti zadržati, osloboditi, sve to zabavno."
0:10:19,0:10:25,"Ali nisam morala naučiti, osjećala sam se kao da imam ogromnu povijest onoga što je macOS bio u to vrijeme."
0:10:27,0:10:28,"Dakle, da, volim povremeni ponovni pokret."
0:10:29,0:10:30,To u sustav unosi svježu krv.
0:10:31,0:10:31,Da.
0:10:31,0:10:34,"Dakle, pretpostavljam da se vraćam na stvarno pitanje."
0:10:34,0:10:36,Ovaj će se epizoda ponašati s odbojnicama.
0:10:36,0:10:37,Bit će zabavno.
0:10:37,0:10:40,"Ne znam jeste li slušali, ali to je u osnovi emisija u skraćenom obliku."
0:10:40,0:10:42,"Da, da, tangent.fm."
0:10:43,0:10:44,To bi trebalo biti.
0:10:44,0:10:46,"Ali ne, volim Launched."
0:10:47,0:10:47,Ali da.
0:10:48,0:10:57,"I tako, lansiranje iOS-a bilo je vrsta ponovnog pokretanja koje sam trebao da se konačno uključim u programiranje nekog oblika Appleovog sustava."
0:10:58,0:11:00,I počeo sam s tim igrati čim je izašao SDK.
0:11:00,0:11:08,"Nisam se baš bavio hakiranjem prije SDK-a, iako su ljudi tada bili na putu, ali čim je izašao SDK, počeo sam s njim igrati."
0:11:08,0:11:15,I mislim da je moj prvi pravi pokušaj s aplikacijom nije dobro prošao s gledišta imena.
0:11:15,0:11:17,Nazivao se ISIS.
0:11:18,0:11:18,"O, čovječe."
0:11:19,0:11:19,Da.
0:11:19,0:11:24,"Nije dobro prošao jer je bio u sukobu s konzorcijem kreditnih kartica, zar ne?"
0:11:24,0:11:26,"U redu, o tome govoriš?"
0:11:26,0:11:28,"Eh, čekaš, ozbiljno govoriš?"
0:11:28,0:11:29,"Pa, ozbiljno govoriš."
0:11:29,0:11:31,Bio je konzorcij kreditnih kartica pod nazivom ISIS.
0:11:32,0:11:32,Da.
0:11:32,0:11:33,I to nije dobro staro.
0:11:33,0:11:40,"I to je izašlo šest mjeseci prije, znaš, cijele krize, uh, ili ne krize, ali cijela ta stvar postala je velika vijest."
0:11:40,0:11:42,Nisam znao da postoji i to.
0:11:42,0:11:42,Da.
0:11:42,0:11:43,Zanimljivo.
0:11:43,0:11:44,Bilo je prilično loše.
0:11:44,0:11:46,Mislim da je bilo kao da su to bile kreditne kartice.
0:11:46,0:11:51,"Mislim da je bilo, da, mislim da je bilo, hrpa kreditnih kartica pokušavaju napraviti neku vrstu konkurencije Apple Pay."
0:11:53,0:11:55,Možda je bilo hrpa mobilnih pružatelja usluga.
0:11:55,0:11:58,"Oh, to je ono što je preimenovano u valutu?"
0:11:58,0:11:58,"Eh, možda."
0:11:59,0:12:02,"Iskreno, ne sjećam se, ali ću to provjeriti na i staviti u bilješke o emisiji."
0:12:02,0:12:12,"Ali da, definitivno je bilo nešto što se zove ISIS i to se pojavilo relativno u isto vrijeme kad je ta teroristička organizacija eksplodirala u vijestima."
0:12:13,0:12:14,"I da, to nije bilo sjajno."
0:12:15,0:12:22,"Drago mi je što nisam bio jedini koji je imao taj problem, ali to je bio egipatski bog za praćenje poslužitelja."
0:12:22,0:12:30,"Dakle, ideja je bila da možete instalirati.NET komponentu na Linux boxu, a zatim bi vam ova aplikacija omogućila daljinsko praćenje CPU memorije, sve to."
0:12:32,0:12:37,"I mislim da sam vjerojatno uložio samo, ne znam, osamdeset sati, sto sati."
0:12:37,0:12:37,Upravo sam u to uložio sto sati.
0:12:38,0:12:43,"Dakle, to je bila Curtisova prva mala aplikacija i obavila je svoj posao."
0:12:43,0:12:44,Nikad se zapravo nije pomaknula.
0:12:45,0:12:48,Ukupno je ostvarila samo vjerojatno desetak prodaja.
0:12:49,0:12:58,"Ali definitivno je bilo dobro imati projekt koji mi je dao cilj prema kojem sam trebao raditi, tako da sam mogao naučiti okvir i naučiti sve što je uključeno."
0:12:58,0:13:02,"I odvesti sve do trgovine i imati stvarne kupce, čak i ako ih nije bilo previše."
0:13:03,0:13:03,"Da, da."
0:13:04,0:13:07,"Mislim, znate, e-pošta moje mame za podršku kupcima bila je sjajna."
0:13:07,0:13:08,To je bilo lako odgovoriti.
0:13:08,0:13:11,Vjerojatno je bila jedna od jedinih prodavača.
0:13:11,0:13:13,"Agresivna, ali znate."
0:13:13,0:13:17,"Da, uopće nije znala što da radi s tom aplikacijom."
0:13:17,0:13:28,"Ali, da, mislim da je to bila moja prva aplikacija koja nije bila samo mali hacking projekt, ali onda je zapravo samo sjedila na svemu dok se nisu pojavile padine."
0:13:28,0:13:29,"U redu, pa krenimo s padinama."
0:13:30,0:13:32,Dajem vam kratak prezentaciju o tome što je to.
0:13:33,0:13:39,"Obično kažem da je to, znate, mislim na Nike plus Runkeeper, Strava, sve te GPS aplikacije za praćenje."
0:13:40,0:13:48,"Obično su usmjerene na trkače ili ljude na biciklima, ali padine su namijenjene skijašima i snowboardersima jer imamo neke vrlo specifične aspekte."
0:13:48,0:13:53,"Na primjer, uzimamo dizala gore, a zatim se spuštamo nizbrdo."
0:13:54,0:14:03,"Kada gledamo statistiku, ne želimo da se taj uzbrdo broji u našoj ukupnoj udaljenosti ili prosječnoj brzini ili bilo čemu sličnom."
0:14:03,0:14:05,Želimo da se to filtrira ili barem odvoji.
0:14:06,0:14:14,"Za razliku od aplikacije za trčanje, svaki put kad se popnete na dizalo, morate pritisnuti pauzu prije nego što se popnete gore, a zatim biste morali pritisnuti start dok se spuštate ako želite filtrirati takve stvari."
0:14:15,0:14:27,"Dakle, to je mnogo specijaliziranije od toga, ali to je razlog zbog kojeg postoje aplikacije vrlo specifične za ovu nišu jer imamo vrlo specifičan skup zaht zahtjeva za vrstu podataka o kojima se brinemo."
0:14:28,0:14:28,U redu.
0:14:28,0:14:30,I radi se na vašem telefonu.
0:14:30,0:14:31,Možete ga staviti u džep.
0:14:31,0:14:33,"A zatim imate i aplikaciju za gledanje, zar ne?"
0:14:33,0:14:33,Da.
0:14:33,0:14:33,Da.
0:14:34,0:14:34,Fina.
0:14:35,0:14:39,"Dakle, kako je zapravo započeo kao proizvod?"
0:14:39,0:14:47,"Dakle, mislim da, kao i većina programera, koriste drugu aplikaciju i kažu: Mogu to učiniti bolje od ovoga."
0:14:48,0:14:52,A onda se obvežu da će sljedećih osam godina svog života raditi bolje od ovoga.
0:14:52,0:14:57,"Ispostavilo se da je to puno posla kad to kažete, ali u ovom slučaju isplatilo se."
0:14:58,0:14:59,"Da, koristila sam drugu aplikaciju."
0:14:59,0:15:00,Bila je dobro osmišljena.
0:15:01,0:15:04,Moja prijateljica i ja koristili smo ga na našim telefonima 2012.
0:15:04,0:15:08,"godine i dobro je radio, ali sučelje korisnika definitivno napisao inženjer."
0:15:09,0:15:10,"I ja sam samo pomislio, znaš što?"
0:15:10,0:15:15,"Moram proći previše zaslona da bih shvatio, evo, gdje je bila moja najveća brzina za taj dan?"
0:15:16,0:15:17,Želim znati gdje je to bilo na planini.
0:15:17,0:15:18,Prilično jednostavno pitanje.
0:15:18,0:15:26,"Moram skakati između tri ili četiri zaslona i provjeravati ih, a jednostavno nije bilo postavljeno na način na koji skijeri i snowboarderi misle, mislim."
0:15:27,0:15:31,"Dakle, u tom trenutku sam pomislio, dobro, mogu to bolje napraviti."
0:15:32,0:15:37,"Ali stvarno sam sjedio na njemu, ne znam, osam mjeseci."
0:15:37,0:15:41,neko vrijeme samo sam sjedio jer sam pomislio: Znaš što?
0:15:41,0:15:42,Nema šanse.
0:15:42,0:15:44,Nisam imao samopouzdanja da nastavim dalje.
0:15:44,0:15:48,"Bilo je to nešto što sam pomislio: U redu, možda ću ovdje nešto napraviti."
0:15:49,0:15:55,"Prvo sam se pitao jesam li mogao dovoljno dobro obaviti posao da bih mogao bolje, ali onda sam se pitao jesam li ovo vrijedno truda?"
0:15:55,0:15:57,Ima li ovdje tržište?
0:15:57,0:16:09,"I tako sam sjedio na tome dosta dugo dok nije došlo do vikenda za start-up tvrtke u Philadelphiji, koji je poput hackathona od 48 sati na kojem ljudi mogu otići i predstaviti svoje ideje, a zatim glasati na čemu žele raditi."
0:16:10,0:16:12,"A na kraju vikenda, jednostavno će dovesti neke mentore."
0:16:12,0:16:16,Mentori i neka vrsta procjene proizvoda i slično.
0:16:17,0:16:21,"I predstavio sam Slopes, malo trideset sekundi dug govor i, evo, nisam uspio."
0:16:21,0:16:21,Bombao je.
0:16:22,0:16:25,"Mislim da sam se dobro snašao, ali nisam bio dobar u prodaji."
0:16:26,0:16:27,"Dakle, nitko nije glasovao za Slopes."
0:16:28,0:16:40,"Dakle, bio sam, znate, u petak navečer, nekako obeshrabren i slično, ali onda sam završio s grupom ljudi za koje se nitko od nas nije osjećao dobro zbog drugih proizvoda koji su bili tamo, barem nas nisu privukli oni na kojima su ljudi radili."
0:16:40,0:16:46,"Dakle, samo smo sjeli i rekli, dobro, između svih proizvoda koje smo predstavili, na kojem želimo raditi?"
0:16:46,0:16:49,I Slopes je na kraju bio onaj na kojem želimo raditi.
0:16:49,0:16:49,na tome.
0:16:50,0:16:56,Tako sam došao tog vikenda s brzim prototipom neke GPS obrađivanja koja je trebala biti dokaz koncepta da bih se mogao uvjeriti da to mogu učiniti.
0:16:57,0:17:06,"Proveli smo vikend samo gledajući na tržište, istražujući, shvaćajući, uzimajući neke od mojih ideja za dizajn i stvarno ih stavljajući na papir da bismo ih mogli pokazati."
0:17:06,0:17:09,A onda je na kraju pobijedio u startup vikendu.
0:17:09,0:17:09,Bože.
0:17:10,0:17:24,"Da, od bez glasova do, da, osvojio je prvu nagradu, koja je bila, mislim, velika kutija Red Bulla i neke knjige."
0:17:24,0:17:24,Da.
0:17:25,0:17:28,Očito je da je to na vas ostavilo veliki utjecaj.
0:17:28,0:17:28,"Da, da."
0:17:28,0:17:34,"Da, imam neku sliku negdje i dobili smo glupavu, poput Burger Kingovog kruna, u osnovi."
0:17:37,0:17:43,"Ali, iako se ništa masovno nije dogodilo u tom vikendu, nije kao da sam iznenada dobio proizvod ili nešto slično."
0:17:43,0:17:58,"Mislim da mi je to dalo neku vrstu samopouzdanja koje sam trebao, poput, oh, pogledajte, ljudi koji imaju neku, znate, nogu u vratima u smislu izrade proizvoda i slično, pogledali su ovo i rekli da zapravo misle da bi ovdje moglo biti nešto."
0:17:59,0:18:09,"Znate, bili su zapravo impresioniraniiran nekim od načina na koji sam se pokušavao drugačije približiti dizajnu i nekim novim stvarima koje sam želio učiniti jer sam mislio da postoje zanimljivi eksperimenti koje bih mogao napraviti."
0:18:10,0:18:12,I zapravo su mislili da je vrijedno toga.
0:18:12,0:18:18,"Dakle, u tom trenutku to je bio neka vrsta, mislim, pojačala sam sam samopouzdanja koja mi je trebala da kažem: U redu, znaš što, probat ću ovo."
0:18:19,0:18:22,Pokušat ću ovo zaista i vidjeti što će se dogoditi.
0:18:22,0:18:36,"I tako se čini da je veliki razlika u tim ranim danima, vrsta ideje, kako se kaže, drugačiji način vizualizacije istih podataka koje su većina drugih aplikacija snimala."
0:18:36,0:18:36,Da.
0:18:36,0:18:42,"Da, u to vrijeme vjerojatno su postojale dvije glavne aplikacije, od kojih je jedna još uvijek na snazi."
0:18:42,0:18:46,"To su moje aplikacije za 99 centi, one koje sam koristio unaprijed."
0:18:47,0:18:50,A druga je bila malo društvenija.
0:18:50,0:18:53,Mislim da su čak i tada imali ljestvice i slično.
0:18:55,0:18:57,"Dakle, obje su dobro pratile."
0:18:58,0:19:06,"One za 99 centi, svatko tko me je vidio kako pričam na Twitteru o poslovnim modelima i slično, zna moje mišljenje o održivosti toga."
0:19:06,0:19:14,Druga je uvijek imala poteškoća s monetizacijom i mislim da nisu baš obavljaliili obračun plaća.
0:19:14,0:19:18,"Bili su svojevrsna besplatna aplikacija, ali im je bilo teško ostati u poslu."
0:19:18,0:19:21,"Zapravo, nisu ažurirali svoju aplikaciju tri godine."
0:19:21,0:19:24,"Prešli su na nogomet, što je zapravo vrlo zanimljivo."
0:19:25,0:19:28,"I rade sjajno, ali to je sasvim druga stvar."
0:19:28,0:19:28,Da.
0:19:28,0:19:31,Moram to potražiti jer sam samo znatiželjan kako to izgleda.
0:19:32,0:19:35,"Pa, nekad su se zvali Alpine Replay, a sada se zovu Trace."
0:19:36,0:19:37,"Dakle, ako želite potražiti."
0:19:38,0:19:46,"Zanimljiva kratka priča o njima jest da su pratili iPhone za skijanje i snowboarding, ali onda su im bilo teško ostvariti bilo kakvu monetizaciju."
0:19:46,0:19:48,To jednostavno nije dobro funkcioniralo.
0:19:49,0:19:52,"Mislim da su previše dali besplatno, na to se sve svodi."
0:19:52,0:19:55,"Stoga su odlučili: U redu, pa krenimo s hardverom."
0:19:56,0:19:58,"Scieri i snowboarderi plaćaju za hardver, pa ćemo to isprobati."
0:19:59,0:20:15,Počeli su graditi ovaj mali puck za praćenje koji možete staviti na skije ili snowboard i koji ima bolji GPS i podatke o ubrzanju i povezuje se putem Bluetooth-a s vašim telefonom.
0:20:15,0:20:18,"Puck bi prikupljao sve podatke, a zatim bi ih vaš telefon samo obrađivao."
0:20:19,0:20:24,To je omogućilo mnogo veće razlučivosti podataka nego što biste mogli dobiti s telefonom i mnogo pouzdanije podatke.
0:20:24,0:20:32,"Jer, kao što je to slučaj s akcelerometrom na skijama, znate, dobro, ova osoba je upravo napravila tristotinjak stupnjeva ili nešto slično."
0:20:32,0:20:35,Ne možete to reći kad je telefon u džepu jer telefon skače kao lud.
0:20:35,0:20:38,"Dakle, prodavali su ovaj uređaj za dvjesto dolara."
0:20:38,0:20:45,"Njihova kampanja na Kickstarteru bila je vrlo uspješna i također su ga promovirali za daske za surfanje, što ima smisla."
0:20:46,0:20:51,"Dakle, išli ste surfati i mogli ste se vratiti i sinkronizirati ga s telefonom kasnije, ali ne biste morali izvaditi telefon u ocean."
0:20:52,0:21:01,"Dakle, to su učinili, dobar Kickstarter, ali mislim da nije ispunio očekivanja u smislu dugoročnih prodaja za njih."
0:21:01,0:21:06,Ali to im je donijelo neku stručnost u hardveru za ovakve stvari poput GPS-a s ubrzivačem.
0:21:06,0:21:18,Zatim su to prebacili na nešto poput ove male stvari koju možete pričvrstiti na nogometnu cipelu koja će pratiti vaše pokrete i kako ćete udarati i sve slično dok igrate nogomet.
0:21:19,0:21:24,A onda su to uzeli i izgradili na vrhu toga ovu kameru.
0:21:25,0:21:28,"Nisam stručnjak za njihov proizvod, pa možda malo pogriješim."
