Start (HH:MM:SS),End (HH:MM:SS),Segment
0:05:39,0:06:40,"Ja bih nešto uvodno rekao obzirom da je ne samo ova konferencija u suorganizaciji sa našim cijenjenim kolegama i partnerima iz Europskog parlamenta, a naravno i uz veliku podršku Europske komisije, sigurno da treba nešto reći i o Hrvatskoj kao možemo još sigurno u određeno vrijeme reći najmlađađoj članici EU, o svim tim koristima i benefitima koji su već sada vidljivi od našeg formalnog članstva u EU iako ja uvijek posebno apostrofiram činjenicu da sam čin formalnog pristupanja EU njemu je prethodilo i čitav niz ili dugi niz godina u kojima smo usklađivali i naše zakonodavstvo i standarde, ali i općenito učinili čitav niz značajnih iskoraka strukturne i malo manje strukturne prirode kako bismo unaprijedili i naše gospodarstvo i neke druge segmente našega društva kako bi sve skupa upravo doprinijeli prema rastu životnog standarda naših građana."
0:06:40,0:06:50,"Hrvatska je duboko integrirana naravno u EU, jedinstveno tržište, dobro znate da negdje oko dvije trećine našeg izvoza ide u zemlje članice EU."
0:06:50,0:06:59,"Što se tiče našeg uvoza, on je čak i nešto veći, gotovo tri četvrtine, čak i preko tri četvrtine našeg ukupnog uvoza dolazi iz zemalja članica EU."
0:07:00,0:07:51,"Nama kao zemlji je uz brojne proizvodne djelatnosti, tu nam je i predstavnik hrvatskih izvoznika koji sigurno na ovu temu jako puno toga ne samo mogu reći nego mislim da su i pokazali koliko su spremni i konkurentni iskoristiti sve te potencijalne koristi i benefite od EU, ali uz proizvodne kompanije sigurno ne smijemo zanemariti i činjenicu i da imamo jak uslužni sektor, poglavito turizam, devedesettak posto turista koji dolaze u erha su također iz EU ako isto gledamo ukupnu situaciju sa priljevom izravnih stranih ili izravnih inozemnih ulaganja u erha ne samo proteklih par godina našeg članstva nego i puno prije toga također vrlo visoki postoci zapravo dolaze iz zemalja članica EU."
0:07:52,0:08:11,"Dakle to su oni nekakvi možemo ih nazvati statički podaci i pokazatelji, a duboko smo svi uvjereni i sigurni da neki od tih pokazatelja mogu biti još i poboljšani, a ja bi poglavito rekao naš izvoz kako usluga tako poglavito i roba u EU koji sigurno može još unaprijediti."
0:08:11,0:08:43,"Inače mi smo krajem prošle godine prema podacima službenim podacima Državnog zavoda za statistiku dosegnuli razinu izvoza roba i usluga od pedeset posto našeg bedepea što je sigurno dobar pokazatelj, ali ja vjerujem da svi u ovoj dvorani, a i puno šire od ove same dvorane vjeruju da ti postoci mogu i trebaju biti još i veći i da ne samo raste udio izvoza usluga nego ono što posebno ohrabruje i svima nama budi još dodatni optimizam je i porast izvoza roba."
0:08:44,0:09:11,"Ono što se tiče Hrvatske, dakle ne samo u tim podacima nego i u cijeloj konkurentnosti mi smo uspjeli iskoristiti određene potencijale i koristi koje su pred nama, ali ponavljam još uvijek puno toga ima na čemu možemo još poraditi jer kada gledate cijeli taj napredak koji smo napravili u izvoznom dijelu, on je najvećim dijelom došao upravo iz onoga segmenta konkurentnosti kao dio sada integralnog jedinstvenog tržišta."
0:09:11,0:09:25,"Međutim, ima još značajan napredak i potencijal upravo u onom strukturnom dijelu, bilo da govorimo o novim tržištima, bilo da govorimo o porastu našeg izvoza i općenito naše prisutnosti na već postojećim tržištima."
0:09:25,0:09:47,"I upravo jedinstveno tržište EU daje te mogućnosti i kroz dizanje konkurentnosti naše domaće industrije, poticanje na konkurenciju, ali isto tako na neki način stalni, konstantni pritisak da je potrebno činiti strukturne i određene druge iskorake kako bi i gospodarstvo, a i svi mi skupa zapravo išli uvijek prema naprijed."
0:09:48,0:10:06,"Kada govorimo o tim strukturnim reformama, to je sigurno jedna od stvari koju bih htio u ovom uvodnom govoru poručiti i vama, hrvatskim gospodarstvenicima, predstavnicima izvršne zakonodavne vlasti, ali isto tako naravno predstavnicima Europskog parlamenta i Europske komisije."
0:10:06,0:10:29,"Vi jako dobro znate da smo protekle dvije godine jako puno radili, a ja mislim i polučili značajne rezultate upravo na jednom segmentu koji je na početku pa ja mogu reći i mog mandata kao ministra financija, odmah smo ga okarakterizirali kao jedan od ključnih makroekonomskih izazova erha a to je održivost javnih financija."
0:10:29,0:10:51,"Dakle, galopirajući, dobrim dijelom i galopirajući javni dug proteklih godina, jednostavno nije nam stavio nikakvu drugu alternativu nego upravo set mjera koje smo trebali poduzeti, poduzimamo i koje ćemo u nastavku našeg mandata poduzimati kako bismo ne samo stabilizirali udio javnog duga nego ga i počeli smanjivati."
0:10:51,0:12:24,"Ja sam i u ovoj dvorani prije godinu i nešto dana kada smo govorili o proračunu za dvije tisuće šesnaest već tada najavio da ćemo i dvije tisuće šesnaest prema svim našim ne samo projekcijama nego svim našim i mjerama i aktivnostima i uvjerenjima već prve godine uspjeti smanjiti javni dug u bedepeu to nije baš bilo tako lako prihvaćeno jer je to nakon godina kada je taj javni dug rastao bilo možda malo i preambiciozno međutim pokazalo se točno hrvatska je prošle godine smanjila javni dug u bedepeu za nekakvih dvapet postotna boda a ove godine tim istim tempom čak i nešto brže i nastavlja, a ono što je još važnije zapravo je i srednjoročni okvir u petak, ne, pardon, u četvrtak kako dani brzo prolaze, Hrvatski sabor izglasao državni proračun za dvije tisuće osamnaest s projekcijama za devetnaest i dvadeset iz tog također važnog najvažnijeg dokumenta koji unutar jedne godine se donosi u hrvatskom saboru vrlo jasno i izvjesno zapravo da ćemo sa tim trendom nastaviti i u godinama koje slijede napori i rezultati su prepoznati ja ću krenuti opet poglavito iz perspektive europske komisije i europske unije da EU, dakle Hrvatska je ove godine izašla iz procedure prekomjernog deficita i sada smo u skupini zemalja, najvećem broju zemalja koji smo u takozvani preventivnom mehanizmu koji za nas znači još i puno više posla da se naravno ne vratimo u korektivni mehanizam odnosno da napravimo još dodatne iskorake kako ćemo svi skupa okarakterizirati javne financije kao u potpunosti održive."
0:12:25,0:12:53,"Rating agencije koje su nama također izuzetno važne, nešto malo sporijom dinamikom, ali također prepoznaju naše rezultate, stabilizirani su nam izgledi, a jedna od tri vodeće rejtinga agencije ih je stavila i na pozitivne, dakle to je ona jedna stepenica do unapređenja rejtinga koju ja vjerujem svi ne samo skupa očekujemo, a ako gledate situaciju na financijskim tržištima i tržištima kapitala praktički hrvatski rejting je već popravljen."
0:12:53,0:13:09,"Jer ako gledate kolika je i cijena tog takozvani spreda ili naknade cijene rizika, a i ukupnog prinosa na naše obveznice, Hrvatska sigurno u ovom trenutku može reći da je i na tom području napravila iskorak."
0:13:09,0:13:43,Mi smo taj dio i iskoristili da u okviru naše možemo reći tako rashodne strane državnog proračuna ali i šireg obuhvata opće države napravimo značajne iskorake protekle dvije godine kroz seriju transakcija domaće i međunarodne prirode restrukturiramo i refinanciramo naša postojeća dospijeća ali isto tako ukupni dug čime smo ne samo unaprijedili ročnu strukturu našeg duga nego ono što je posebno važno i u kratkom roku izuzetno bitno za spomenuti a to je i smanjili cijenu tog istog duga.
0:13:43,0:14:40,Proteklih par transakcija nakon prošle godine kada je ušteda ostvarena od nekakvih sedamsto šezdeset dva milijuna kuna na kamatama ove godine taj iznos smo već sada i premašili svega nekoliko transakcija uključujući i ovu zadnju koja se tiče šireg obuhvata opće države a to je naš cestarski sektor znači te uštede idu na preko osamsto milijuna kuna i s tim sigurno nećemo stati nastavak i godine bez obzira što je malo manje od mjesec dana i već su svi na neki način u nekakvom i pred blagdanskom raspoloženju advent je krenuo upalile su se svijećice krenuli su i božićni i predbožićni domijenci ali naravno i u skladu s tim i radimo dalje tako da i do kraja godine najkasnije u prvom tromjesečju ćemo završiti cjelokupnu priču oko financijskog restrukturiranja cestarskog sektora i mislim da svi možete očekivati nastavak ovako dobrih i rezultata i uspjeha koje smo do sada polučili.
0:14:41,0:15:07,"Ono što bih na kraju rekao, a isto je važno i za javne financije i za proračun, a isto je posebno važno i za naše danas domaćine i suorganizatore i organizatore ovoga skupa, to je fokus erha i nas svih skupa na čim veću iskoristivost europskih fondova i u proračunu za dvije tisuće osamnaest ponovno su vidljive izuzetno visoke, dvoznačne stope rasta u smislu usporedbe sa godinom koja prethodi."
0:15:07,0:15:15,"Dakle, veliki je fokus nas kao izvršne vlasti upravo na čim boljoj, efikasnijoj i bržoj korištenju europskih sredstava."
0:15:15,0:15:38,Ono što je također izuzetno važno je da već neko vrijeme mi ne govorimo samo isključivo o infrastrukturnim projektima u erha koji se financiraju i sufinanciraju iz europskih sredstava nego čitav jedan dijapazon možemo reći različitih segmenata državnog proračuna koji izravno ili uz nacionalnu komponentu dolazi kroz europske fondove.
0:15:38,0:16:09,To je nešto na čemu ćemo staviti veliki naglasak jer i za javne financije ali i za naše cijelo gospodarstvo i sve nas skupa to je sigurno ona takozvani win-win situacija jer u ovom mom malom djelokrugu javnih financija i proračuna europska sredstva su deficit neutralna i nama su izuzetno važno da nađemo upravo taj na neki način substitut nacionalnih izvora poglavito iz perspektive toga jer i mi kao i svaka druga zemlja članica participiramo i uplaćujemo u proračun EU.
0:16:10,0:16:16,"To su otprilike one osnovne poruke koje sam vam na neki način htio reći, imate jako puno toga za čuti."
0:16:17,0:16:33,"Žao mi je da neću biti prisutan ovdje s vama, prezentaciju koju će guverner Vujčić održati mislim da bih mogao i sam odraditi obzirom da smo nas dva skupa proveli proteklih par dana pa sam vidio i sve te slajdove i znam koje poruke želi vam i hoće poručiti."
0:16:34,0:17:04,"Sigurno da i iz njegovih riječi i iz riječi naravno moje kolegice i prijateljice Ivane Maletić ćete čuti i dodatne perspektive ne samo korištenja europskih sredstava nego općenito svih tih potencijalnih koristi našeg članstva u EU, a naravno kroz panele predstavnici i realnog sektora, akademske zajednice, naravno predstavnici Europske komisije će nam još puno više reći iz svojih kutova gledanja."
0:17:04,0:17:18,"Sve u svemu, evo još jedanput sve vas lijepo pozdravljam i zahvaljujem vam se na pažnji, još jedanput i u ime predsjednika Vlade gospodina Andreja Plenkovića i moje osobno ime i želim vam naravno uspješan rad na današnjoj konferenciji."
0:17:18,0:17:37,"Hvala lijepa ministru financija Zdravku Mariću, a sada pozivamo guvernera haenbea Borisa Vujčića koji će nam dati zapravo kratku analizu o gospodarskom rastu u EU i Hrvatskoj."
0:17:39,0:17:40,Hvala lijepo.
0:17:40,0:17:41,Dobro jutro svima.
0:17:42,0:17:56,"Pozdravljam vas kao što je rekao Zdravko u ovoj akustičnoj dvorani, ali moram reći da smo unaprijedili akustiku, malo sjećate se svi koji ste ovdje bili da se prije jako slabo čulo, sad se nadam da me čujete dobro ili bar prilično dobro."
0:17:58,0:18:10,"Ja ću kao što je Zdravko rekao ispričati nešto što on već zna, ali ja mislim da i većina vas zna o čemu ću pričati, ali vrlo često zadnje vrijeme pričam o sličnim stvarima."
0:18:10,0:18:44,"Ideja je nekakva da kažem nešto o tome kako gospodarski rast u EU utječe na gospodarski rast u Hrvatskoj, da pokažem da ciklički praktički Hrvatska sada izlazi iz recesije i u nekoj mjeri prati rast u EU, pogotovo nakon ulaska u EU, a zatim da kažem nešto o stvarima koje bi još trebalo napraviti u Hrvatskoj, znači prvenstveno o strukturnim reformama kako bi se digla potencijalna stopa rasta brutodomačeg proizvoda."
0:18:44,0:19:04,"Znači to je nekakva ideja ovdje da govorimo o nekakvim domaćim fundamentima koji utječu na dinamiku i strukturu rasta, na prelijevanje učinaka rasta u EU i napokon da kažem nešto o jačanju konkurentnosti i strukturnim reformama koje je potrebno napraviti za jačanje konkurentnosti."
0:19:06,0:19:21,"U EU dakle vidimo da je rast prisutan već pet godina i to kroz jačanje svih komponenti rasta, znači i izvoza i osobne potrošnje i investicija."
0:19:22,0:19:50,"Taj je rast relativno ravnomjerno raspoređen na sve zemlje članice, znači zemlje juga, periferne zemlje, zemlje juga su malo kasnile u oporavku kao što možete vidjeti, isto kao i Hrvatska, međutim sad zadnje tri godine možemo vidjeti da se svi dijelovi EU oporavljaju, neki malo brže, neki malo sporije, ali imamo vrlo solidne stope rasta u cijeloj EU."
0:19:51,0:20:11,"U Hrvatskoj kao što sam rekao oporavak je kasnio, znači tek počinje dvije tisuće i kao što vidite petnaest godine značajno i prvenstveno ono što je dovelo do izlaska iz recesije odnosno ono što je bio zamašnjak oporavka u hrvatskoj je rast izvoza."
0:20:12,0:20:40,Znači rast izvoza u velikoj mjeri upravo kao posljedica toga da je hrvatska ušla u eu dvije tisuće trinaest godine znači na godinu dana praktički odnosno dvije nakon toga činjenica je da smo ušli u EU kao i u svim ostalim krugovima proširenja i znači u prvom krugu proširenja i drugom krugu proširenja pokazala je da ulazak u EU dovodi do rasta izvoza.
0:20:41,0:20:54,"To se pokazuje i u Hrvatskoj i možete vidjeti da praktički od ulaska Hrvatske u EU, EU kao odredišno tržište našeg izvoza raste kao postotak."
0:20:55,0:21:21,"Znači ona je bila visoka na početku šezdeset posto ukupnog izvoza međutim nakon ulaska u EU ona još raste što znači da nisu samo kao što ću kasnije pokazati poboljšanja cijenovnih komponenti našeg izvoza dovela do rasta izvoza, sasvim sigurno nisu strane izravna ulaganja jer ih u tom razdoblju krize praktički nije ni bilo."
0:21:21,0:21:31,Dakle šta ostaje upravo efekt ulaska u EU kao glavna determinanta ovakvog rasta izvoza i u biti oporavka koju smo vidjeli.
0:21:33,0:21:52,"Ako pogledamo usklađenost Hrvatske sa ciklusom Eurozone onda možemo vidjeti da je Hrvatska vrlo usklađena, znači simetričnost ciklusa je vrlo visoka i da je ona pogotovo vrlo visoka opet nakon što smo ušli u EU."
0:21:52,0:22:10,Možete vidjeti na ovom lijevome slajdu koji pokazuje faznu sinkroniziranost ciklusa hrvatskog gospodarstva sa onim Eurozone da smo mi praktički sinkroniziraniji sada sa ciklusom Eurozone nego rubne zemlje same Eurozone.
0:22:11,0:22:31,Isto tako ako gledate doprinose se simetričnih šokova bedepeu opet isti zaključak i opet povećavanje praktički sinkroniziranosti našeg ciklusa sa ciklusom same eurozone i opet je Hrvatska kao što vidite sada sinkroniziranija nego i same rubne zemlje eurozone.
0:22:33,0:22:42,"Oporavak se međutim ne temelji isključivo na vanjskim čimbenicima, ne temelji se isključivo na ulasku u EU."
0:22:43,0:22:53,Ono što je sasvim sigurno važno reći je da se poboljšavaju u istom razdoblju i cijenovni i necijenovni čimbenici hrvatske konkurentnosti.
0:22:55,0:23:16,Ono što se isto tako počinje događati je apsorpcija fondova EU i sama prilagodba strukturna hrvatskog gospodarstva kao posljedica šoka velike recesije odnosno krize koji se dogodio u drugim zemljama ali vjerojatno dublje i značajnije u Hrvatskoj.
0:23:17,0:23:17,Zašto?
0:23:18,0:23:44,"Hrvatska je prije krize rasla po višim stopama rasta, međutim taj rast je bio kao što smo govorili od početka neodrživ u smislu da se zasnivao prvenstveno na povećanju duga, znači zaduživanju u inozemstvu i na temelju tog zaduživanja povećavanju domaće osobne potrošnje i prvenstveno javnih investicija."
0:23:45,0:23:50,Prije krize to su u najvećoj mjeri bila izgradnja autocesta.
0:23:52,0:23:57,Kad je došla kriza onda se pokazalo koliko je neodrživ taj model rasta.
0:23:57,0:23:57,Zašto?
0:23:58,0:24:22,"Zato jer je došlo do naglo zaustavljanja priljeva kapitala i to na visokim razinama već duga, tako da je Hrvatska morala krenuti u jedno ja bi rekao bolno i relativno dugo razdoblje razduživanja, deleveraginga koji je u recimo za sektor stanovništva praktički trajao do recimo godinu dana."
0:24:22,0:24:30,Znači de facto šest godina razduživanja na temelju vrlo visokih razina duga koje su se kumulirale prije početka krize.
0:24:32,0:24:46,"Rast tržišnog udjela Hrvatske nakon ulaska u EU kao što sam rekao, dijelom je, znači dijelom je posljedica samog ulaska u EU, međutim dijelom je naravno i posljedica poboljšanja cijenovne konkurentnosti."
0:24:46,0:25:12,"Na onom desnom slajdu možete vidjeti, sad vidite nekoliko tih mjera cijenovne konkurentnosti, znači imate nominalni tečaj, imate realni efektivni tečaj deflacioniran proizvođačkim cijenama i potrošačkim cijenama, ali ono najvažnije je ova siva linija koja pokazuje realni efektivni tečaj deflacioniran jedničkim troškovima rada, koja je najbolja mjera konkurentnosti za svaku zemlju."
0:25:13,0:25:20,Zašto zato jer jednički troškovi rada pokazuju omjer rasta proizvodnosti u odnosu na rast troškova rada.
0:25:21,0:25:47,"Ukoliko proizvodnost raste brže od troškova rada, konkurentnost zemlje se poboljšava, ukoliko raste sporije se smanjuje i sva istraživanja pokazuju da upravo to najviše utječe na konkurentnost pojedinih gospodarstva, puno više nego realni efektivni tečaj deflacioniran bilo potrošačkim ili proizvođačkim cijenama koje su bolji pokazatelj konkurentnosti zato jer isključuju marže i poreze."
0:25:48,0:26:35,"Ono što možete vidjeti je da je nakon snažne aprecijacije do početka krize, znači do dvije tisuće devet godine ovaj realni efektivni tečaj deflacionirani jedničkim troškovima rada snažno deprecirao tijekom krize i praktički se vratio na razine sa kraja devedesetih godina znači imali smo vrlo snažnu prilagodbu tu gospodarstva i ja bih rekao da je ona bila čak i iznenađujuće jaka i da je hrvatska pokazala čak i veću fleksibilnost na tržištu rada nego većina drugih zemalja eu EU što je sasvim sigurno dovelo do poboljšanja konkurentnosti i isto tako boljih rezultata u izvozu."
0:26:36,0:26:52,Ono što se također događa je promjena strukture samoga gospodarstva na način da se smanjuje važnost velikih poduzeća i raste važnost malih i srednjih poduzeća što je jedna opet dobrodošla stvar.
0:26:53,0:27:05,"Možemo vidjeti da udio top deset ili top pet izvoznika polako pada, a udio malih i srednjih poduzeća, pogotovo srednjih poduzeća kontinuirano raste."
0:27:06,0:27:12,To je isto tako jedna logična posljedica ulaska u EU.
0:27:13,0:27:13,Zašto?
0:27:14,0:27:35,"Zato jer troškovi penetracije na tržište EU postotno relativno su veći za mala i srednja poduzeća nego za velika poduzeća, tako da mala i srednja poduzeća više profitiraju kada ti troškovi nestaju relativno od velikih poduzeća."
0:27:39,0:28:17,"Hrvatska se na taj način strukturno bitno promijenila nakon krize od zemlje koja je imala vrlo visok deficit na tekućem računu platne bilance, znači prije krize je on bio osamdevet posto bedepea znači vrlo visoki deficit hrvatska se pretvorila u zemlju koja sada ima relativno visok i stabilan suficit na tekućem računu platne bilance i još veći na tekućem i kapitalnom računu platne bilance prvenstveno zbog početka sada priljeva sredstava iz EU, govorimo o kapitalnom računu platne bilance."
0:28:18,0:28:39,I naše projekcije pokazuju praktički u našem projekcijskom horizontu da će Hrvatska ostati zemlja sa suficitom na tekućem i kapitalnom računu platne bilance uz naravno poznatu strukturu gdje imamo kontinuirani deficit na računu roba i kontinuirani suficit na računu usluga.
0:28:39,0:28:43,Međutim sada je suficit na računu usluga veći od deficita na računu roba.
0:28:44,0:28:57,Primarni i sekundarni dohodak se praktički poništavaju i onda se svodi praktički hrvatska platna bilanca na omjer toga da li imamo veći suficit izvoza usluga od deficita na računu roba.
0:28:57,0:29:35,"Isto tako treba reći da deficit na računu roba je nešto što je i logično možete očekivati za zemlju koja ima tako visok suficit na računu usluga, zašto je to potrebno uvesti u neke robe da bi izveli neke usluge i ako bi pogledali recimo omjer, ako bi pogledali korelaciju između računa roba i računa usluga u različitim zemljama EU ili u svijetu, onda bi vidjeli da što je veći suficit na računu usluga, u principu će biti vjerojatniji deficit na računu roba."
0:29:35,0:29:40,Znači to nije nešto neophodno negativno kao što se često percipira.
0:29:42,0:30:36,"Absorpcija EU fondova koja je spomenuta i koju sam ja već spomenuo se sada intenzivira naravno nakon ulaska u EU, uvijek je potrebno neko vrijeme da se fondovi počnu povlačiti i oni sada dosižu gotovo jedanjedandva posto bedepea što je dobro naš projekt Naše projekcije pokazuju da će se on dalje intenzivirati u idućim godinama, međutim on može biti i, ta apsorpcija može biti i bolja i veća kao što pokazuje iskustvo drugih zemalja nakon ulaska u EU, Hrvatska tu ipak u donjem dijelu ove tablice po apsorpciji fondova, znači u prve tri godine članstva u EU kao postotak bedepea znači imamo taj pozitivan trend, međutim sasvim sigurno moguće je dodatno raditi na tome da se ta apsorpcijska moć Hrvatske poveća i da angažiramo još više fondova EU."
0:30:39,0:30:44,Makroekonomske neravnoteže su bile značajan problem.
0:30:44,0:31:37,"Ako pogledamo od dvije tisuće trinaest godine još su svi ovi pokazatelji ovdje bili u crvenome danas sa oporavkom gospodarstva većina njih je više nije u crvenom međutim tri makroekonomske neravnoteže su još prisutne jedno je neto stanje međunarodnih ulaganja koje će tako ostati još očito dugo vremena drugo je dug opće države i treća je stopa nezaposlenosti međutim ono što je dobro da i ova tri neravnoteže koje još uvijek jesu crvene se sve poboljšavaju, znači i vanjski dug brzo opada hrvatski i javni dug kao što je Zdravko prije mene pričao opada, a i stopa nezaposlenosti pada s time da kad govorimo o stopi nezaposlenosti u Hrvatskoj uvijek je pitanje koja je prava stopa nezaposlenosti."
0:31:38,0:31:46,Znamo da u ovom trenutku gospodarstvenici traže puno radnika koje nije moguće naći.
0:31:46,0:31:59,"Znači s jedne strane imate nedostatak radnika, s druge strane imate relativno visoku stopu nezaposlenosti, tako da očito postoji jedan strukturni mi smeć na tržištu rada u Hrvatskoj."
0:32:00,0:33:31,"Fiskalna konsolidacija kao što je rečeno dovodi do pada javnog duga i isto tako u našem, našem horizontu projekcija do dvije tisuće devetnaest godine taj javni dug će nastaviti padati i nastavit će padati po stopama koje su više od onih koje, koje procedura prekomjernog manjka ili paktu o stabilnosti i rastu traži znači ona dvadesetna razlika između šezdeset posto i trenutne razine javnoga duga tako da će tu hrvatska nastaviti tu potrebnu prilagodbu odnosno ta potrebna prilagodba će po našim projekcijama čak biti otprilike duplo veća od one koja je zahtjevana sa paktom što se tiče uvjeta financiranja oni se kontinuirano poboljšavaju znači ako pogledamo bilo uvjete za financiranje države to je ova plava donja linija koja pokazuje prinos na trezorske zapise ministarstva financija bilo da gledamo na uvjete zaduživanja kućanstava ili poduzeća, znači oni se svi kontinuirano poboljšavaju kao posljedica vrlo, vrlo ekspanzivne monetarne politike, vrlo visokog viška strukturnog likvidnosti na tržištu i očekujemo da se taj trend nastavi, pogotovo zbog toga što, kao što je Zdravko isto spomenuo, je premija rizika na Hrvatsku snažno pala u zadnjih godinu i pol dana i nastavlja padati."
0:33:32,0:33:59,"Naravno sada se ove razine spreda više relativno poboljšanje stanja Hrvatske, znači premija rizika na Hrvatsku neće biti tako brzo jel smo došli na nekakvih sto baznih bodova, međutim možemo uz ove trendove očekivati i poboljšanje rejtinga i dalju kompresiju spreda za Hrvatsku barem u kratkome roku."
0:34:02,0:34:07,"Međutim, oporava kreditiranja je trebalo puno duže da se dogodi."
0:34:07,0:34:07,Zašto?
0:34:08,0:34:12,"Zbog onoga što sam ranije rekao, zbog toga što je proces izuživanja vrlo dugo trajao."
0:34:12,0:34:55,Recimo ako u pogledate ovo plavo područje na grafu ono pokazuje plasmane znači banaka sektoru stanovništva i možete vidjeti da se tek praktički od dvije tisuće sedamnaest godine unutra godinu dana ti plasmani oporavljaju što znači da od dvije tisuće devet do dvije tisuće šesnaest se je sektor stanovništva razduživao kod sektora poduzeća je situacija bila drukčija prvo je prvo je raslo nešto zaduživanje onda je opet krenuli su u deleveraging i sad ponovno polako rastu plasmani poduzećima što je posljedica prvenstveno dakle oporavka gospodarstva i rasta potražnje za kreditima.
0:34:56,0:35:12,"Međutim, on je skroman i iako očekujemo nastavak ovoga trenda, ne očekujemo nekakav bum u potražnji za kreditima ni u plasmanima, nego postupni oporavak i plasmana stanovništvu i plasmana poduzećima."
0:35:14,0:35:18,Problem je opet donekle i strukturne prirode kao što obično naglašavam.
0:35:20,0:35:26,Gospodarstvo se ako gledamo sektor poduzeća sastoji od tri grupe poduzeća.
