Start (HH:MM:SS),End (HH:MM:SS),Segment
0:08:58,0:09:19,"Utoliko je u biti na drugim nositeljima ekonomske politike, prvenstveno na Vladama pojedinih zemalja da učine one neophodne strukturne potrebe koje su reforme koje su potrebne da njihove ekonomije ojačaju i učine ih snažnijima i konkurentnijima."
0:09:19,0:09:38,"To monetarna politika ne može raditi niti je ikad mogla raditi i ukoliko se to ne dogodi, rizici evo rekao izlaska iz ovakve monetarne politike koju danas vidimo će sa vremenom sve više raste."
0:09:38,0:09:45,"Evo toliko za ugod, evo sad vidimo malo specifičnu situaciju Hrvatske."
0:09:45,0:09:51,"Znači, par riječi o ograničenjima monetarne politike u Hrvatskoj."
0:09:51,0:10:28,"Znači Hrvatska u odnosu na udžbeničke slučajeve koje vi vjerojatno ne znam koje udžbenike koristite za makroekonomiju, monetarnu ili međunarodne financije, u principu nemate udžbenika koji opisuju slučajeve kakav je Hrvatska gdje je stopa euroviziranosti odnosno valutne substitucije kako ju zovemo kao nekakvim generičkim pojmom toliko visoka i de facto direktno utječe na mogućnosti monetarne politike."
0:10:28,0:10:37,"U normalnom slučaju, znači knjižkom, dominantna valuta u nekoj zemlji je domaća valuta."
0:10:39,0:10:42,U Hrvatskoj nije to domaća valuta nego je to strana valuta.
0:10:43,0:11:01,I to je prva i bitna razlika u kojoj radi monetarna politika u Hrvatskojskoj je vrlo visoka legaliziranost depozita pa onda posljedično i plasmana koje daju banke.
0:11:02,0:11:03,Zašto je to tako?
0:11:06,0:11:10,Postoji više razloga i o njima ću malo kasnije nešto reći.
0:11:11,0:11:23,"Drugo je da je Hrvatska mala i otvorena zemlja sa visokim udjelom izvoza i uvoza, ali to nije nešto što nećete naći i u mnogo drugih zemalja, znači postoji puno malih otvorenih gospodarstava."
0:11:24,0:11:48,"Visoke Visoka je devizna zadužena što je u biti posljedica ovog prvog ograničenja visoke euroiziranosti depozita u bankovnom sustavu što predstavlja visok rizik za financijsku stabilnost i visoka je uvozna ovisnost gospodarstva, znači Hrvatska jako puno uvozi za jedinicu vlastitog iznosa."
0:11:51,0:11:56,Zašto je razina euroizacije u Hrvatskoj visoka?
0:11:58,0:12:02,"Visoka je kao posljedica u biti povijesti, nasljeđe."
0:12:04,0:13:10,"Od jedna tisuća devetsto šezdeset pet godine iz vremena još jugoslavije kada je tito odlučio otvoriti granice liberalizirati ekonomiju dozvoliti ljudima da imaju devizne račune u komercijalnim bankama ljudi su polako počeli dio štednje a očidati u to vrijeme najviše njemačke marke nakon toga kako je makroekonomska politika prvenstveno monetarna politika u Jugoslaviji bila sve nestabilnija, sve lošija i dovodila do visokih stopa inflacije koje su slijedile uvijek devalvacije domaće valute, ljudi su vrlo brzo shvatili da u situaciji u kojoj domaća valuta devalvira se ne isplati štediti u Ljubljani, te su počeli štediti u njemačkim markama kako bi sačuvali vrijednost vlastitog novca."
0:13:12,0:13:21,I taj proces je bio pogotovo izražen krajem sedamdesettih i osamdesettih godina kada je Jugoslavija bila u velikoj ekonomskoj krizi.
0:13:22,0:14:00,Kad je Hrvatska postala neovisna na početku devedesettih razina deutsche markizacije u bankovnom sustavu u Hrvatskoj je bila preko devedeset posto devedeset tri i devedeset četiri posto znači praktički svi depoziti su bili u njemačkim markama drugim riječima ljudi su odlučili glasati sa svojim novčanikom i reći mi ne vjerujemo u ove domaće monetarne politike koje dovode do kontinuiranih devalvacija nego ćemo mi rađe držati novce u stabilnoj valuti njemačkoj banci.
0:14:02,0:15:04,Nakon toga ste imali sličnu situaciju do kraja devedeset tri početka devedeset četiri godine do stabilizacijskog programa u hrvatskoj kada je stopa inflacije isto bila izuzetno visoka oko jedna tisuća posto kada je valuta kontinuirano isto bila devalvirana i onda nakon stabilizacije od devedeset četiri godine imate situaciju gdje je stopa inflacije smanjena gdje je valuta stabilna od devedeset četiri godine do danas i gdje ste imali kontinuirano pozitivni kamatni diferencijal na ulaganja u kunama odnosno na ulaganja u njemačkoj marci pa nakon toga od devedeset devet eura međutim razina valutne substitucije u riziciji se samo malo smanjila.
0:15:06,0:15:21,"Znači, razina te valutne substitucije smanjila se razine od preko 90% na, zašto je kako ju mjerimo, evo recimo ovdje imate neke mjere na razini od recimo 70%."
0:15:24,0:15:26,Zašto se nije smanjila više?
0:15:27,0:15:44,"Znači ono što vas slučaju vaši profesori je ako imate stabilan tečaj, znači ako tečaj nije problem, ako nemate tečajnog rizika, imate kontinuirani kamatni pozitivni diferencijal, logičnije je da ćete štedjeti u kunama nego u eurima."
0:15:45,0:15:49,Zašto bi pristali na niži prinos ako možete ostvariti više prinosa?
0:15:49,0:16:25,"Znači svi koji su bili u kuni do danas su bolje prošli od onih koji su bili u eura, a opet je sedamdeset posto sredstava bilo u eura i sad ekonomički bi se pitalo zašto tako zašto se ljudi ponašaju iracionalno a oni se vjerojatno ne ponašaju u potpunosti iracionalno jer tijekom svih tih dvadeset i nešto godina uvijek su postojali političari i ekonomisti koji su tvrdili da domaću valutu treba delogirati i da će tada to biti puno bolje za ekonomiju ili su to slušali."
0:16:25,0:16:38,"I onda ako to slušaju ministre ha nikad ne znamo kada će doći ovi na vlast, bolje da mi držimo novce u euru pa onda smo sigurni da nam neće obezvrijediti našu štednju."
0:16:38,0:16:48,"I to je logično ponašanje ako gledate profuturo, ne i ako slušate takva mišljenja odnosno takve prijedloge."
0:16:48,0:16:56,Tako da oni koji su u biti zagovarali deregulaciju svih ovih godina su i u svojim zagovaranjima činili manje moguće.
0:16:57,0:16:57,Zašto?
0:16:57,0:17:08,Zato jer ne možete napraviti situaciju u kojoj imate tako visoku deviznu štenju i tako visoke devizne obveze svih sektora.
0:17:08,0:17:14,"Prvenstveno sektora, kao što ćete vidjeti na tom grafu države i poduzeća."
0:17:16,0:17:34,"Sektor stanovništva je prvenstveno sektor koji štedi, ali ovdje vidite da opća država ima 227,8 milijarde kuna u deviznom dugu, dok sektor poduzeća ima 200 milijarde kuna u deviznom dugu."
0:17:36,0:17:45,"Međutim, niko od stanovništva kao sektor bi moglo čak tu dobro proći, neko će reći."
0:17:48,0:17:54,Jedna stvar je u tome da vam depoziti i krediti nisu jednako distribuirani.
0:17:54,0:17:57,"Znači oni koji imaju depozite, ti nemaju kredite."
0:17:58,0:18:04,Depoziti su vrlo kon raspršeni u središtu stanovništva.
0:18:04,0:18:13,Tako da na koncu dobijete da velika većina i kućanstva i poduzeća i države gubi sa devalvacijom.
0:18:15,0:18:19,Dobivaju samo oni koji su najbogatiji.
0:18:20,0:18:26,"Drugim riječima, devalvacija direktno pomaže najbogatijima, pogađa što su siromašniji to vas više pogađa."
0:18:27,0:18:29,Što su zaduženi to vas više pogađa.
0:18:31,0:19:02,"Drugim riječima, za monetarnu politiku u Hrvatskoj zbog tih razloga visokog stupnja eurizacije kao i zbog činjenice da smo malo otvorena ekonomija sa vrlo visokom uvoznom zavisnošću te da smo bili ekonomija do nedavno sa visokim deficitom na tekućem računu platne bilance."
0:19:05,0:19:17,Stabilnost tečaja je bila kontinuirano ja bi rekao osnova odnosno temelj za vođenje monetarne politike.
0:19:17,0:19:23,"Drugim riječima, monetarna politika se fokusirala na održavanje stabilnosti tečaja."
0:19:23,0:19:24,Zašto?
0:19:24,0:19:34,Zato jer je održavanje stabilnosti tečaja i održavanje financijske stabilnosti u Hrvatskoj i najbolji način pomoći gospodarskom rastu.
0:19:34,0:19:50,"Drugim riječima, u zemljama koje imaju vrlo visoku razinu eurizacije odnosno valutne substitucije, to može biti dolarizacija, recimo u slučaju latinoameričkih zemalja, devalvacija djeluje pro-recesijski."
0:19:52,0:19:53,Zašto djeluje pro-recesijski?
0:19:54,0:20:06,Zato što povećava dug kao što smo vidjeli jel i najvećeg dijela poduzeća i opće države i velikog broja kućanstva.
0:20:08,0:20:08,Što time čini?
0:20:09,0:20:34,"Povećava s jedne strane kamatne obveze države, čini udar na proračun državni, smanjuje raspoloživa sredstva za investicije poduzeća ili ih dovodi u situaciju prezaduženosti kad oduzmu u bankrot, a u sektoru kućanstava smanjuje raspoloživi dohodak pa time i potrošnju."
0:20:34,0:20:41,Tako da se smanjuju i G i I i C što dovodi do pada alpha.
0:20:43,0:21:01,"Danas imate naravno ako gledate Handbook of Monetary Economics, sad imate poglavlja koja su posebno posvećena monetarnoj politici u zemljama sa visokom valutnom substitucijom koja taj proces opisuju, ali ajmo reći da pred, ja mislim da je to Frankl napisao prije desetak godina."
0:21:01,0:21:14,tek pogledate ovo novo izdanje Handbookovog monetarnog i konačnog slovenskoga do petnaestdvadesetg to uopće u udžbenicima niste mogli naći kao ajmo reći jednu udžbeničku temu.
0:21:20,0:21:31,Znači zbog visoke osjetljivosti na promjene tečaja monetarna politika je fokusirana na održavanje stabilnosti tečaja.
0:21:32,0:21:40,Naravno mi nismo dopuštali objasnit ću zašto nismo dopuštaliali deprecijaciju snažnog tečaja?
0:21:40,0:21:42,Ali nismo dopuštali ni aprecijaciju.
0:21:42,0:21:43,To sam počeo objašnjavati.
0:21:44,0:21:46,Zašto nismo dopuštali snažnu aprecijaciju tečaja?
0:21:47,0:22:11,"Zbog toga što smo imali visok deficit na tekućem računu platne bilance, koji bi se uzet te aprecijacije tečaja mogao odrediti negativno na konkurentnost hrvatskih poduzeća koja je ovako i onako bila prilično loša, te bi mogao povećati eksternu ranjivost Hrvatske kroz povećanje vanjskog duga putem deficita na tekućem računu platne bilance."
0:22:15,0:22:18,I šta sad Hrvatska tu radi?
0:22:18,0:22:26,"Narodna banka održava stabilnost tečaja u odnosu na EUR-a, ova plava crta."
0:22:27,0:22:48,"Taj tečaj, međutim za razliku od većine drugih zemalja koje imaju politiku stabilnog tečaja, nije niti fiksan bio, niti je bio u ikakvom rasponu koji bi haenbe određivala i najavljivala tržištima."
0:22:50,0:22:57,Znači mi nikada nismo tržištu govorili bilo kakve rastu one fluktuacije tečaja u kojima ćemo mi intervenirati.
0:22:58,0:22:59,Niti smo fiksirali tečaj.
0:23:00,0:23:00,Zašto nismo?
0:23:00,0:23:19,"Puno ljudi nas je pitalo pa dobro, razumijemo, to je logično što radite da želite stabilnost tečaja, zašto one jednostavno ne fiksirate kao što je napravili sjeverno baltičke zemlje su prešle u biti na valutne odbore, postupno fiksiranje tečaja ili zašto ne određujete te rastu fluktuacije tržišta."
0:23:23,0:23:37,Razlog je taj da ukoliko date bilo takve razine tržištu onda u biti potičete i činite lakše mešpekulativne napade na domaću valutu.
0:23:38,0:24:03,Ono što je haenbe kontinuirano radila je pustila fluktuaciju tečaja koja je bila recimo u nekakvom rasponu plus minus pet posto čak i nešto više šest posto povijesno ali unutar godišnje u uvijek užim rasponima fluktuacije i onda nastojala iznenaditi tržište.
0:24:03,0:24:24,"Drugim riječima ako tržište pokuša uzeti kratku poziciju u kuni, špekulirati protiv kune, šta neće uzeti kratku poziciju, to znači zadužiti se u domaćoj valuti, a imati dugu poziciju u srednjoj valuti, onda bi mi učinili nešto da oni izgube novce."
0:24:25,0:24:36,"Nekad su to bile intervencije na tržištu gdje je Hrvatska narodna banka intervenirala, a nekad su bile recimo promjene instrumentarija regulative."
0:24:38,0:24:51,gdje bi naprimjer se tražilo od banaka da dio obvezne pričuve koju imaju u haenbe umjesto u devizama na devizne depozite izdvoje u kune.
0:24:52,0:24:59,Na taj način kad pokušavaju uzeti kratku poziciju u kune mi ih natjeramo da imaju dužu poziciju u kune i ostvaruju gubitak.
0:25:00,0:25:29,A onda nakon par takvih iteracija su shvatili da možda nije pametno se sa centralnom bankom u tom pogledu nadmetati i špekulirati i sada već dugo godina imamo vrlo mirno devizno tržište gdje su svi navikli već i haenbe de facto ne mora raditi puno da održava stabilnost tečaja iako u prošlosti smo znali raditi više nego što radimo danas.
0:25:30,0:25:47,Danas kao što vidite smo u situaciji da je tečaj kune pod aprecijacijskim pritiscima i haenbe kao što vidite moj interes zadnjih godinu dana u biti brani kunu od dalje aprecijacije.
0:25:48,0:25:59,Zašto je to tako zbog toga što je Hrvatska sada u situaciji kada ima suficit na tekućem računu plaćene bilance za razliku od prošlosti kada smo imali veliki deficit.
0:26:00,0:26:05,Znači strukturna pozicija Hrvatske se kompletno promijenila.
0:26:07,0:26:08,Zašto se promijenila?
0:26:10,0:26:11,Promijenila se iz dva razloga.
0:26:13,0:26:32,Jedan je taj da je stari model rasta koji se bazirao na državnim investicijama i rastu osobne potrošnje financirano iz inozemstva zaustavljaju.
0:26:34,0:27:41,"Znači ljudi se više ne zaduživaju kao što su se zaduživali do dvije tisuće osam godine dapače sektor stanovništva se zadužuje već šest godina država je smanjila svoje javne investicije koje su bile najviše u centraliziranoj europi pa i s te strane smanjio pritisak na uvoz i rast duga, jer je taj uvoz u principu bio financiran, ali preko zaduživanja inozemnog, a Hrvatska je u međuvremenu ušla dvije tisuće trinaest u eu tako da je se otvorilo tržište zemalja eu i izvoz je snažno porastao mi smo imali dvostrankast i rast izvoza roba što je u hrvatskoj bez ulaska u EU bilo nemoguće zamisliti."
0:27:43,0:28:07,"Uz naravno sekularni trend dobrog razvoja situacije u turizmu, koji turizam svake godine raste nekim svojim dinamikom, to je dovelo do toga da je Hrvatska danas zemlja koja ima suficit na tekućoj računu platne bilance i naravno taj suficit onda stvara aprecijacijske pritiske na domaću valutu."
0:28:08,0:28:20,Naravno kada vodite politiku stabilnog tečaja viza vi eura onda možete voditi politiku vezivanja samo uz jednu valutu.
0:28:21,0:28:25,Ne možete vezati tečaj uz druge valute po definiciji.
0:28:27,0:28:30,I to je ono što sam ja upozoravao od 2005.
0:28:31,0:28:39,"kad su se pojavili krediti u švicarskom franku, nastojem upozoriti ljude da preuzimaju visok tečajni rizik."
0:28:40,0:28:48,"Jer haenbe ne može na nikoli način održavati stabilnost tečaja prema švicarskom franku, odnosno samo prema jednoj valuti."
0:28:49,0:29:12,"I onda ovdje vidite da de facto tečaj kune prema švicarskom franku ili američkom dolaru, ako ćete vidjeti da američki dolar ima još veću volatilnost prema pune od švicarskog franka je u biti posljedica onda kretanja tečaja eura prema tim valutama koje može značajno fluktuirati."
0:29:13,0:29:37,"Istina Bog, povijesno evo ako gledate takva fluktuacija se nije mogla očekivati i ne bi se sigurno dogodila da nije došlo do velikog do velike financijske krize, sa propašću Lehman Brothersa pa nakon toga, sa svime što je sjedilo u Americi i u Europi, ali takve stvari se mogu dogoditi."
0:29:42,0:29:51,Kako je bila osim fokusiranosti na glavni intermedijarni cilj odnosno na stabilnost tečaja monetarna politika?
0:29:51,0:30:08,"U predkriznom razdoblju, znači do dvije tisuće osam godine monetarna politika u hrvatskoj je bila izrazito restriktivna da su nas sa čuđenjem gledali i pitali što radite."
0:30:09,0:30:22,"Jer smo mi de facto izmišljali nove instrumente onoga što se danas zove makroprudencijalna politika, a tada nismo ni znali da se zove makroprudencijalna politika, zato taj naziv još nije ni postojao."
0:30:24,0:30:35,"On je nastao tek tijekom krize i danas svi kažu, pa vi ste radili dobre makroprudencijalne politike, pa ja putujem svijetom i pričamo o makroprudencijalnim politikama iako nismo znali da to radimo kad smo radili."
0:30:37,0:30:48,Mi smo imali instrumentari koji je stvarao izuzetno visoke regulatorne troškove za banke kako bi započio kreditni rast.
0:30:49,0:31:16,To je bio izuzetno visok u razdoblju do dvije tisuće osam godine i on se sastojao od visoke stope obvezne pričuve visokih minimalnih devedeset potraživanja pa sve do instrumenta poput oporezivanja kreditnog rasta ili kapitalskih kontrola na priljev kapitala u Hrvatsku.
0:31:16,0:31:57,"Mi smo zahtijevali od banaka da na svaki euro koji uđe kao depozit kroz bankarski sustav u Hrvatsku ili kredit pedeset pet centi deponiraju u haenbe na bes kamatni račun to je bila prohibitivno visoka cijena kao što se ispostavilo zanimljivo je da smo mi od početka znali da je to prohibitivno skupa cijena za banke ali smo se pitali da li postoji ikakva elastičnost između 55% poreza i recimo poreza od 20, 25, 35% itd."
0:31:58,0:32:04,"I krenuli smo sa niže stope, iako smo dali dobro da smo izašli od 55%."
0:32:04,0:32:06,Prohibitivno je gledali što se događa.
0:32:08,0:32:09,"Što se događa, ništa."
0:32:10,0:32:16,"Znači, to je lijepa pocrt neoklasične ekonomije, eksperimentalno."
0:32:17,0:32:21,Ljudi će posuđivati novce dok mogu zaraditi jedan cent na njima.
0:32:22,0:32:28,"Onda tek onda kaže da je zadnji cent izbijete, tada će prestati priljev kapitala na taj način."
0:32:29,0:33:02,"Znači mi smo krenuli sa, ja mislim dvadeset dvadeset pet koliko god bilo pa smo išli na trideset pet i onda smo tek digli na pedeset pet znate elastičnost u ovome rasponu porezne stope u biti koju smo imali za banke na uvoz kapitala je bila jednaka nuli što je što je teoretski to za očekivati recimo ako predajete studentima ja bih to rekao da će tako biti ali u stvarnosti vi ste možda ipak nije ali je tako da ovi školski modeli često dobro drže vodu u stvarnom svijetu."
0:33:04,0:33:44,"Znači ta politika restriktivna do dvije tisuće osam godine omogućila je u biti iz današnje perspektive i vrlo ekspanzivnu politiku nakon početka krize drugim riječima da bi vodili protucikličku politiku vi morate biti imati odgovarajuću politiku u svakom dijelu ciklusa ne možete imati krivu politiku u dijelu ciklusa kad imate imate bum i onda imati pravu politiku, onda imati pravu politiku kada je recesija."
0:33:45,0:33:51,"I to je tako sa bilo čime, sa monetarnom politikom, sa ratoproducionalnom politikom, sa fiskalnom politikom."
0:33:51,0:33:53,Sve one imaju tu istu karakteristiku.
0:33:54,0:34:03,"Naime, vama treba bar dva ciklusa da politiku dovedete na pravi put ukoliko ste u jednom dijelu ciklusa bili u krivoj poziciji."
0:34:04,0:34:07,To je tipičan primjer recimo sa fiskalnom politikom.
0:34:07,0:34:19,Fiskalna politika je bila pre ekspanzivna prije krize i onda nije mogla dodati ekspanzivnost nakon krize zato jer je izgubila ono što zovemo fiskalni prostor.
0:34:21,0:34:37,"Drugim riječima, akumulirala je previše fiskalnog duga, eksplicitnog i implicitnog koji se poslije pokazao kao fiskalni dug prije krize i onda je upravo tijekom krize fiskalna politika mogla postati restriktivna."
0:34:38,0:34:43,Govorili smo o javnim investicijama koje su značajno pale nakon početka krize.
0:34:45,0:34:58,"Tako da je ta ideja koja se pojavila, koja se i kod nas spominjala da ćemo se izvući iz krize sa nekakvim javnim investicijama itede je bila potpuno nerealna."
0:34:59,0:34:59,Zašto?
0:34:59,0:35:01,Zato nije postojao taj fiskalni prostor.
0:35:03,0:35:05,Fiskalni dug je već bio previsok.
0:35:08,0:35:11,I on je bio u biti uz nedostatak rasta glavni problem.
0:35:13,0:35:17,I to je bio slučaj kad pogledate u velikom dijelu europskih zemalja.
0:35:20,0:35:29,"Naravno, nemam taj graf sada, ali Lijepo bi vidjeli razlike između sjevera i juga, evo, Europe."
0:35:29,0:35:42,"Sjever je imao fiskalnog prostora, zato su oni bili disciplinirani i prije početka krize, a jug je svoj, Europe periferne zemlje ove koje su zapravo u problemu, taj svoj cijeli fiskalni prostor bio već porast."
0:35:44,0:35:49,Imao je javni dug koji nije dozvoljavao više eksplozivnu fiskalnu politiku.
0:35:50,0:36:04,"Što se tiče monetarne politike, dvije tisuće devet godine de facto hrvatska je bila ocijenjena sa svjetskog financijskog tržišta."
0:36:05,0:36:07,Znači nismo se mogli financirati na tržištu.
0:36:08,0:36:27,I onda je bila opcija da kao i neke druge zemlje u to doba Hrvatska krene u aranžman sa Međunarodnim monetarnim fondom budući da nema pristup tržištu.
0:36:28,0:36:30,Za to služi MMF ili Europska komisija.
0:36:32,0:36:37,"Ako ste u eurozoni onda imate i ESM, European Stability Mechanism."
0:36:45,0:36:52,HNB je tada u biti otpustio toliko likvidnosti kod odsuda.
0:36:54,0:37:10,"Računa je upravo suprotno od onoga što smo radili prije krize, otpuštanja regulatornih zahtjeva prema bankama, tako da su domaće banke financirale državu i država nije mogla ići u aranžman sa međunarodnim financijskim institucijama."
0:37:16,0:37:18,eks post uvijek možete pitati je li to bilo pametno.
0:37:20,0:37:20,Zašto?
0:37:20,0:37:34,"Zato jer monetarna politika u tom trenutku što radi, kupuje vrijeme da država ne mora ući u aranžman, da može sama napraviti svojim tempom na način na koji ona želi strukturne reforme."
0:37:36,0:37:43,"Međutim, ako se one ne događaju onda ste kupili vrijeme koje je potrošeno uzaludno."
0:37:45,0:38:02,"Onda uvijek postoji kontraargument koji će vam reći pa, možda jednostavno to niste trebali napraviti, država bi ušla u aranžman i onda bi morala napraviti kao dio aranžmana sve te reforme i bilo bi danas bolje nego što je."
0:38:04,0:38:15,"Međutim, opet ako sjedite kao centralni bankar tamo i znate da se to događa, uvijek se pitate možete li to napraviti, imate li mandat da to napravite?"
0:38:18,0:39:08,Ja mislim da bi svako kao što smo vidjeli u krajnjoj liniji u slučaju Europske centralne banke dvije tisuće dvanaest i onog i'll do whatever it takes učiniti sve što mogu da spriječim financijsku krizu da se realizira tu je stvarno pitanje mandata jel i toga koliko vi možete ocijenjivati i pretpostavljati da će izvršna vlast učiniti u ostalim segmentima da bi vi vodili nekakvu drukčiju monetarnu politiku tako da mislim da je iako je dobar dio tog vremena potrošen uzalud da je opet ta odluka bila u tom trenutku jedina moguća i na taj način ispravna.
0:39:11,0:39:24,Od tada haenbe vodi izuzetno ekskluzivnu monetarnu politiku koja traje do danas i trajat će još neko vrijeme.
0:39:27,0:39:38,"Ono što smo u međuvremenu također nastavili raditi je politika distimuliranja euroizacije, poticanja korištenja više pune."
0:39:38,0:39:38,Zašto?
0:39:38,0:39:44,Zato jer nam je najviše u interesu biti haenbeu da se realizacija smanji.
